rule_id,initial_topic_id,topic_id,parent_id,name,is_child,definition,seed_status,object_pattern,task_pattern,exclude_title_pattern,required_text_pattern,accepted_documents,candidate_seed_clusters1000,additional_precision_guards
M463.voltage,M463.voltage,M463.voltage,M463,电力系统电压稳定,True,研究对象须匹配“电力系统电压稳定”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",voltage.stability|voltage.collapse|电压稳定|电压崩溃,,,930,T0398|T0663|T0523|T0830|T0533,src/decision_guards.py
M317.frequency,M317.frequency,M317.frequency,M317,电网频率控制,True,研究对象须匹配“电网频率控制”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",frequency.control|frequency.regulation|load.frequency|频率控制|调频|负荷频率,,,1975,T0278|T0378|T0322|T0916|T0463|T0743|T0640|T0533|T0971|T0720,src/decision_guards.py
M221.reliability,M221.reliability,M221.reliability,M221,电力系统可靠性评估,True,研究对象须匹配“电力系统可靠性评估”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",reliability.assessment|reliability.evaluation|可靠性评估|可靠性评价,,,429,T0523|T0481,src/decision_guards.py
M101.transformer,M101.transformer,M101.transformer,M101,变压器故障诊断,True,研究对象须匹配“变压器故障诊断”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,transformer|变压器,fault|diagnos|故障|诊断,power.electronic.transformer|电力电子变压器,,2108,T0778|T0157|T0995|T0094|T0458|T0527|T0101|T0470|T0262|T0309,src/decision_guards.py
M101.line_fault,M101.line_fault,M101.line_fault,M101,输配电线路故障检测与定位,True,输配电线路的故障检测或定位；不包含电缆材料研究或雷电回击的抽象传输线模型。,sample_object_task_supported,transmission.line|distribution.line|power.line|输电线路|配电线路|电力线路,fault.locat|fault.detect|故障定位|故障检测,,,1392,T0164|T0214|T0771,src/decision_guards.py
M101.switchgear,M101.switchgear,M101.switchgear,M101,开关设备故障检测,True,研究对象须匹配“开关设备故障检测”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,switchgear|circuit.breaker|开关柜|断路器,fault|diagnos|condition.monitor|故障|诊断|状态监测,,,372,T0420|T0778|T0995|T0263|T0242|T0164|T0960|T0617|T0537,src/decision_guards.py
M164.lightning,M164.lightning,M164.lightning,M164,输电线路雷击与防雷,True,研究对象须匹配“输电线路雷击与防雷”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,transmission.line|power.line|输电线路|电力线路,lightning|雷击|防雷,,,760,T0436|T0064|T0896|T0191,src/decision_guards.py
M164.grounding,M164.grounding,M164.grounding,M164,电网接地与地网安全,True,研究对象须匹配“电网接地与地网安全”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,grounding.grid|earthing.grid|grounding.system|接地网|接地系统,design|resistance|safety|设计|电阻|安全,,,207,T0764,src/decision_guards.py
M222.partial_discharge,M222.partial_discharge,M222.partial_discharge,M222,电气绝缘局部放电,True,研究对象须匹配“电气绝缘局部放电”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,partial.discharge|局部放电,insulat|cable|transformer|绝缘|电缆|变压器,,,1808,T0475|T0051|T0262|T0222|T0592|T0698,src/decision_guards.py
M222.corona,M222.corona,M222.corona,M222,电晕放电与电晕损耗,True,研究对象须匹配“电晕放电与电晕损耗”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,corona.discharge|corona.loss|电晕放电|电晕损耗,,,,846,T0222|T0626,src/decision_guards.py
M353.cyber,M353.cyber,M353.cyber,M353,智能电网网络攻击与安全,True,研究对象须匹配“智能电网网络攻击与安全”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,smart.grid|power.grid|电网,cyber.attack|cyber.security|false.data.injection|网络攻击|网络安全|虚假数据注入,,,497,T0129|T0353|T0419|T0728|T0081,src/decision_guards.py
M353.resilience,M353.resilience,M353.resilience,M353,电网灾害韧性与恢复,True,研究对象须匹配“电网灾害韧性与恢复”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",resilien|disaster|restoration|韧性|灾害|恢复供电,,,1055,T0073|T0523|T0896|T0806|T0191|T0157|T0640,src/decision_guards.py
M081.communication,M081.communication,M081.communication,M081,智能电网通信架构,True,研究对象须匹配“智能电网通信架构”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,smart.grid|智能电网,communication|network.architecture|通信|网络架构,cyber|网络安全,,803,T0353|T0081|T0047|T0419,src/decision_guards.py
M119.plc,M119.plc,M119.plc,M119,电力线载波通信,True,研究对象须匹配“电力线载波通信”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,power.line.communication|power.line.carrier|电力线载波|电力载波,,,,750,T0214|T0617|T0215,src/decision_guards.py
M446.metering,M446.metering,M446,M446,智能电表物联网与用能监测,False,研究对象须匹配“智能电表与用能监测”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,smart.meter|energy.monitor|智能电表|用能监测,electric|energy|电|能,,,662,T0813,src/decision_guards.py
M123.carbon_dispatch,M123.carbon_dispatch,M123,M123,电力系统碳计量与低碳调度,False,研究对象须匹配“电力系统碳排放计量与调度”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",carbon.emission|carbon.flow|low.carbon.dispatch|碳排放|碳流|低碳调度,,,220,T0839|T0531|T0359|T0397|T0306|T0248,src/decision_guards.py
M135.market_design,M135.market_design,M135.market_design,M135,电力市场机制与制度设计,True,研究对象须匹配“电力市场机制与制度设计”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electricity.market|power.market|电力市场,market.design|mechanism|market.reform|机制|制度|改革,,,515,T0135|T0175|T0080,src/decision_guards.py
M135.prosumer,M135.prosumer,M135.prosumer,M135,产消者能源交易,True,研究对象须匹配“产消者能源交易”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,prosumer|产消者|peer.to.peer.energy|点对点能源交易,,,,967,T0684|T0669,src/decision_guards.py
M155.bidding,M155,M155,M155,电力交易竞价与市场优化,False,研究对象须匹配“电力交易竞价与报价”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electricity.market|power.market|电力市场|electricity.trad|电力交易,bidding|offer.strateg|竞价|报价,,,427,T0135|T0175|T0816,src/decision_guards.py
M212.isolated,M212.isolated,M212.isolated,M212,隔离型DC-DC变换器,True,研究对象须匹配“隔离型DC-DC变换器”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,DC.DC|直流.直流|直流变换器,\bisolated\b|隔离,non.isolated|非隔离,,667,T0212|T0923|T0751,src/decision_guards.py
M212.nonisolated,M212.nonisolated,M212.nonisolated,M212,非隔离DC-DC变换器,True,研究对象须匹配“非隔离DC-DC变换器”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,DC.DC|直流.直流|直流变换器,non.isolated|非隔离,,,423,T0212,src/decision_guards.py
M236.resonant,M236.resonant,M236.resonant,M236,谐振与软开关变换器,True,研究对象须匹配“谐振与软开关变换器”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,converter|变换器|转换器,resonant|soft.switch|zero.voltage.switch|谐振|软开关|零电压开关,,,4795,T0507|T0945|T0310|T0589|T0026|T0537|T0751|T0315|T0683|T0184,src/decision_guards.py
M478.pfc,M478.pfc,M478.pfc,M478,功率因数校正电路与控制,True,研究对象须匹配“功率因数校正电路与控制”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,power.factor.correction|功率因数校正|\bPFC\b,,,,3022,T0478|T0012|T0938|T0945|T0664|T0589|T0184|T0312,src/decision_guards.py
M485.multilevel,M485,M485,M485,多电平逆变器拓扑与调制,False,研究对象须匹配“多电平逆变器”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,multilevel.inverter|multi.level.inverter|多电平逆变器,,,,3225,T0485|T0558|T0830|T0025|T0755|T0656|T0420,src/decision_guards.py
M315.power_semiconductor,M315.power_semiconductor,M315.power_semiconductor,M315,功率半导体器件,True,研究对象须匹配“功率半导体器件”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,power.MOSFET|\bIGBT\b|power.semiconductor|功率半导体|功率MOSFET,device|switch|器件|开关,,,570,T0770|T0617|T0315|T0051|T0369|T0777|T0885|T0601,src/decision_guards.py
M012.packaging,M012.packaging,M012.packaging,M012,集成电路与功率模块封装,True,研究对象须匹配“集成电路与功率模块封装”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,integrated.circuit|chip|power.module|集成电路|芯片|功率模块,packaging|encapsulat|封装,,,99,T0808|T0315|T0740,src/decision_guards.py
M302.fet,M302.fet,M302,M302,场效应晶体管结构与建模,False,研究对象须匹配“场效应晶体管结构与建模”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,field.effect.transistor|场效应晶体管|MOSFET,model|structure|建模|结构,power.MOSFET|功率MOSFET,,1961,T0562|T0243|T0182|T0998|T0715|T0369|T0068,src/decision_guards.py
M337.fpga,M337.fpga,M337.fpga,M337,FPGA实时控制与硬件实现,True,研究对象须匹配“FPGA实时控制与硬件实现”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,\bFPGA\b|现场可编程,control|implement|real.time|控制|实现|实时,,,546,T0337|T0303|T0716|T0025,src/decision_guards.py
M096.magnet_design,M096.magnet_design,M096.magnet_design,M096,永磁电机磁路与结构设计,True,研究对象须匹配“永磁电机磁路与结构设计”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,permanent.magnet.motor|永磁电机|永磁同步电机,design|magnetic.circuit|rotor|设计|磁路|转子,,,233,T0577|T0016|T0559|T0276|T0337,src/decision_guards.py
M380.pmsm_control,M380.pmsm_control,M380.pmsm_control,M380,永磁同步电机控制,True,研究对象须匹配“永磁同步电机控制”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,permanent.magnet.synchronous|\bPMSM\b|永磁同步,control|drive|控制|驱动,,,4373,T0276|T0380|T0797|T0577|T0559|T0558|T0337,src/decision_guards.py
M392.induction_control,M392,M392,M392,感应电机运行控制与性能,False,研究对象须匹配“感应与异步电机驱动控制”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,induction.motor|asynchronous.motor|感应电机|异步电机,control|drive|控制|驱动,,,3592,T0030|T0076|T0392|T0963|T0558|T0909|T0200,src/decision_guards.py
M276.torque,M276.torque,M276.torque,M276,电机转矩脉动抑制,True,研究对象须匹配“电机转矩脉动抑制”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,motor|电机,torque.ripple|cogging.torque|转矩脉动|齿槽转矩,,,448,T0392|T0016|T0380|T0848|T0322|T0548,src/decision_guards.py
M276.modulation,M276.modulation,M276.modulation,M276,电机驱动PWM与谐波控制,True,研究对象须匹配“电机驱动PWM与谐波控制”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,motor|电机,PWM|pulse.width.modulation|harmonic|脉宽调制|谐波,,,851,T0200|T0558|T0392|T0051|T0797|T0396|T0276|T0312|T0016|T0420,src/decision_guards.py
M141.rotor,M141.rotor,M141.rotor,M141,电机转子结构与制造,True,研究对象须匹配“电机转子结构与制造”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,motor|电机,rotor|转子,stator|定子,,350,T0724|T0963|T0559|T0492|T0610|T0982|T0484|T0284|T0848|T0615,src/decision_guards.py
M141.stator,M141.stator,M141.stator,M141,电机定子结构与制造,True,研究对象须匹配“电机定子结构与制造”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,motor|电机,stator|定子,rotor|转子,,301,T0991|T0770|T0724|T0141|T0963|T0390|T0637|T0559|T0558|T0615,src/decision_guards.py
M492.winding,M492.winding,M492.winding,M492,电机绕组与线圈制造,True,研究对象须匹配“电机绕组与线圈制造”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,motor|电机,winding|coil|绕组|线圈,,,17,T0246|T0141|T0770|T0390|T0396|T0577|T0559|T0475|T0848|T0492,src/decision_guards.py
M264.cover,M264.cover,M264.cover,M264,电池盖板、端子与密封结构,True,研究对象须匹配“电池盖板、端子与密封结构”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,cover.plate|terminal|cap.assembly|盖板|顶盖|极柱|端盖|密封,assembling.device|assembly.equipment|manufacturing.equipment|组装装置|制造设备|生产设备,,1230,T0264|T0551|T0379|T0836|T0864|T0077|T0759|T0565|T0252|T0612,src/decision_guards.py
M379.module,M379.module,M379.module,M379,电池模组与电池包装配结构,True,研究对象须匹配“电池模组与电池包装配结构”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,battery.module|battery.pack|电池模组|电池包,structure|assembly|housing|frame|结构|装配|壳体|框架,clamp|fixture|工装|夹具,,581,T0551|T0379|T0252|T0612|T0565|T0836|T0077|T0461|T0759|T0000,src/decision_guards.py
M040.manufacturing,M040.manufacturing,M040.manufacturing,M040,电池装配工装与制造设备,True,研究对象须匹配“电池装配工装与制造设备”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,fixture|clamping|pressing.device|manufacturing.equipment|工装|夹具|压紧装置|加压装置|制造设备|组装装置,,,498,T0379|T0147|T0759|T0216,src/decision_guards.py
M007.coating,M007.coating,M007.coating,M007,电池电极涂布与辊压,True,研究对象须匹配“电池电极涂布与辊压”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,\belectrodes?\b|\bbatter(?:y|ies)\b|电极|电池,coating|calender|涂布|辊压,electrodeposited|electrodeposition|电沉积,\bbatter(?:y|ies)\b|电池|电芯,187,T0147|T0723|T0776|T0760|T0646|T0850|T0473|T0341|T0414|T0658,src/decision_guards.py
M216.tab_welding,M216.tab_welding,M216.tab_welding,M216,电池极耳焊接,True,研究对象须匹配“电池极耳焊接”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,tab.weld|极耳焊接,earphone|耳机,,9,T0216,src/decision_guards.py
M277.cable_material,M277.cable_material,M277.cable_material,M277,电缆绝缘护套与导体结构,True,研究对象须匹配“电缆绝缘护套与导体结构”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,cable|电缆,insulation|sheath|conductor|绝缘|护套|导体,,,2265,T0277|T0985|T0134|T0604|T0214|T0262|T0690|T0535|T0686,src/decision_guards.py
M390.cable_support,M390.cable_support,M390.cable_support,M390,电缆桥架与线束支撑,True,研究对象须匹配“电缆桥架与线束支撑”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,cable|wiring.harness|电缆|线束,tray|support|fasten|桥架|支撑|固定,,,763,T0583|T0277|T0231|T0611|T0604|T0024|T0795|T0110|T0098|T0450,src/decision_guards.py
M134.connector,M134.connector,M134.connector,M134,电连接器与接线端子,True,研究对象须匹配“电连接器与接线端子”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,electrical.connector|electric.connector|terminal.block|电连接器|接线端子,,,,84,T0134|T0808|T0811,src/decision_guards.py
M381.air_cooling,M381.air_cooling,M381.air_cooling,M381,电气设备风冷散热,True,研究对象须匹配“电气设备风冷散热”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electrical.equipment|power.electronic|motor|电气设备|电力电子|电机|配电柜,air.cooling|fan.cooling|风冷|风扇散热,,,42,T0381|T0615,src/decision_guards.py
M381.liquid_cooling,M381.liquid_cooling,M381.liquid_cooling,M381,电气设备液冷散热,True,研究对象须匹配“电气设备液冷散热”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,electrical.equipment|power.electronic|motor|电气设备|电力电子|电机,liquid.cooling|液冷,battery|电池,,18,T0476|T0381|T0994,src/decision_guards.py
M194.temperature_control,M194.temperature_control,M194.temperature_control,M194,电气设备温度监测与控制,True,研究对象须匹配“电气设备温度监测与控制”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electrical.equipment|power.electronic|电气设备|电力电子|配电柜,temperature.control|temperature.monitor|温度控制|温度监测,,,11,T0989,src/decision_guards.py
M303.temperature_sensing,M303.temperature_sensing,M303.temperature_sensing,M303,温度传感与测量装置,True,研究对象须匹配“温度传感与测量装置”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,temperature.sensor|temperature.measurement|温度传感|测温装置|温度测量,,,,427,T0989|T0369|T0994|T0948,src/decision_guards.py
M262.current,M262.current,M262.current,M262,电流检测与测量电路,True,研究对象须匹配“电流检测与测量电路”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,current.sens|current.measurement|current.detection|电流检测|电流测量|电流传感,,,,426,T0802|T0309|T0370|T0415,src/decision_guards.py
M262.voltage,M262.voltage,M262.voltage,M262,电压检测与测量电路,True,研究对象须匹配“电压检测与测量电路”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,voltage.sens|voltage.measurement|voltage.detection|电压检测|电压测量|电压传感,,,,393,T0262|T0285|T0037|T0895|T0415,src/decision_guards.py
M263.surge,M263.surge,M263.surge,M263,浪涌与过压保护电路,True,研究对象须匹配“浪涌与过压保护电路”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,protection.circuit|protective.circuit|保护电路,surge|overvoltage|浪涌|过压,,,63,T0077,src/decision_guards.py
M263.leakage,M263.leakage,M263.leakage,M263,漏电与剩余电流保护,True,研究对象须匹配“漏电与剩余电流保护”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,leakage.current|residual.current|漏电|剩余电流,protect|保护,,,166,T0707|T0613|T0262,src/decision_guards.py
M434.pv_cleaning,M434.pv_cleaning,M434.pv_cleaning,M434,光伏清扫机器人,True,研究对象须匹配“光伏清扫机器人”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,robot|机器人,photovoltaic|solar.panel|光伏|太阳能板,inspection|巡检,,204,T0668|T0744|T0418,src/decision_guards.py
M434.substation_robot,M434.substation_robot,M434.substation_robot,M434,变电站巡检机器人,True,研究对象须匹配“变电站巡检机器人”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,robot|机器人,substation|变电站,,,133,T0668|T0744|T0763,src/decision_guards.py
M003.offshore_economics,M003.offshore_economics,M003.offshore_economics,M003,海上风电开发与技术经济,True,研究对象须匹配“海上风电开发与技术经济”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,offshore.wind|海上风电,econom|cost|development|经济|成本|开发,,,337,T0003|T0100|T0645|T0444,src/decision_guards.py
M003.wind_resources,M003.wind_resources,M003.wind_resources,M003,风能资源评估与选址,True,研究对象须匹配“风能资源评估与选址”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,wind.resource|wind.energy|风能资源|风能,assessment|potential|site.selection|评估|潜力|选址,,,1906,T0003,src/decision_guards.py
M325.floating_wind,M325.floating_wind,M325.floating_wind,M325,漂浮式海上风电平台,True,研究对象须匹配“漂浮式海上风电平台”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,floating.offshore.wind|floating.wind.turbine|漂浮式海上风电|浮式风机|浮式风电,,,,2496,T0190|T0404|T0120,src/decision_guards.py
M120.wave_energy,M120.wave_energy,M120.wave_energy,M120,波浪能转换装置,True,研究对象须匹配“波浪能转换装置”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,wave.energy.converter|wave.energy.device|波浪能转换|波浪能装置,,,,3151,T0831|T0325,src/decision_guards.py
M397.hydropower_dispatch,M397.hydropower_dispatch,M397.hydropower_dispatch,M397,水电站运行调度,True,研究对象须匹配“水电站运行调度”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,hydropower|hydroelectric|水电站|水力发电,dispatch|scheduling|operation|调度|运行,,,451,T0904|T0887|T0082|T0497|T0905|T0364|T0309|T0157,src/decision_guards.py
M397.turbines,M397.turbines,M397.turbines,M397,水轮机性能与设计,True,研究对象须匹配“水轮机性能与设计”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,hydraulic.turbine|hydro.turbine|water.turbine|水轮机,performance|design|性能|设计,,,475,T0120|T0596|T0878|T0633|T0111|T0809|T0925|T0921,src/decision_guards.py
M116.refrigerants,M116.refrigerants,M116.refrigerants,M116,制冷工质及其热物性,True,研究对象须匹配“制冷工质及其热物性”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,refrigerant|制冷剂|制冷工质,propert|mixture|物性|混合|替代,,,49,T0288|T0194|T0097,src/decision_guards.py
M116.compression,M116.compression,M116.compression,M116,蒸汽压缩制冷循环,True,研究对象须匹配“蒸汽压缩制冷循环”对应对象，且满足所列任务；多任务冲突保留复核。,keyword_candidate_only,vapor.compression|vapour.compression|蒸汽压缩,refrigerat|heat.pump|制冷|热泵,,,439,T0518|T0343,src/decision_guards.py
M306.absorption,M306.absorption,M306.absorption,M306,吸收式制冷循环,True,研究对象须匹配“吸收式制冷循环”对应对象，且满足所列任务；多任务冲突保留复核。,keyword_candidate_only,absorption.refrigerat|absorption.chill|吸收式制冷|吸收式冷,,,,1098,T0518|T0343,src/decision_guards.py
M306.adsorption,M306.adsorption,M306.adsorption,M306,吸附式制冷循环,True,研究对象须匹配“吸附式制冷循环”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,adsorption.refrigerat|adsorption.chill|吸附式制冷|吸附式冷,,,,209,T0343,src/decision_guards.py
M254.district,M254.district,M254.district,M254,区域供热供冷系统,True,研究对象须匹配“区域供热供冷系统”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,district.heat|district.cool|区域供热|区域供冷|集中供热,,,,3336,T0211|T0171|T0538|T0922|T0254|T0679,src/decision_guards.py
M288.ground_heat_pump,M288.ground_heat_pump,M288.ground_heat_pump,M288,地源热泵与地埋换热器,True,研究对象须匹配“地源热泵与地埋换热器”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,ground.source.heat.pump|ground.heat.exchanger|borehole.heat.exchanger|地源热泵|地埋换热器,,,,3555,T0211|T0647|T0712|T0511|T0061,src/decision_guards.py
M288.air_heat_pump,M288.air_heat_pump,M288.air_heat_pump,M288,空气源热泵,True,研究对象须匹配“空气源热泵”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,air.source.heat.pump|空气源热泵,,,,653,T0712|T0546,src/decision_guards.py
M252.orc,M252.orc,M252.orc,M252,有机朗肯循环发电,True,有机朗肯循环发电及其热力过程；热源不限定为余热。,sample_object_task_supported,organic.rankine|有机朗肯,,,,2359,T0984|T0647|T0881,src/decision_guards.py
M252.brayton,M252.brayton,M252.brayton,M252,超临界二氧化碳布雷顿循环,True,研究对象须匹配“超临界二氧化碳布雷顿循环”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,supercritical.CO2|supercritical.carbon.dioxide|超临界二氧化碳,brayton|cycle|布雷顿|循环,,,413,T0984|T0165,src/decision_guards.py
M477.latent,M477.latent,M477.latent,M477,潜热储热系统,True,研究对象须匹配“潜热储热系统”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,thermal.energy.storage|heat.storage|储热,latent.heat|phase.change|潜热|相变,,,5237,T0050|T0477|T0435|T0116|T0254|T0267|T0333|T0371,src/decision_guards.py
M477.thermochemical,M477.thermochemical,M477.thermochemical,M477,热化学储热系统,True,研究对象须匹配“热化学储热系统”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,thermochemical.heat.storage|thermochemical.energy.storage|热化学储热,,,,695,T0979|T0050|T0267,src/decision_guards.py
M311.heat_exchanger,M311.heat_exchanger,M311.heat_exchanger,M311,换热器结构与传热强化,True,研究对象须匹配“换热器结构与传热强化”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,heat.exchanger|换热器,heat.transfer|enhanc|design|传热|强化|设计,ground|地埋|borehole|钻孔,,1386,T0050|T0511|T0311,src/decision_guards.py
M097.building_cooling,M097.building_cooling,M097.building_cooling,M097,建筑冷却与被动降温,True,研究对象须匹配“建筑冷却与被动降温”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,building|建筑,passive.cooling|radiative.cooling|被动冷却|辐射降温|被动降温,,,106,T0635|T0749|T0097,src/decision_guards.py
M455.retrofit,M455.retrofit,M455.retrofit,M455,建筑节能改造,True,研究对象须匹配“建筑节能改造”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,building|建筑,energy.retrofit|energy.renovation|节能改造,,,9,T0413,src/decision_guards.py
M455.hvac,M455.hvac,M455.hvac,M455,建筑暖通空调能耗,True,研究对象须匹配“建筑暖通空调能耗”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,building|建筑,HVAC|heating.ventilation|暖通空调|空调能耗,,,282,T0331|T0538|T0155,src/decision_guards.py
M230.industrial_audit,M230.industrial_audit,M230.industrial_audit,M230,工业能源审计与节能评估,True,研究对象须匹配“工业能源审计与节能评估”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,industrial|industry|工厂|工业,energy.audit|energy.efficiency.assessment|energy.saving|能源审计|能效评估|节能,,,274,T0230|T0155|T0287|T0320|T0490|T0748|T0454|T0980,src/decision_guards.py
M211.exploration,M211.exploration,M211.exploration,M211,地热资源勘探与储层建模,True,研究对象须匹配“地热资源勘探与储层建模”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,geothermal|地热,explorat|reservoir|geophysical|geochem|勘探|储层|地球物理|地球化学,,,1522,T0641|T0187|T0538|T0188,src/decision_guards.py
M211.utilization,M211.utilization,M211.utilization,M211,地热供热与发电利用,True,研究对象须匹配“地热供热与发电利用”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,geothermal|地热,power.plant|district.heat|energy.utili|发电|供热|能源利用,,,645,T0538|T0211|T0435|T0188,src/decision_guards.py
M103.gas_turbine,M103.gas_turbine,M103.gas_turbine,M103,燃气轮机热力性能,True,研究对象须匹配“燃气轮机热力性能”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,gas.turbine|燃气轮机,thermal|performance|cycle|热力|性能|循环,,,1773,T0430|T0103|T0067|T0597|T0165|T0907|T0621,src/decision_guards.py
M430.diesel,M430.diesel,M430.diesel,M430,柴油机燃烧与排放,True,研究对象须匹配“柴油机燃烧与排放”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,diesel.engine|柴油机,combustion|emission|燃烧|排放,,,593,T0430|T0783,src/decision_guards.py
M430.dual_fuel,M430.dual_fuel,M430.dual_fuel,M430,双燃料发动机,True,研究对象须匹配“双燃料发动机”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,dual.fuel.engine|双燃料发动机,,,,105,T0430|T0462|T0103,src/decision_guards.py
M385.boiler,M385.boiler,M385.boiler,M385,电站锅炉运行与燃烧,True,研究对象须匹配“电站锅炉运行与燃烧”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,power.plant.boiler|utility.boiler|电站锅炉,operation|combustion|运行|燃烧,,,84,T0726|T0330|T0597,src/decision_guards.py
