topic_id,parent_id,parent_name,name,documents,enabled,eligible_leaf_documents,rule_id,definition,candidate_clusters1000,seed_status,object_pattern,task_pattern,exclude_title_pattern,precision_required_title,precision_excluded_title,precision_note,review_status
M224.ethanol,M224,木质纤维素预处理与生化转化,木质纤维素生物乙醇,122,True,122,M224.ethanol,研究对象须匹配“木质纤维素生物乙醇”对应对象，且满足所列任务；多任务冲突保留复核。,T0781|T0128|T0245,sample_object_task_supported,lignocellulos|cellulosic.biomass|木质纤维素,ethanol|乙醇,,,,,自动规则接受；抽样诊断；非专家全量验收
M224.pretreatment,M224,木质纤维素预处理与生化转化,木质纤维素预处理,171,True,169,M224.pretreatment,研究对象须匹配“木质纤维素预处理”对应对象，且满足所列任务；多任务冲突保留复核。,T0781|T0245,sample_object_task_supported,lignocellulos|cellulosic.biomass|木质纤维素,pretreat|delignif|预处理|脱木质素,,,,,自动规则接受；抽样诊断；非专家全量验收
M226.soil,M226,生物炭制备与环境应用,生物炭土壤改良,527,True,527,M226.soil,研究对象须匹配“生物炭土壤改良”对应对象，且满足所列任务；多任务冲突保留复核。,T0009|T0143|T0015,descriptor_retrieval_only_not_sample_approved,biochar|生物炭,soil|土壤,,,,,自动规则接受；抽样诊断；非专家全量验收
M226.water,M226,生物炭制备与环境应用,生物炭水污染物去除,7,True,7,M226.water,研究对象须匹配“生物炭水污染物去除”对应对象，且满足所列任务；多任务冲突保留复核。,T0033,sample_object_task_supported,biochar|生物炭,wastewater|aqueous|pollutant|废水|水污染|污染物,soil|土壤,adsorp|remov|degrad|decontamin|remediat|pollutant|吸附|去除|降解|修复|污染物,methane.production|biogas|anaerobic.digestion|产甲烷|产沼气|厌氧消化,生物炭在废水中促进产气不能据此认作污染物去除；生物炭助力厌氧产气与去污任务交叉，保留复核,自动规则接受；抽样诊断；非专家全量验收
M230.industrial_audit,M230,能源审计与综合节能评估,工业能源审计与节能评估,274,True,274,M230.industrial_audit,研究对象须匹配“工业能源审计与节能评估”对应对象，且满足所列任务；多任务冲突保留复核。,T0230|T0155|T0287|T0320|T0490|T0748|T0454|T0980,sample_object_task_supported,industrial|industry|工厂|工业,energy.audit|energy.efficiency.assessment|energy.saving|能源审计|能效评估|节能,,,,,自动规则接受；抽样诊断；非专家全量验收
M236.resonant,M236,软开关谐振与交流变换器,谐振与软开关变换器,4795,True,4794,M236.resonant,研究对象须匹配“谐振与软开关变换器”对应对象，且满足所列任务；多任务冲突保留复核。,T0507|T0945|T0310|T0589|T0026|T0537|T0751|T0315|T0683|T0184,sample_object_task_supported,converter|变换器|转换器,resonant|soft.switch|zero.voltage.switch|谐振|软开关|零电压开关,,,,,自动规则接受；抽样诊断；非专家全量验收
M238.supply_chain,M238,氢能供给加氢与系统集成,氢能供应链与基础设施规划,782,True,782,M238.supply_chain,研究对象须匹配“氢能供应链与基础设施规划”对应对象，且满足所列任务；多任务冲突保留复核。,T0071|T0765|T0192,sample_object_task_supported,hydrogen|氢能,supply.chain|infrastructure|network.planning|供应链|基础设施|网络规划,,,,,自动规则接受；抽样诊断；非专家全量验收
M239.agrivoltaics,M239,分布式光伏部署与技术经济,农光互补与农光协同,557,True,557,M239.agrivoltaics,研究对象须匹配“农光互补与农光协同”对应对象，且满足所列任务；多任务冲突保留复核。,T0862|T0239,keyword_candidate_only,agrivoltaic|agro.photovoltaic|农光互补|农光协同,,,,,,自动规则接受；抽样诊断；非专家全量验收
M239.economics,M239,分布式光伏部署与技术经济,光伏技术经济与投资,434,True,434,M239.economics,研究对象须匹配“光伏技术经济与投资”对应对象，且满足所列任务；多任务冲突保留复核。,T0085|T0974,sample_object_task_supported,photovoltaic|solar.cell|solar.module|光伏|太阳能电池,techno.economic|levelized.cost|investment|payback|技术经济|平准化|投资回收,rooftop|distributed|屋顶|分布式,,,,自动规则接受；抽样诊断；非专家全量验收
M239.rooftop,M239,分布式光伏部署与技术经济,屋顶与分布式光伏部署,579,True,579,M239.rooftop,研究对象须匹配“屋顶与分布式光伏部署”对应对象，且满足所列任务；多任务冲突保留复核。,T0137|T0239|T0672|T0177|T0085|T0961|T0545|T0513|T0445|T0275,sample_object_task_supported,photovoltaic|solar.cell|solar.module|光伏|太阳能电池,rooftop|distributed|屋顶|分布式,,deploy|install|planning|potential|adopt|siting|capacity|penetration|assessment|impact|integration|安装|部署|规划|潜力|接入|容量|渗透|影响|评估,,屋顶场景本身不足以证明部署/规划任务,自动规则接受；抽样诊断；非专家全量验收
M251.permanent_magnet,M251,磁性材料磁路与磁场基础,永磁材料与磁性设计,397,True,397,M251.permanent_magnet,研究对象须匹配“永磁材料与磁性设计”对应对象，且满足所列任务；多任务冲突保留复核。,T0634|T0180|T0096,descriptor_retrieval_only_not_sample_approved,permanent.magnet.material|NdFeB|Nd.Fe.B|永磁材料|钕铁硼,,,,scrap|recycl|metal.recover|废旧|回收,废磁体金属回收与永磁材料性能设计任务不同,自动规则接受；抽样诊断；非专家全量验收
M251.soft_magnetic,M251,磁性材料磁路与磁场基础,软磁材料与磁损耗,57,True,57,M251.soft_magnetic,研究对象须匹配“软磁材料与磁损耗”对应对象，且满足所列任务；多任务冲突保留复核。,T0892|T0660|T0293|T0425,sample_object_task_supported,soft.magnetic|软磁,loss|propert|损耗|性能,,,,,自动规则接受；抽样诊断；非专家全量验收
M252.brayton,M252,热力循环余热与联供系统,超临界二氧化碳布雷顿循环,413,True,412,M252.brayton,研究对象须匹配“超临界二氧化碳布雷顿循环”对应对象，且满足所列任务；多任务冲突保留复核。,T0984|T0165,sample_object_task_supported,supercritical.CO2|supercritical.carbon.dioxide|超临界二氧化碳,brayton|cycle|布雷顿|循环,,,,,自动规则接受；抽样诊断；非专家全量验收
M252.orc,M252,热力循环余热与联供系统,有机朗肯循环发电,2359,True,2357,M252.orc,有机朗肯循环发电及其热力过程；热源不限定为余热。,T0984|T0647|T0881,sample_object_task_supported,organic.rankine|有机朗肯,,,,,,自动规则接受；抽样诊断；非专家全量验收
M253.location,M253,充电站选址与充电调度,电动汽车充电站选址规划,684,True,682,M253.location,研究对象须匹配“电动汽车充电站选址规划”对应对象，且满足所列任务；多任务冲突保留复核。,T0879|T0253,sample_object_task_supported,electric.vehicle|EV.charg|charging.station|电动汽车|充电站,location|siting|placement|选址|站点规划,routing|路径,\blocations?\b|\bsiting\b|\bplacement\b|选址|站点规划,,选址须为独立词；displacement或allocation不等于选址,自动规则接受；抽样诊断；非专家全量验收
M253.routing,M253,充电站选址与充电调度,电动汽车路径与补能规划,442,True,442,M253.routing,研究对象须匹配“电动汽车路径与补能规划”对应对象，且满足所列任务；多任务冲突保留复核。,T0253|T0756|T0879,sample_object_task_supported,electric.vehicle|电动汽车|electric.bus|电动公交,routing|route.planning|路径|行驶路线,,,,,自动规则接受；抽样诊断；非专家全量验收
M254.district,M254,热泵与区域供热供冷,区域供热供冷系统,3336,True,3335,M254.district,研究对象须匹配“区域供热供冷系统”对应对象，且满足所列任务；多任务冲突保留复核。,T0211|T0171|T0538|T0922|T0254|T0679,sample_object_task_supported,district.heat|district.cool|区域供热|区域供冷|集中供热,,,,,,自动规则接受；抽样诊断；非专家全量验收
M255.co2_hydrogenation,M255,二氧化碳加氢与多类催化反应,二氧化碳催化加氢与甲烷化,2539,True,2538,M255.co2_hydrogenation,CO2催化加氢或甲烷化；产物可以是燃料或化学品，不仅凭名称推断用途。,T0150|T0321|T0238|T0796|T0417|T0981|T0075|T0515|T0228,sample_object_task_supported,CO2|carbon.dioxide|二氧化碳,hydrogenation|methanation|加氢|甲烷化,,,,,自动规则接受；抽样诊断；非专家全量验收
M260.planning,M260,综合能源系统协同管理与优化调度,综合能源系统规划配置,398,True,397,M260.planning,研究对象须匹配“综合能源系统规划配置”对应对象，且满足所列任务；多任务冲突保留复核。,T0961|T0531,sample_object_task_supported,integrated.energy.system|multi.energy.system|energy.hub|综合能源系统|多能源系统|能源枢纽,planning|sizing|capacity.allocation|规划|容量配置,dispatch|schedul|调度,,,,自动规则接受；抽样诊断；非专家全量验收
M260.scheduling,M260,综合能源系统协同管理与优化调度,综合能源系统优化调度,1149,True,1141,M260.scheduling,研究对象须匹配“综合能源系统优化调度”对应对象，且满足所列任务；多任务冲突保留复核。,T0306|T0260|T0172|T0531|T0387,sample_object_task_supported,integrated.energy.system|multi.energy.system|energy.hub|综合能源系统|多能源系统|能源枢纽,dispatch|schedul|调度,,,,,自动规则接受；抽样诊断；非专家全量验收
M262.current,M262,电压电流检测与校验电路,电流检测与测量电路,426,True,426,M262.current,研究对象须匹配“电流检测与测量电路”对应对象，且满足所列任务；多任务冲突保留复核。,T0802|T0309|T0370|T0415,sample_object_task_supported,current.sens|current.measurement|current.detection|电流检测|电流测量|电流传感,,,,fault.tolerant|sensorless|容错|无传感,传感器容错控制不能等同电流测量电路研究,自动规则接受；抽样诊断；非专家全量验收
M262.voltage,M262,电压电流检测与校验电路,电压检测与测量电路,393,True,393,M262.voltage,研究对象须匹配“电压检测与测量电路”对应对象，且满足所列任务；多任务冲突保留复核。,T0262|T0285|T0037|T0895|T0415,sample_object_task_supported,voltage.sens|voltage.measurement|voltage.detection|电压检测|电压测量|电压传感,,,,"classification.of.{0,20}events|event.classif|events.using|事件分类|事件识别",使用电压量测的事件分类不是电压测量电路研究,自动规则接受；抽样诊断；非专家全量验收
M263.leakage,M263,保护电路与开关控制,漏电与剩余电流保护,166,True,166,M263.leakage,研究对象须匹配“漏电与剩余电流保护”对应对象，且满足所列任务；多任务冲突保留复核。,T0707|T0613|T0262,sample_object_task_supported,leakage.current|residual.current|漏电|剩余电流,protect|保护,,,,,自动规则接受；抽样诊断；非专家全量验收
M263.surge,M263,保护电路与开关控制,浪涌与过压保护电路,63,True,63,M263.surge,研究对象须匹配“浪涌与过压保护电路”对应对象，且满足所列任务；多任务冲突保留复核。,T0077,sample_object_task_supported,protection.circuit|protective.circuit|保护电路,surge|overvoltage|浪涌|过压,,,,,自动规则接受；抽样诊断；非专家全量验收
M264.cover,M264,电池外壳盖板与封装,电池盖板、端子与密封结构,1230,True,1230,M264.cover,研究对象须匹配“电池盖板、端子与密封结构”对应对象，且满足所列任务；多任务冲突保留复核。,T0264|T0551|T0379|T0836|T0864|T0077|T0759|T0565|T0252|T0612,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,cover.plate|terminal|cap.assembly|盖板|顶盖|极柱|端盖|密封,assembling.device|assembly.equipment|manufacturing.equipment|组装装置|制造设备|生产设备,,inspection|diagnos|检测方法|检验方法|诊断,端子检测不能仅凭端子名称认作密封结构设计,自动规则接受；抽样诊断；非专家全量验收
M266.green_finance,M266,绿色发展可持续性与绿色金融,绿色金融与能源投资,968,True,956,M266.green_finance,研究对象须匹配“绿色金融与能源投资”对应对象，且满足所列任务；多任务冲突保留复核。,T0240|T0555,sample_object_task_supported,green.finance|green.bond|绿色金融|绿色债券,,,,,,自动规则接受；抽样诊断；非专家全量验收
M267.deicing,M267,覆冰冻结与除冰传热,电力设施覆冰与除冰,147,True,147,M267.deicing,研究对象须匹配“电力设施覆冰与除冰”对应对象，且满足所列任务；多任务冲突保留复核。,T0874|T0639|T0972|T0599,sample_object_task_supported,power.line|wind.turbine|电力线路|输电线路|风机,icing|de.icing|覆冰|除冰,,,,,自动规则接受；抽样诊断；非专家全量验收
M274.biogas_upgrading,M274,沼气及多路线生物燃料,沼气提纯与生物甲烷升级,929,True,929,M274.biogas_upgrading,研究对象须匹配“沼气提纯与生物甲烷升级”对应对象，且满足所列任务；多任务冲突保留复核。,T0623|T0702|T0274|T0489|T0614|T0156,sample_object_task_supported,biogas|biomethane|沼气|生物甲烷,upgrad|purif|CO2.removal|提纯|净化|脱碳,,,,,自动规则接受；抽样诊断；非专家全量验收
M276.modulation,M276,电机调制谐波与转矩控制,电机驱动PWM与谐波控制,851,True,851,M276.modulation,研究对象须匹配“电机驱动PWM与谐波控制”对应对象，且满足所列任务；多任务冲突保留复核。,T0200|T0558|T0392|T0051|T0797|T0396|T0276|T0312|T0016|T0420,sample_object_task_supported,motor|电机,PWM|pulse.width.modulation|harmonic|脉宽调制|谐波,,,,,自动规则接受；抽样诊断；非专家全量验收
M276.torque,M276,电机调制谐波与转矩控制,电机转矩脉动抑制,448,True,448,M276.torque,研究对象须匹配“电机转矩脉动抑制”对应对象，且满足所列任务；多任务冲突保留复核。,T0392|T0016|T0380|T0848|T0322|T0548,sample_object_task_supported,motor|电机,torque.ripple|cogging.torque|转矩脉动|齿槽转矩,,,,,自动规则接受；抽样诊断；非专家全量验收
M277.cable_material,M277,电缆结构材料与敷设,电缆绝缘护套与导体结构,2265,True,2262,M277.cable_material,研究对象须匹配“电缆绝缘护套与导体结构”对应对象，且满足所列任务；多任务冲突保留复核。,T0277|T0985|T0134|T0604|T0214|T0262|T0690|T0535|T0686,sample_object_task_supported,cable|电缆,insulation|sheath|conductor|绝缘|护套|导体,,,cable.modeling|cable.modelling|EMI.simulat|电缆建模|电磁干扰仿真,电缆电路建模不能仅由conductor字样归为材料结构,自动规则接受；抽样诊断；非专家全量验收
M279.graphite,M279,锂离子电池负极材料,锂电石墨负极,253,True,253,M279.graphite,研究对象须匹配“锂电石墨负极”对应对象，且满足所列任务；多任务冲突保留复核。,T0685|T0341|T0693|T0365|T0788|T0666|T0999|T0472|T0840|T0045,sample_object_task_supported,graphite|石墨,anode|负极,sodium|钠|graphene|石墨烯,,silicon|SiOx|Si/C|硅,硅石墨复合负极不强制作为单一石墨负极子类,自动规则接受；抽样诊断；非专家全量验收
M287.standards,M287,能源标准化许可与专项监管,能源电力标准化政策,71,True,71,M287.standards,研究对象须匹配“能源电力标准化政策”对应对象，且满足所列任务；多任务冲突保留复核。,T0287|T0155|T0080|T0606|T0358|T0857|T0600|T0387|T0117|T0446,sample_object_task_supported,能源|电力,标准化|行业标准|国家标准,,,,,自动规则接受；抽样诊断；非专家全量验收
M288.air_heat_pump,M288,热泵换热器与热管理设计,空气源热泵,653,True,653,M288.air_heat_pump,研究对象须匹配“空气源热泵”对应对象，且满足所列任务；多任务冲突保留复核。,T0712|T0546,sample_object_task_supported,air.source.heat.pump|空气源热泵,,,,,,自动规则接受；抽样诊断；非专家全量验收
M288.ground_heat_pump,M288,热泵换热器与热管理设计,地源热泵与地埋换热器,3555,True,3554,M288.ground_heat_pump,研究对象须匹配“地源热泵与地埋换热器”对应对象，且满足所列任务；多任务冲突保留复核。,T0211|T0647|T0712|T0511|T0061,sample_object_task_supported,ground.source.heat.pump|ground.heat.exchanger|borehole.heat.exchanger|地源热泵|地埋换热器,,,,,,自动规则接受；抽样诊断；非专家全量验收
M290.fission,M290,核裂变聚变与核电工程,核裂变反应堆工程,71,True,71,M290.fission,研究对象须匹配“核裂变反应堆工程”对应对象，且满足所列任务；多任务冲突保留复核。,T0694|T0261|T0168,sample_object_task_supported,fission.reactor|nuclear.fission|light.water.reactor|核裂变|轻水堆|压水堆,,,,,,自动规则接受；抽样诊断；非专家全量验收
M290.fusion,M290,核裂变聚变与核电工程,核聚变装置工程,1050,True,1049,M290.fusion,研究对象须匹配“核聚变装置工程”对应对象，且满足所列任务；多任务冲突保留复核。,T0694|T0504|T0937|T0028|T0122|T0205|T0064|T0416|T0323|T0302,sample_object_task_supported,fusion.reactor|fusion.device|tokamak|聚变堆|聚变装置|托卡马克,,diagnos|imaging|lost.alpha|诊断|成像,engineering|design|construction|blanket|first.wall|divertor|vacuum.vessel|reactor.material|shielding|工程|设计|建造|包层|第一壁|偏滤器|真空室|屏蔽,,托卡马克等离子体过程不能仅因装置名称归入装置工程,自动规则接受；抽样诊断；非专家全量验收
M295.education,M295,仿真软件硬件在环与教学平台,能源电力教学实验平台,184,True,184,M295.education,研究对象须匹配“能源电力教学实验平台”对应对象，且满足所列任务；多任务冲突保留复核。,T0721|T0730|T0816|T0670|T0418,sample_object_task_supported,energy|electrical|power|能源|电气|电力,teaching|education|laboratory.platform|教学|实验平台,,,,,自动规则接受；抽样诊断；非专家全量验收
M295.hil,M295,仿真软件硬件在环与教学平台,电力系统硬件在环仿真,4,True,4,M295.hil,研究对象须匹配“电力系统硬件在环仿真”对应对象，且满足所列任务；多任务冲突保留复核。,T0340|T0246|T0315,descriptor_retrieval_only_not_sample_approved,power.system|power.electronic|电力系统|电力电子,hardware.in.the.loop|硬件在环,,,,,自动规则接受；抽样诊断；非专家全量验收
M296.second_life,M296,电池系统管理与全寿命利用,动力电池梯次利用,385,True,385,M296.second_life,研究对象须匹配“动力电池梯次利用”对应对象，且满足所列任务；多任务冲突保留复核。,T0296|T0526|T0107|T0301,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,second.life|repurpos|梯次利用|梯次使用,,,,,自动规则接受；抽样诊断；非专家全量验收
M297.balancing,M297,电池管理与均衡控制,电池单体均衡控制,921,True,921,M297.balancing,研究对象须匹配“电池单体均衡控制”对应对象，且满足所列任务；多任务冲突保留复核。,T0297|T0206|T0760|T0291|T0612|T0296|T0040|T0348,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,cell.balanc|charge.balanc|equaliz|均衡,,,,,自动规则接受；抽样诊断；非专家全量验收
M301.direct_recycling,M301,废旧锂电池回收、分离与材料再生,废旧电池材料直接再生,5,True,5,M301.direct_recycling,研究对象须匹配“废旧电池材料直接再生”对应对象，且满足所列任务；多任务冲突保留复核。,T0687|T0973|T0063,descriptor_retrieval_only_not_sample_approved,"spent.batter|battery.recycl|废旧.{0,8}电池|电池回收",direct.recycl|direct.regener|relithiat|直接再生|补锂|直接回收,,,,,自动规则接受；抽样诊断；非专家全量验收
M301.disassembly,M301,废旧锂电池回收、分离与材料再生,废旧电池拆解与物理分离,31,True,31,M301.disassembly,研究对象须匹配“废旧电池拆解与物理分离”对应对象，且满足所列任务；多任务冲突保留复核。,T0687,sample_object_task_supported,"spent.batter|battery.recycl|废旧.{0,8}电池|电池回收",disassembl|dismantl|physical.separat|拆解|破碎|物理分离,,,,,自动规则接受；抽样诊断；非专家全量验收
M301.hydrometallurgy,M301,废旧锂电池回收、分离与材料再生,废旧电池湿法回收,106,True,106,M301.hydrometallurgy,研究对象须匹配“废旧电池湿法回收”对应对象，且满足所列任务；多任务冲突保留复核。,T0687|T0301|T0695,sample_object_task_supported,"spent.batter|battery.recycl|废旧.{0,8}电池|电池回收",leach|hydrometall|浸出|湿法,,,,,自动规则接受；抽样诊断；非专家全量验收
M303.temperature_sensing,M303,温度测量监测与温控装置,温度传感与测量装置,427,True,427,M303.temperature_sensing,研究对象须匹配“温度传感与测量装置”对应对象，且满足所列任务；多任务冲突保留复核。,T0989|T0369|T0994|T0948,sample_object_task_supported,temperature.sensor|temperature.measurement|温度传感|测温装置|温度测量,,,,,,自动规则接受；抽样诊断；非专家全量验收
M306.absorption,M306,制冷循环与余热驱动制冷,吸收式制冷循环,1098,True,1098,M306.absorption,研究对象须匹配“吸收式制冷循环”对应对象，且满足所列任务；多任务冲突保留复核。,T0518|T0343,keyword_candidate_only,absorption.refrigerat|absorption.chill|吸收式制冷|吸收式冷,,,,,,自动规则接受；抽样诊断；非专家全量验收
M306.adsorption,M306,制冷循环与余热驱动制冷,吸附式制冷循环,209,True,209,M306.adsorption,研究对象须匹配“吸附式制冷循环”对应对象，且满足所列任务；多任务冲突保留复核。,T0343,sample_object_task_supported,adsorption.refrigerat|adsorption.chill|吸附式制冷|吸附式冷,,,,,,自动规则接受；抽样诊断；非专家全量验收
M307.led_lighting,M307,照明灯具与光学部件,LED照明灯具与配光,335,True,335,M307.led_lighting,研究对象须匹配“LED照明灯具与配光”对应对象，且满足所列任务；多任务冲突保留复核。,T0980|T0498|T0589,sample_object_task_supported,LED|light.emitting.diode|发光二极管,lighting|luminaire|light.distribution|照明|灯具|配光,organic|有机,(?<![A-Za-z])LEDs?(?![A-Za-z])|light.emitting.diode|发光二极管,,LED须为独立缩写，不能由controlled等词尾推断,自动规则接受；抽样诊断；非专家全量验收
M311.heat_exchanger,M311,对流換热与换热器热工分析,换热器结构与传热强化,1386,True,1385,M311.heat_exchanger,研究对象须匹配“换热器结构与传热强化”对应对象，且满足所列任务；多任务冲突保留复核。,T0050|T0511|T0311,sample_object_task_supported,heat.exchanger|换热器,heat.transfer|enhanc|design|传热|强化|设计,ground|地埋|borehole|钻孔,,earth.to.air|earth.air|\bEAHX\b|地埋|地源,地耦合换热器与地源子类边界重合，保留复核,自动规则接受；抽样诊断；非专家全量验收
M315.power_semiconductor,M315,变换器与电机变压器保护混合,功率半导体器件,570,True,570,M315.power_semiconductor,研究对象须匹配“功率半导体器件”对应对象，且满足所列任务；多任务冲突保留复核。,T0770|T0617|T0315|T0051|T0369|T0777|T0885|T0601,sample_object_task_supported,power.MOSFET|\bIGBT\b|power.semiconductor|功率半导体|功率MOSFET,device|switch|器件|开关,,,transfer.switch|switching.system|转换开关|切换系统,采用IGBT的系统不能仅凭器件名称归为半导体器件研究,自动规则接受；抽样诊断；非专家全量验收
M317.frequency,M317,电力系统频率控制及通用控制方法,电网频率控制,1975,True,1972,M317.frequency,研究对象须匹配“电网频率控制”对应对象，且满足所列任务；多任务冲突保留复核。,T0278|T0378|T0322|T0916|T0463|T0743|T0640|T0533|T0971|T0720,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",frequency.control|frequency.regulation|load.frequency|频率控制|调频|负荷频率,,,,,自动规则接受；抽样诊断；非专家全量验收
M319.regional_carbon,M319,中国能源转型与区域低碳经济,中国区域低碳经济与碳效率,148,True,147,M319.regional_carbon,研究对象须匹配“中国区域低碳经济与碳效率”对应对象，且满足所列任务；多任务冲突保留复核。,T0539|T0555|T0319,descriptor_retrieval_only_not_sample_approved,China|Chinese|中国|省域|城市群,carbon.efficiency|low.carbon.econom|碳效率|低碳经济,,,,,自动规则接受；抽样诊断；非专家全量验收
M323.mhd,M323,等离子体动力学与磁约束,磁约束等离子体MHD稳定性,91,True,91,M323.mhd,研究对象须匹配“磁约束等离子体MHD稳定性”对应对象，且满足所列任务；多任务冲突保留复核。,T0099|T0457|T0016|T0122,sample_object_task_supported,plasma|等离子体,magnetohydrodynamic|MHD.stability|磁流体|MHD稳定,,tokamak|stellarator|fusion|magnetic.confinement|toroidal|spheromak|divertor|聚变|托卡马克|磁约束|环形约束|偏滤器,,一般或天体等离子体MHD不能直接认作磁约束稳定性,自动规则接受；抽样诊断；非专家全量验收
M324.absorption,M324,二氧化碳捕集材料与工艺,二氧化碳溶剂吸收捕集,1509,True,1509,M324.absorption,研究对象须匹配“二氧化碳溶剂吸收捕集”对应对象，且满足所列任务；多任务冲突保留复核。,T0150|T0826|T0196|T0529|T0692|T0347|T0796|T0486|T0508|T0844,sample_object_task_supported,CO2|carbon.dioxide|二氧化碳,amine|solvent.absorp|chemical.absorp|胺|溶剂吸收|化学吸收,,"\babsorp|solvent|aqueous.{0,60}amine|solution.{0,45}amine|胺溶液|吸收|溶剂",,胺功能化材料不必然是溶剂吸收，须有明确液相/吸收任务,自动规则接受；抽样诊断；非专家全量验收
M324.adsorption,M324,二氧化碳捕集材料与工艺,二氧化碳固体吸附捕集,4655,True,4654,M324.adsorption,研究对象须匹配“二氧化碳固体吸附捕集”对应对象，且满足所列任务；多任务冲突保留复核。,T0150|T0826|T0321|T0713|T0529|T0796|T0426|T0347|T0844|T0932,sample_object_task_supported,CO2|carbon.dioxide|二氧化碳,adsorp|sorbent|吸附,carbon.aerogel|activated.carbon|活性炭|碳气凝胶,\badsorp|\badsorb|\bsorbents?\b|吸附,,absorbent不能以词内sorbent自动当作固体吸附剂,自动规则接受；抽样诊断；非专家全量验收
M325.floating_wind,M325,海上风电平台与波浪能装置,漂浮式海上风电平台,2496,True,2496,M325.floating_wind,研究对象须匹配“漂浮式海上风电平台”对应对象，且满足所列任务；多任务冲突保留复核。,T0190|T0404|T0120,sample_object_task_supported,floating.offshore.wind|floating.wind.turbine|漂浮式海上风电|浮式风机|浮式风电,,,,monitoring|fault.diagnos|condition.monitor|监测|故障诊断,漂浮风机监测研究不能只凭平台类型替代具体诊断任务,自动规则接受；抽样诊断；非专家全量验收
M327.sulfide_electrolyte,M327,硫化物固态电解质与锂硫材料混合,硫化物固态电解质,457,True,457,M327.sulfide_electrolyte,研究对象须匹配“硫化物固态电解质”对应对象，且满足所列任务；多任务冲突保留复核。,T0958|T0979|T0447|T0374,sample_object_task_supported,sulfide|sulphide|硫化物|argyrodite|硫银锗矿,solid.electrolyte|solid.state.electrolyte|固态电解质|固体电解质,lithium.sulfur|锂硫,,,,自动规则接受；抽样诊断；非专家全量验收
M328.forest_management,M328,林业经营与森林资源利用,森林资源经营与碳汇,1373,True,1373,M328.forest_management,研究对象须匹配“森林资源经营与碳汇”对应对象，且满足所列任务；多任务冲突保留复核。,T0328|T0143,sample_object_task_supported,forest|森林,management|carbon.sequestration|经营|碳汇,,,,,自动规则接受；抽样诊断；非专家全量验收
M332.wind_power,M332,风速与风电出力预测,风电出力预测,2803,True,2802,M332.wind_power,研究对象须匹配“风电出力预测”对应对象，且满足所列任务；多任务冲突保留复核。,T0753|T0444|T0387|T0531,sample_object_task_supported,wind.turbine|wind.farm|wind.power|wind.energy|风电|风力机|风力发电,power.forecast|power.prediction|generation.forecast|功率预测|出力预测|发电量预测,wind.speed.forecast|风速预测,,,,自动规则接受；抽样诊断；非专家全量验收
M332.wind_speed,M332,风速与风电出力预测,风速预测,2515,True,2510,M332.wind_speed,研究对象须匹配“风速预测”对应对象，且满足所列任务；多任务冲突保留复核。,T0753|T0444,sample_object_task_supported,wind.speed|风速,forecast|predict|预测,,,,,自动规则接受；抽样诊断；非专家全量验收
M333.collector,M333,太阳能集热器与光热利用,太阳能集热器传热设计,971,True,969,M333.collector,研究对象须匹配“太阳能集热器传热设计”对应对象，且满足所列任务；多任务冲突保留复核。,T0679|T0333,sample_object_task_supported,solar.collector|太阳能集热器,heat.transfer|thermal.performance|design|传热|热性能|设计,,,,,自动规则接受；抽样诊断；非专家全量验收
M333.csp,M333,太阳能集热器与光热利用,聚光太阳能热发电,2426,True,2424,M333.csp,研究对象须匹配“聚光太阳能热发电”对应对象，且满足所列任务；多任务冲突保留复核。,T0913|T0435,sample_object_task_supported,concentrated.solar.power|concentrating.solar.power|solar.tower|solar.thermal.power|聚光太阳能|塔式光热|太阳能热发电,,,,,,自动规则接受；抽样诊断；非专家全量验收
M336.energy_label,M336,能效标识与多类财税结算政策混合,能效标识与产品能效政策,0,False,0,M336.energy_label,研究对象须匹配“能效标识与产品能效政策”对应对象，且满足所列任务；多任务冲突保留复核。,T0767|T0756|T0852,descriptor_retrieval_only_not_sample_approved,能效标识|能效标准|energy.label,通知|办法|标准|regulat,,,,,自动规则接受；抽样诊断；非专家全量验收
M337.fpga,M337,可编程芯片与实时硬件实现,FPGA实时控制与硬件实现,546,True,546,M337.fpga,研究对象须匹配“FPGA实时控制与硬件实现”对应对象，且满足所列任务；多任务冲突保留复核。,T0337|T0303|T0716|T0025,sample_object_task_supported,\bFPGA\b|现场可编程,control|implement|real.time|控制|实现|实时,,,,,自动规则接受；抽样诊断；非专家全量验收
M347.gasification,M347,生物质热解气化与水热转化,生物质气化制合成气,5175,True,5173,M347.gasification,研究对象须匹配“生物质气化制合成气”对应对象，且满足所列任务；多任务冲突保留复核。,T0033|T0124|T0238|T0783|T0087|T0805|T0726|T0471|T0597|T0579,sample_object_task_supported,biomass|wood|生物质|木质,gasification|gasifier|气化,,\bbiomass\b|\b(?:wood|woody|hardwood|softwood|sawdust)\b|生物质|木质,,生物质气化须有完整原料对象，不能由Sherwood等词内wood推断,自动规则接受；抽样诊断；非专家全量验收
