category_index,category_id,category_name,documents,countable_documents,supported_documents,needs_review_documents,retracted_documents,text_cleaned_documents,semantic_label_changes,paper_documents,patent_documents,policy_documents
652,C0653,核聚变装置工程,1050,1049,1049,0,1,0,1050,1047,3,0
653,C0654,能源电力教学实验平台,184,184,184,0,0,0,184,184,0,0
654,C0655,电力系统硬件在环仿真,4,4,4,0,0,0,4,4,0,0
655,C0656,动力电池梯次利用,385,385,385,0,0,0,385,378,7,0
656,C0657,电池单体均衡控制,921,921,921,0,0,0,921,584,337,0
657,C0658,废旧电池材料直接再生,5,5,5,0,0,0,5,4,1,0
658,C0659,废旧电池拆解与物理分离,31,31,31,0,0,0,31,1,30,0
659,C0660,废旧电池湿法回收,106,106,106,0,0,1,106,71,35,0
660,C0661,温度传感与测量装置,427,427,427,0,0,0,427,305,122,0
661,C0662,吸收式制冷循环,1098,1098,1098,0,0,2,1098,1098,0,0
662,C0663,吸附式制冷循环,209,209,209,0,0,0,209,209,0,0
663,C0664,LED照明灯具与配光,335,335,335,0,0,2,335,310,25,0
664,C0665,换热器结构与传热强化,1386,1385,1385,0,1,1,1386,1382,4,0
665,C0666,功率半导体器件,570,570,570,0,0,0,570,362,208,0
666,C0667,电网频率控制,1975,1972,1972,0,3,1,1975,1933,42,0
667,C0668,中国区域低碳经济与碳效率,148,147,147,0,1,0,148,148,0,0
668,C0669,磁约束等离子体MHD稳定性,91,91,91,0,0,0,91,91,0,0
669,C0670,二氧化碳溶剂吸收捕集,1509,1509,1509,0,0,3,1509,1504,5,0
670,C0671,二氧化碳固体吸附捕集,4655,4654,4654,0,1,9,4655,4630,25,0
671,C0672,漂浮式海上风电平台,2496,2496,2496,0,0,0,2496,2396,100,0
672,C0673,硫化物固态电解质,457,457,457,0,0,1,457,181,276,0
673,C0674,森林资源经营与碳汇,1373,1373,1373,0,0,0,1373,1372,1,0
674,C0675,风电出力预测,2803,2802,2802,0,1,1,2803,2622,181,0
675,C0676,风速预测,2515,2510,2510,0,5,1,2515,2503,12,0
676,C0677,太阳能集热器传热设计,971,969,969,0,2,0,971,970,1,0
677,C0678,聚光太阳能热发电,2426,2424,2424,0,2,1,2426,2402,21,3
678,C0679,FPGA实时控制与硬件实现,546,546,546,0,0,1,546,546,0,0
679,C0680,生物质气化制合成气,5175,5173,5173,0,2,5,5175,5090,85,0
680,C0681,生物质水热炭化,306,306,306,0,0,0,306,306,0,0
681,C0682,生物质水热液化,106,106,106,0,0,1,106,106,0,0
682,C0683,电池火灾抑制与灭火,238,238,238,0,0,1,238,69,169,0
683,C0684,电池热失控与传播,1850,1848,1848,0,2,1,1850,1618,232,0
684,C0685,智能电网网络攻击与安全,497,497,497,0,0,0,497,464,33,0
685,C0686,电网灾害韧性与恢复,1055,1054,1054,0,1,0,1055,953,100,2
686,C0687,染料敏化电池对电极,2137,2136,2136,0,1,5,2137,2136,1,0
687,C0688,染料敏化电池光阳极,1665,1662,1662,0,3,0,1665,1665,0,0
688,C0689,染料敏化电池敏化剂,2887,2886,2886,0,1,32,2887,2887,0,0
689,C0690,电力知识图谱,145,145,145,0,0,0,145,27,118,0
690,C0691,充电基础设施建设政策,60,60,60,0,0,0,60,0,4,56
691,C0692,公用事业接入与收费政策,40,40,40,0,0,0,40,0,0,40
692,C0693,活性炭制备与孔结构,1463,1461,1461,0,2,2,1463,1459,4,0
693,C0694,稀土元素提取分离,1335,1335,1335,0,0,0,1335,1335,0,0
694,C0695,铀钍提取与分离,1156,1155,1155,0,1,0,1156,1154,2,0
695,C0696,镁铝钙多价离子电池,460,460,460,0,0,0,460,444,16,0
696,C0697,钾离子电池,583,583,583,0,0,2,583,583,0,0
697,C0698,太阳辐射测量与仪器,161,161,161,0,0,0,161,161,0,0
698,C0699,电池模组与电池包装配结构,581,581,581,0,0,0,581,70,511,0
699,C0700,永磁同步电机控制,4373,4368,4368,0,5,3,4373,4057,316,0
700,C0701,电气设备风冷散热,42,42,42,0,0,0,42,7,35,0
701,C0702,电气设备液冷散热,18,18,18,0,0,0,18,4,14,0
702,C0703,电站锅炉运行与燃烧,84,84,84,0,0,0,84,84,0,0
703,C0704,汽轮机运行与热力性能,318,318,318,0,0,0,318,301,17,0
704,C0705,天然气管网优化运行,121,121,121,0,0,0,121,120,0,1
705,C0706,轨道交通能耗与牵引优化,14,14,14,0,0,0,14,13,1,0
706,C0707,船舶燃料与能效,159,159,159,0,0,0,159,156,3,0
707,C0708,电缆桥架与线束支撑,763,763,763,0,0,0,763,11,752,0
708,C0709,核结构材料辐照损伤,155,155,155,0,0,0,155,155,0,0
709,C0710,水电站运行调度,451,451,451,0,0,0,451,434,17,0
710,C0711,水轮机性能与设计,475,475,475,0,0,0,475,469,6,0
711,C0712,电力负荷预测,2962,2957,2957,0,5,7,2962,2733,229,0
712,C0713,电价预测,1040,1036,1036,0,4,3,1040,981,59,0
713,C0714,层状及富镍锂电正极材料,3603,3603,3603,0,0,2,3603,3384,219,0
714,C0715,锂电磷酸盐正极材料,2235,2234,2234,0,1,20,2235,1708,527,0
715,C0716,柴油机燃烧与排放,593,586,586,0,7,0,593,593,0,0
716,C0717,双燃料发动机,105,105,105,0,0,0,105,105,0,0
717,C0718,配电网规划与容量配置,1751,1751,1751,0,0,2,1751,1629,114,8
718,C0719,气候变化适应与风险,1074,1074,1074,0,0,0,1074,1074,0,0
719,C0720,气候变化减缓政策,1129,1127,1127,0,2,0,1129,1120,0,9
720,C0721,光伏清扫机器人,204,204,204,0,0,0,204,52,152,0
721,C0722,变电站巡检机器人,133,131,131,0,2,0,133,94,39,0
722,C0723,光伏光热联合系统,3173,3172,3172,0,1,4,3173,3140,33,0
723,C0724,电子废物回收,545,545,545,0,0,0,545,545,0,0
724,C0725,废塑料回收与转化,895,895,895,0,0,0,895,893,2,0
725,C0726,风机状态监测与预测性维护,559,558,558,0,1,0,559,491,68,0
726,C0727,钠离子电池负极材料,5474,5474,5474,0,0,17,5474,5230,244,0
727,C0728,钠离子电池正极材料,4959,4954,4954,0,5,24,4959,4504,455,0
728,C0729,建筑暖通空调能耗,282,281,281,0,1,0,282,280,2,0
729,C0730,建筑节能改造,9,9,9,0,0,0,9,6,3,0
730,C0731,天体等离子体与磁重联,163,163,163,0,0,0,163,163,0,0
731,C0732,电力设备风险预警,6,6,6,0,0,0,6,0,6,0
732,C0733,灌溉水资源优化调度,58,58,58,0,0,0,58,52,6,0
733,C0734,液压泵性能与控制,22,22,22,0,0,0,22,21,1,0
734,C0735,液压阀设计与控制,17,17,17,0,0,0,17,17,0,0
735,C0736,电力系统暂态稳定,1165,1165,1165,0,0,2,1165,1148,17,0
736,C0737,电力系统电压稳定,930,930,930,0,0,5,930,900,30,0
737,C0738,木材加工与干燥,326,326,326,0,0,0,326,326,0,0
738,C0739,水污染物吸附去除,1391,1390,1390,0,1,1,1391,1391,0,0
739,C0740,水污染物电化学氧化,179,179,179,0,0,1,179,178,1,0
740,C0741,电网状态估计与相量测量,697,695,695,0,2,1,697,683,14,0
741,C0742,氮气电还原制氨,714,714,714,0,0,0,714,714,0,0
742,C0743,硝酸盐电还原制氨,695,695,695,0,0,0,695,695,0,0
743,C0744,潜热储热系统,5237,5235,5235,0,2,0,5237,5165,72,0
744,C0745,热化学储热系统,695,695,695,0,0,2,695,692,3,0
745,C0746,功率因数校正电路与控制,3022,3019,3019,0,3,2,3022,2919,103,0
746,C0747,网络入侵检测,1750,1739,1739,0,11,0,1750,1741,9,0
747,C0748,储能系统集成与安全装置,107,107,107,0,0,0,107,95,12,0
748,C0749,电机绕组与线圈制造,17,17,17,0,0,0,17,1,16,0
749,C0750,能源贫困与能源可及性,1076,1073,1073,0,3,0,1076,1076,0,0
