baseline_category_id,baseline_category_name,category_id,category_name,quarantine_code,quarantine_reason,documents
C0231,专利权利要求格式与杂项器件,C0571,光伏电池与组件制造工艺,,,1
C0231,专利权利要求格式与杂项器件,C0576,碱性水电解制氢,,,1
C0231,专利权利要求格式与杂项器件,C0579,电机转子结构与制造,,,2
C0231,专利权利要求格式与杂项器件,C0580,电机定子结构与制造,,,15
C0231,专利权利要求格式与杂项器件,C0641,电池盖板、端子与密封结构,,,7
C0231,专利权利要求格式与杂项器件,C0647,电缆绝缘护套与导体结构,,,3
C0231,专利权利要求格式与杂项器件,C0666,功率半导体器件,,,8
C0231,专利权利要求格式与杂项器件,C0699,电池模组与电池包装配结构,,,1
C0231,专利权利要求格式与杂项器件,C0708,电缆桥架与线束支撑,,,6
C0232,多种掺杂氧化物及功能化合物,C0060,超级电容器电极与器件,,,1
C0232,多种掺杂氧化物及功能化合物,C0122,热电材料与热电性能优化,,,4
C0232,多种掺杂氧化物及功能化合物,C0155,电解水析氧催化,,,2
C0232,多种掺杂氧化物及功能化合物,C0191,固态储氢材料与反应器,,,22
C0232,多种掺杂氧化物及功能化合物,C0226,过硫酸盐活化与高级氧化,,,1
C0232,多种掺杂氧化物及功能化合物,C0254,电催化析氢与界面调控,,,1
C0232,多种掺杂氧化物及功能化合物,C0257,固体氧化物燃料电池,,,17
C0232,多种掺杂氧化物及功能化合物,C0259,锂硫电池正极与多硫化物调控,,,1
C0232,多种掺杂氧化物及功能化合物,C0417,固体氧化物电解池与可逆电化学单元,,,3
C0232,多种掺杂氧化物及功能化合物,C0493,光催化制氢,,,1
C0232,多种掺杂氧化物及功能化合物,C0501,钠电池电解液与界面,,,1
C0232,多种掺杂氧化物及功能化合物,C0533,氮化镓功率与结器件,,,1
C0232,多种掺杂氧化物及功能化合物,C0537,其他材料光催化污染物降解,,,2
C0232,多种掺杂氧化物及功能化合物,C0556,水系锌离子电池,,,10
C0232,多种掺杂氧化物及功能化合物,C0576,碱性水电解制氢,,,1
C0232,多种掺杂氧化物及功能化合物,C0598,锂资源提取与分离,,,1
C0232,多种掺杂氧化物及功能化合物,C0671,二氧化碳固体吸附捕集,,,1
C0232,多种掺杂氧化物及功能化合物,C0714,层状及富镍锂电正极材料,,,7
C0232,多种掺杂氧化物及功能化合物,C0715,锂电磷酸盐正极材料,,,4
C0232,多种掺杂氧化物及功能化合物,C0727,钠离子电池负极材料,,,3
C0232,多种掺杂氧化物及功能化合物,C0728,钠离子电池正极材料,,,17
C0232,多种掺杂氧化物及功能化合物,C0745,热化学储热系统,,,1
C0232,多种掺杂氧化物及功能化合物,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,17
C0232,多种掺杂氧化物及功能化合物,,,Q.INSUFFICIENT,题名摘要不足，待补全,1
C0233,半导体光电化学水分解,C0493,光催化制氢,,,185
C0233,半导体光电化学水分解,C0510,光催化二氧化碳还原,,,35
C0233,半导体光电化学水分解,C0516,分离膜污染与清洗,,,7
C0233,半导体光电化学水分解,C0532,钙钛矿叠层太阳能电池,,,1
C0233,半导体光电化学水分解,C0537,其他材料光催化污染物降解,,,281
C0233,半导体光电化学水分解,C0557,TiO₂光催化污染物降解,,,14
C0233,半导体光电化学水分解,C0558,油水分离界面与膜材料,,,1
C0233,半导体光电化学水分解,C0598,锂资源提取与分离,,,4
C0233,半导体光电化学水分解,C0600,直接空气捕碳,,,1
C0233,半导体光电化学水分解,C0602,摩擦纳米发电机,,,2
C0233,半导体光电化学水分解,C0603,ZnO光催化污染物降解,,,14
C0233,半导体光电化学水分解,C0671,二氧化碳固体吸附捕集,,,1
C0233,半导体光电化学水分解,C0695,铀钍提取与分离,,,4
C0233,半导体光电化学水分解,C0739,水污染物吸附去除,,,1
C0233,半导体光电化学水分解,C0742,氮气电还原制氨,,,1
C0233,半导体光电化学水分解,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,23
C0234,软开关谐振与交流变换器,C0060,超级电容器电极与器件,,,2
C0234,软开关谐振与交流变换器,C0154,无线电能传输电路与系统,,,11
C0234,软开关谐振与交流变换器,C0386,感应电机运行控制与性能,,,6
C0234,软开关谐振与交流变换器,C0420,碳化硅功率半导体器件,,,3
C0234,软开关谐振与交流变换器,C0472,多电平逆变器拓扑与调制,,,20
C0234,软开关谐振与交流变换器,C0500,压电能量采集,,,4
C0234,软开关谐振与交流变换器,C0533,氮化镓功率与结器件,,,12
C0234,软开关谐振与交流变换器,C0539,配电网谐波与电能质量治理,,,2
C0234,软开关谐振与交流变换器,C0540,配电网电压无功优化,,,2
C0234,软开关谐振与交流变换器,C0550,变压器故障诊断,,,2
C0234,软开关谐振与交流变换器,C0564,波浪能转换装置,,,45
C0234,软开关谐振与交流变换器,C0608,隔离型DC-DC变换器,,,11
C0234,软开关谐振与交流变换器,C0609,非隔离DC-DC变换器,,,2
C0234,软开关谐振与交流变换器,C0615,电气绝缘局部放电,,,1
C0234,软开关谐振与交流变换器,C0622,谐振与软开关变换器,,,2425
C0234,软开关谐振与交流变换器,C0637,电流检测与测量电路,,,1
C0234,软开关谐振与交流变换器,C0645,电机驱动PWM与谐波控制,,,16
C0234,软开关谐振与交流变换器,C0646,电机转矩脉动抑制,,,2
C0234,软开关谐振与交流变换器,C0664,LED照明灯具与配光,,,13
C0234,软开关谐振与交流变换器,C0666,功率半导体器件,,,45
C0234,软开关谐振与交流变换器,C0700,永磁同步电机控制,,,3
C0234,软开关谐振与交流变换器,C0746,功率因数校正电路与控制,,,489
C0234,软开关谐振与交流变换器,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,1
C0235,热电发电器件与热设计,C0298,场效应晶体管结构与建模,,,38
C0235,热电发电器件与热设计,C0487,电池冷却与散热,,,92
C0235,热电发电器件与热设计,C0488,电池低温预热,,,4
C0235,热电发电器件与热设计,C0500,压电能量采集,,,5
C0235,热电发电器件与热设计,C0512,无线充电器与装置,,,1
C0235,热电发电器件与热设计,C0533,氮化镓功率与结器件,,,170
C0235,热电发电器件与热设计,C0546,永磁电机磁路与结构设计,,,2
C0235,热电发电器件与热设计,C0551,燃气轮机热力性能,,,1
C0235,热电发电器件与热设计,C0592,电池荷电状态估计,,,1
C0235,热电发电器件与热设计,C0596,聚变加热与中性束注入,,,8
C0235,热电发电器件与热设计,C0599,电气设备温度监测与控制,,,2
C0235,热电发电器件与热设计,C0601,铜基热电材料,,,1
C0235,热电发电器件与热设计,C0611,电气安全与触电风险,,,1
C0235,热电发电器件与热设计,C0615,电气绝缘局部放电,,,1
C0235,热电发电器件与热设计,C0622,谐振与软开关变换器,,,2
C0235,热电发电器件与热设计,C0630,有机朗肯循环发电,,,2
C0235,热电发电器件与热设计,C0647,电缆绝缘护套与导体结构,,,69
C0235,热电发电器件与热设计,C0651,地源热泵与地埋换热器,,,1
C0235,热电发电器件与热设计,C0653,核聚变装置工程,,,2
C0235,热电发电器件与热设计,C0664,LED照明灯具与配光,,,1
C0235,热电发电器件与热设计,C0665,换热器结构与传热强化,,,10
C0235,热电发电器件与热设计,C0677,太阳能集热器传热设计,,,1
C0235,热电发电器件与热设计,C0683,电池火灾抑制与灭火,,,1
C0235,热电发电器件与热设计,C0684,电池热失控与传播,,,44
C0235,热电发电器件与热设计,C0700,永磁同步电机控制,,,1
C0235,热电发电器件与热设计,C0701,电气设备风冷散热,,,2
C0235,热电发电器件与热设计,C0702,电气设备液冷散热,,,4
C0235,热电发电器件与热设计,C0723,光伏光热联合系统,,,16
C0235,热电发电器件与热设计,C0744,潜热储热系统,,,9
C0235,热电发电器件与热设计,C0746,功率因数校正电路与控制,,,1
C0235,热电发电器件与热设计,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,1
C0236,氢能供给加氢与系统集成,C0060,超级电容器电极与器件,,,8
C0236,氢能供给加氢与系统集成,C0063,生物质热解与炭化,,,1
C0236,氢能供给加氢与系统集成,C0191,固态储氢材料与反应器,,,86
C0236,氢能供给加氢与系统集成,C0233,半导体光电化学水分解,,,2
C0236,氢能供给加氢与系统集成,C0246,虚拟电厂资源聚合与调度,,,3
C0236,氢能供给加氢与系统集成,C0254,电催化析氢与界面调控,,,1
C0236,氢能供给加氢与系统集成,C0257,固体氧化物燃料电池,,,16
C0236,氢能供给加氢与系统集成,C0330,太阳能界面蒸发与海水淡化,,,2
C0236,氢能供给加氢与系统集成,C0381,光伏发电功率预测方法与装置,,,1
C0236,氢能供给加氢与系统集成,C0387,有机发光二极管与发光材料,,,1
C0236,氢能供给加氢与系统集成,C0412,质子交换膜燃料电池运行与建模,,,34
C0236,氢能供给加氢与系统集成,C0417,固体氧化物电解池与可逆电化学单元,,,12
C0236,氢能供给加氢与系统集成,C0487,电池冷却与散热,,,2
C0236,氢能供给加氢与系统集成,C0489,海上风电开发与技术经济,,,1
C0236,氢能供给加氢与系统集成,C0490,风能资源评估与选址,,,2
C0236,氢能供给加氢与系统集成,C0493,光催化制氢,,,1
C0236,氢能供给加氢与系统集成,C0498,生物能源生命周期与可持续性,,,1
C0236,氢能供给加氢与系统集成,C0524,储能运行调度与收益,,,6
C0236,氢能供给加氢与系统集成,C0525,储能容量配置与选址,,,3
C0236,氢能供给加氢与系统集成,C0526,厌氧发酵生物制氢,,,1
C0236,氢能供给加氢与系统集成,C0534,氢能技术经济与生命周期,,,197
C0236,氢能供给加氢与系统集成,C0535,燃料电池供气与空压控制,,,6
C0236,氢能供给加氢与系统集成,C0536,燃料电池水管理,,,2
C0236,氢能供给加氢与系统集成,C0543,加氢站与氢气加注,,,308
C0236,氢能供给加氢与系统集成,C0551,燃气轮机热力性能,,,13
C0236,氢能供给加氢与系统集成,C0552,微电网能量管理与经济调度,,,41
C0236,氢能供给加氢与系统集成,C0564,波浪能转换装置,,,2
C0236,氢能供给加氢与系统集成,C0566,蒸汽重整制氢与合成气,,,28
C0236,氢能供给加氢与系统集成,C0572,碳排放交易机制,,,7
C0236,氢能供给加氢与系统集成,C0576,碱性水电解制氢,,,29
C0236,氢能供给加氢与系统集成,C0577,质子交换膜水电解制氢,,,1
C0236,氢能供给加氢与系统集成,C0581,微电网下垂控制与功率分配,,,1
C0236,氢能供给加氢与系统集成,C0582,微电网孤岛切换与动态控制,,,2
C0236,氢能供给加氢与系统集成,C0598,锂资源提取与分离,,,2
C0236,氢能供给加氢与系统集成,C0607,地热供热与发电利用,,,3
C0236,氢能供给加氢与系统集成,C0622,谐振与软开关变换器,,,1
C0236,氢能供给加氢与系统集成,C0623,氢能供应链与基础设施规划,,,165
C0236,氢能供给加氢与系统集成,C0630,有机朗肯循环发电,,,2
C0236,氢能供给加氢与系统集成,C0634,二氧化碳催化加氢与甲烷化,,,2
C0236,氢能供给加氢与系统集成,C0635,综合能源系统规划配置,,,13
C0236,氢能供给加氢与系统集成,C0636,综合能源系统优化调度,,,56
C0236,氢能供给加氢与系统集成,C0644,沼气提纯与生物甲烷升级,,,2
C0236,氢能供给加氢与系统集成,C0653,核聚变装置工程,,,2
C0236,氢能供给加氢与系统集成,C0672,漂浮式海上风电平台,,,1
C0236,氢能供给加氢与系统集成,C0675,风电出力预测,,,1
C0236,氢能供给加氢与系统集成,C0678,聚光太阳能热发电,,,8
C0236,氢能供给加氢与系统集成,C0680,生物质气化制合成气,,,12
C0236,氢能供给加氢与系统集成,C0684,电池热失控与传播,,,1
C0236,氢能供给加氢与系统集成,C0707,船舶燃料与能效,,,48
C0236,氢能供给加氢与系统集成,C0717,双燃料发动机,,,2
C0236,氢能供给加氢与系统集成,C0718,配电网规划与容量配置,,,2
C0236,氢能供给加氢与系统集成,C0723,光伏光热联合系统,,,8
C0236,氢能供给加氢与系统集成,C0748,储能系统集成与安全装置,,,3
C0236,氢能供给加氢与系统集成,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,4
C0237,分布式光伏部署与技术经济,C0063,生物质热解与炭化,,,4
C0237,分布式光伏部署与技术经济,C0330,太阳能界面蒸发与海水淡化,,,6
C0237,分布式光伏部署与技术经济,C0355,染料敏化太阳能电池材料与器件,,,2
C0237,分布式光伏部署与技术经济,C0381,光伏发电功率预测方法与装置,,,5
C0237,分布式光伏部署与技术经济,C0435,智能电表物联网与用能监测,,,1
C0237,分布式光伏部署与技术经济,C0509,太阳能热水与供热装置,,,122
C0237,分布式光伏部署与技术经济,C0528,可再生能源补贴机制,,,22
C0237,分布式光伏部署与技术经济,C0534,氢能技术经济与生命周期,,,1
C0237,分布式光伏部署与技术经济,C0541,光伏组件退化与寿命,,,23
C0237,分布式光伏部署与技术经济,C0553,电动汽车推广与购买行为,,,3
C0237,分布式光伏部署与技术经济,C0559,大气集水与雾水采集,,,1
C0237,分布式光伏部署与技术经济,C0571,光伏电池与组件制造工艺,,,50
C0237,分布式光伏部署与技术经济,C0575,产消者能源交易,,,3
C0237,分布式光伏部署与技术经济,C0587,太阳辐照度预测估算,,,1
C0237,分布式光伏部署与技术经济,C0590,非钙钛矿多结太阳能电池,,,2
C0237,分布式光伏部署与技术经济,C0594,能源安全与转型战略,,,1
C0237,分布式光伏部署与技术经济,C0606,地热资源勘探与储层建模,,,1
C0237,分布式光伏部署与技术经济,C0607,地热供热与发电利用,,,1
C0237,分布式光伏部署与技术经济,C0624,农光互补与农光协同,,,286
C0237,分布式光伏部署与技术经济,C0625,光伏技术经济与投资,,,289
C0237,分布式光伏部署与技术经济,C0626,屋顶与分布式光伏部署,,,234
C0237,分布式光伏部署与技术经济,C0633,区域供热供冷系统,,,1
C0237,分布式光伏部署与技术经济,C0651,地源热泵与地埋换热器,,,1
C0237,分布式光伏部署与技术经济,C0664,LED照明灯具与配光,,,6
C0237,分布式光伏部署与技术经济,C0677,太阳能集热器传热设计,,,11
C0237,分布式光伏部署与技术经济,C0678,聚光太阳能热发电,,,567
C0237,分布式光伏部署与技术经济,C0686,电网灾害韧性与恢复,,,1
C0237,分布式光伏部署与技术经济,C0718,配电网规划与容量配置,,,1
C0237,分布式光伏部署与技术经济,C0723,光伏光热联合系统,,,67
C0237,分布式光伏部署与技术经济,C0733,灌溉水资源优化调度,,,2
C0237,分布式光伏部署与技术经济,C0750,能源贫困与能源可及性,,,55
C0237,分布式光伏部署与技术经济,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,14
C0238,农业农村经济与资源发展,C0527,碳税与环境税费,,,1
C0238,农业农村经济与资源发展,C0624,农光互补与农光协同,,,3
C0238,农业农村经济与资源发展,C0642,绿色金融与能源投资,,,35
C0238,农业农村经济与资源发展,C0694,稀土元素提取分离,,,1
C0238,农业农村经济与资源发展,C0718,配电网规划与容量配置,,,1
C0238,农业农村经济与资源发展,C0719,气候变化适应与风险,,,3
C0238,农业农村经济与资源发展,C0750,能源贫困与能源可及性,,,1
C0239,高温及绝缘陶瓷制备,C0009,二氧化碳电还原催化,,,1
C0239,高温及绝缘陶瓷制备,C0122,热电材料与热电性能优化,,,15
C0239,高温及绝缘陶瓷制备,C0257,固体氧化物燃料电池,,,30
C0239,高温及绝缘陶瓷制备,C0407,水系锌电池负极及界面稳定,,,2
C0239,高温及绝缘陶瓷制备,C0500,压电能量采集,,,3
C0239,高温及绝缘陶瓷制备,C0533,氮化镓功率与结器件,,,3
C0239,高温及绝缘陶瓷制备,C0537,其他材料光催化污染物降解,,,1
C0239,高温及绝缘陶瓷制备,C0560,二氧化碳水合物形成与分离,,,1
C0239,高温及绝缘陶瓷制备,C0583,碳化硅陶瓷结构材料,,,554
C0239,高温及绝缘陶瓷制备,C0601,铜基热电材料,,,1
C0239,高温及绝缘陶瓷制备,C0603,ZnO光催化污染物降解,,,2
C0239,高温及绝缘陶瓷制备,C0671,二氧化碳固体吸附捕集,,,2
C0239,高温及绝缘陶瓷制备,C0714,层状及富镍锂电正极材料,,,24
C0239,高温及绝缘陶瓷制备,C0715,锂电磷酸盐正极材料,,,4
C0239,高温及绝缘陶瓷制备,C0728,钠离子电池正极材料,,,1
C0239,高温及绝缘陶瓷制备,C0739,水污染物吸附去除,,,2
C0239,高温及绝缘陶瓷制备,C0744,潜热储热系统,,,13
C0239,高温及绝缘陶瓷制备,C0745,热化学储热系统,,,7
C0239,高温及绝缘陶瓷制备,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,3
C0240,薄膜晶体管与有机电子器件,C0298,场效应晶体管结构与建模,,,24
C0240,薄膜晶体管与有机电子器件,C0495,聚合物电气绝缘,,,7
C0240,薄膜晶体管与有机电子器件,C0500,压电能量采集,,,3
C0240,薄膜晶体管与有机电子器件,C0521,固态聚合物锂电解质,,,1
C0240,薄膜晶体管与有机电子器件,C0584,聚合物有机太阳能电池,,,24
C0240,薄膜晶体管与有机电子器件,C0585,有机光伏印刷与规模制造,,,2
C0240,薄膜晶体管与有机电子器件,C0602,摩擦纳米发电机,,,19
C0240,薄膜晶体管与有机电子器件,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,6
C0241,有机半导体供受体与分子器件材料,C0298,场效应晶体管结构与建模,,,31
C0241,有机半导体供受体与分子器件材料,C0493,光催化制氢,,,6
C0241,有机半导体供受体与分子器件材料,C0495,聚合物电气绝缘,,,1
C0241,有机半导体供受体与分子器件材料,C0496,集成电路与功率模块封装,,,1
C0241,有机半导体供受体与分子器件材料,C0501,钠电池电解液与界面,,,4
C0241,有机半导体供受体与分子器件材料,C0518,电池电极粘结剂,,,8
C0241,有机半导体供受体与分子器件材料,C0521,固态聚合物锂电解质,,,8
C0241,有机半导体供受体与分子器件材料,C0529,钙钛矿吸收层结晶与成膜,,,2
C0241,有机半导体供受体与分子器件材料,C0530,钙钛矿电池界面、钝化与传输层,,,192
C0241,有机半导体供受体与分子器件材料,C0532,钙钛矿叠层太阳能电池,,,2
C0241,有机半导体供受体与分子器件材料,C0584,聚合物有机太阳能电池,,,370
C0241,有机半导体供受体与分子器件材料,C0586,小分子有机太阳能电池,,,18
C0241,有机半导体供受体与分子器件材料,C0616,锂金属负极界面稳定与枝晶抑制,,,3
C0241,有机半导体供受体与分子器件材料,C0689,染料敏化电池敏化剂,,,4
C0241,有机半导体供受体与分子器件材料,C0714,层状及富镍锂电正极材料,,,1
C0241,有机半导体供受体与分子器件材料,C0727,钠离子电池负极材料,,,1
C0241,有机半导体供受体与分子器件材料,C0728,钠离子电池正极材料,,,1
C0241,有机半导体供受体与分子器件材料,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,23
C0242,文摘索引与教学资料记录,C0009,二氧化碳电还原催化,,,2
C0242,文摘索引与教学资料记录,C0060,超级电容器电极与器件,,,4
C0242,文摘索引与教学资料记录,C0122,热电材料与热电性能优化,,,1
C0242,文摘索引与教学资料记录,C0191,固态储氢材料与反应器,,,17
C0242,文摘索引与教学资料记录,C0257,固体氧化物燃料电池,,,41
C0242,文摘索引与教学资料记录,C0266,燃料电池质子交换膜,,,1
C0242,文摘索引与教学资料记录,C0336,硅碳负极材料与制备,,,1
C0242,文摘索引与教学资料记录,C0355,染料敏化太阳能电池材料与器件,,,6
C0242,文摘索引与教学资料记录,C0387,有机发光二极管与发光材料,,,7
C0242,文摘索引与教学资料记录,C0412,质子交换膜燃料电池运行与建模,,,2
C0242,文摘索引与教学资料记录,C0481,微生物燃料电池与生物产电,,,2
C0242,文摘索引与教学资料记录,C0487,电池冷却与散热,,,1
C0242,文摘索引与教学资料记录,C0537,其他材料光催化污染物降解,,,2
C0242,文摘索引与教学资料记录,C0583,碳化硅陶瓷结构材料,,,2
C0242,文摘索引与教学资料记录,C0598,锂资源提取与分离,,,3
C0242,文摘索引与教学资料记录,C0627,永磁材料与磁性设计,,,1
C0242,文摘索引与教学资料记录,C0634,二氧化碳催化加氢与甲烷化,,,2
C0242,文摘索引与教学资料记录,C0670,二氧化碳溶剂吸收捕集,,,1
C0242,文摘索引与教学资料记录,C0689,染料敏化电池敏化剂,,,8
C0242,文摘索引与教学资料记录,C0693,活性炭制备与孔结构,,,1
C0242,文摘索引与教学资料记录,C0695,铀钍提取与分离,,,1
C0242,文摘索引与教学资料记录,C0715,锂电磷酸盐正极材料,,,5
C0242,文摘索引与教学资料记录,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,114
C0242,文摘索引与教学资料记录,,,Q.INSUFFICIENT,题名摘要不足，待补全,1
C0242,文摘索引与教学资料记录,,,Q.TEMPLATE,仍有模板干扰，待复核,34
C0243,生物油热解与燃料升级,C0498,生物能源生命周期与可持续性,,,4
C0243,生物油热解与燃料升级,C0513,天然气水合物生成与分解,,,3
C0243,生物油热解与燃料升级,C0534,氢能技术经济与生命周期,,,3
C0243,生物油热解与燃料升级,C0537,其他材料光催化污染物降解,,,2
C0243,生物油热解与燃料升级,C0551,燃气轮机热力性能,,,2
C0243,生物油热解与燃料升级,C0557,TiO₂光催化污染物降解,,,1
C0243,生物油热解与燃料升级,C0558,油水分离界面与膜材料,,,2
C0243,生物油热解与燃料升级,C0565,二氧化碳干重整制合成气,,,1
C0243,生物油热解与燃料升级,C0566,蒸汽重整制氢与合成气,,,17
C0243,生物油热解与燃料升级,C0618,木质纤维素预处理,,,1
C0243,生物油热解与燃料升级,C0630,有机朗肯循环发电,,,114
C0243,生物油热解与燃料升级,C0634,二氧化碳催化加氢与甲烷化,,,1
C0243,生物油热解与燃料升级,C0644,沼气提纯与生物甲烷升级,,,1
C0243,生物油热解与燃料升级,C0648,锂电石墨负极,,,2
C0243,生物油热解与燃料升级,C0670,二氧化碳溶剂吸收捕集,,,1
C0243,生物油热解与燃料升级,C0671,二氧化碳固体吸附捕集,,,1
C0243,生物油热解与燃料升级,C0680,生物质气化制合成气,,,17
C0243,生物油热解与燃料升级,C0681,生物质水热炭化,,,3
C0243,生物油热解与燃料升级,C0682,生物质水热液化,,,3
C0243,生物油热解与燃料升级,C0693,活性炭制备与孔结构,,,1
C0243,生物油热解与燃料升级,C0715,锂电磷酸盐正极材料,,,1
C0243,生物油热解与燃料升级,C0716,柴油机燃烧与排放,,,40
C0243,生物油热解与燃料升级,C0725,废塑料回收与转化,,,477
C0243,生物油热解与燃料升级,C0744,潜热储热系统,,,1
C0243,生物油热解与燃料升级,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,4
C0244,电驱控制器与机电集成装置,C0472,多电平逆变器拓扑与调制,,,1
C0244,电驱控制器与机电集成装置,C0491,电池电极涂布与辊压,,,1
C0244,电驱控制器与机电集成装置,C0496,集成电路与功率模块封装,,,1
C0244,电驱控制器与机电集成装置,C0512,无线充电器与装置,,,1
C0244,电驱控制器与机电集成装置,C0573,电连接器与接线端子,,,2
C0244,电驱控制器与机电集成装置,C0579,电机转子结构与制造,,,1
C0244,电驱控制器与机电集成装置,C0580,电机定子结构与制造,,,2
C0244,电驱控制器与机电集成装置,C0637,电流检测与测量电路,,,1
C0244,电驱控制器与机电集成装置,C0666,功率半导体器件,,,1
C0244,电驱控制器与机电集成装置,C0702,电气设备液冷散热,,,1
C0244,电驱控制器与机电集成装置,C0721,光伏清扫机器人,,,1
C0245,碳基超级电容器电极,C0498,生物能源生命周期与可持续性,,,15
C0245,碳基超级电容器电极,C0514,煤气化工艺与反应,,,2
C0245,碳基超级电容器电极,C0671,二氧化碳固体吸附捕集,,,8
C0245,碳基超级电容器电极,C0693,活性炭制备与孔结构,,,13
C0245,碳基超级电容器电极,C0727,钠离子电池负极材料,,,8
C0245,碳基超级电容器电极,C0728,钠离子电池正极材料,,,3
C0245,碳基超级电容器电极,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,17
C0246,虚拟电厂资源聚合与调度,C0435,智能电表物联网与用能监测,,,2
C0246,虚拟电厂资源聚合与调度,C0524,储能运行调度与收益,,,1
C0246,虚拟电厂资源聚合与调度,C0539,配电网谐波与电能质量治理,,,1
C0246,虚拟电厂资源聚合与调度,C0575,产消者能源交易,,,3
C0246,虚拟电厂资源聚合与调度,C0633,区域供热供冷系统,,,1
C0246,虚拟电厂资源聚合与调度,C0667,电网频率控制,,,1
C0247,镍锰及多种无机功能材料,C0009,二氧化碳电还原催化,,,7
C0247,镍锰及多种无机功能材料,C0060,超级电容器电极与器件,,,31
C0247,镍锰及多种无机功能材料,C0122,热电材料与热电性能优化,,,4
C0247,镍锰及多种无机功能材料,C0155,电解水析氧催化,,,35
C0247,镍锰及多种无机功能材料,C0191,固态储氢材料与反应器,,,48
C0247,镍锰及多种无机功能材料,C0254,电催化析氢与界面调控,,,58
C0247,镍锰及多种无机功能材料,C0257,固体氧化物燃料电池,,,87
C0247,镍锰及多种无机功能材料,C0278,整体电催化水分解,,,3
C0247,镍锰及多种无机功能材料,C0336,硅碳负极材料与制备,,,18
C0247,镍锰及多种无机功能材料,C0355,染料敏化太阳能电池材料与器件,,,4
C0247,镍锰及多种无机功能材料,C0358,非贵金属氧还原电催化材料,,,1
C0247,镍锰及多种无机功能材料,C0387,有机发光二极管与发光材料,,,2
C0247,镍锰及多种无机功能材料,C0407,水系锌电池负极及界面稳定,,,1
C0247,镍锰及多种无机功能材料,C0417,固体氧化物电解池与可逆电化学单元,,,26
C0247,镍锰及多种无机功能材料,C0420,碳化硅功率半导体器件,,,2
C0247,镍锰及多种无机功能材料,C0441,二次电池电解液添加剂与配方,,,7
C0247,镍锰及多种无机功能材料,C0501,钠电池电解液与界面,,,57
C0247,镍锰及多种无机功能材料,C0518,电池电极粘结剂,,,1
C0247,镍锰及多种无机功能材料,C0519,电池隔膜制备与改性,,,1
C0247,镍锰及多种无机功能材料,C0530,钙钛矿电池界面、钝化与传输层,,,4
C0247,镍锰及多种无机功能材料,C0533,氮化镓功率与结器件,,,7
C0247,镍锰及多种无机功能材料,C0537,其他材料光催化污染物降解,,,1
C0247,镍锰及多种无机功能材料,C0556,水系锌离子电池,,,56
C0247,镍锰及多种无机功能材料,C0576,碱性水电解制氢,,,13
C0247,镍锰及多种无机功能材料,C0577,质子交换膜水电解制氢,,,1
C0247,镍锰及多种无机功能材料,C0598,锂资源提取与分离,,,5
C0247,镍锰及多种无机功能材料,C0605,电池阻抗表征,,,1
C0247,镍锰及多种无机功能材料,C0616,锂金属负极界面稳定与枝晶抑制,,,6
C0247,镍锰及多种无机功能材料,C0648,锂电石墨负极,,,2
C0247,镍锰及多种无机功能材料,C0684,电池热失控与传播,,,1
C0247,镍锰及多种无机功能材料,C0687,染料敏化电池对电极,,,2
C0247,镍锰及多种无机功能材料,C0714,层状及富镍锂电正极材料,,,383
C0247,镍锰及多种无机功能材料,C0715,锂电磷酸盐正极材料,,,4
C0247,镍锰及多种无机功能材料,C0727,钠离子电池负极材料,,,58
C0247,镍锰及多种无机功能材料,C0728,钠离子电池正极材料,,,331
C0247,镍锰及多种无机功能材料,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,12
C0248,电力安全生产与应急政策,C0611,电气安全与触电风险,,,39
C0248,电力安全生产与应急政策,C0649,能源电力标准化政策,,,4
C0248,电力安全生产与应急政策,C0686,电网灾害韧性与恢复,,,2
C0249,磁性材料磁路与磁场基础,C0009,二氧化碳电还原催化,,,2
C0249,磁性材料磁路与磁场基础,C0060,超级电容器电极与器件,,,9
C0249,磁性材料磁路与磁场基础,C0122,热电材料与热电性能优化,,,3
C0249,磁性材料磁路与磁场基础,C0154,无线电能传输电路与系统,,,2
C0249,磁性材料磁路与磁场基础,C0298,场效应晶体管结构与建模,,,1
C0249,磁性材料磁路与磁场基础,C0387,有机发光二极管与发光材料,,,3
C0249,磁性材料磁路与磁场基础,C0499,电磁能量采集,,,12
C0249,磁性材料磁路与磁场基础,C0500,压电能量采集,,,16
C0249,磁性材料磁路与磁场基础,C0530,钙钛矿电池界面、钝化与传输层,,,1
C0249,磁性材料磁路与磁场基础,C0602,摩擦纳米发电机,,,5
C0249,磁性材料磁路与磁场基础,C0627,永磁材料与磁性设计,,,377
C0249,磁性材料磁路与磁场基础,C0628,软磁材料与磁损耗,,,24
