raw_cluster1000,raw_topic_id,raw_automatic_label,final_topic_index,final_topic_id,final_topic_label,semantic_merge_applied,merge_decision_id,final_label_status,raw_documents,raw_papers,raw_patents,raw_policies
497,T0497,497_china power_power grid_guangdong_east china,495,S0497,497_china power_power grid_guangdong_east china,False,,完成清单初筛；保留原类及自动标签,6133,6132,0,1
498,T0498,498_oleds_oled_organic light_diodes oleds,391,S0393,有机发光二极管（OLED）材料与器件性能,True,D002,经抽样语义复核合并；含边界噪声,2747,2747,0,0
499,T0499,499_energy transition_energy transitions_justice_energy security,496,S0499,499_energy transition_energy transitions_justice_energy security,False,,完成清单初筛；保留原类及自动标签,14902,14902,0,0
500,T0500,500_induction heating_thermoacoustic_thermoelectric generator_induction,497,S0500,500_induction heating_thermoacoustic_thermoelectric generator_induction,False,,完成清单初筛；保留原类及自动标签,4457,4455,2,0
501,T0501,501_catalytic pyrolysis_bio oil_pyrolysis_pyrolysis oil,498,S0501,501_catalytic pyrolysis_bio oil_pyrolysis_pyrolysis oil,False,,完成清单初筛；保留原类及自动标签,6010,6010,0,0
502,T0502,502_充电_充电器_插头_充电 插座,499,S0502,502_充电_充电器_插头_充电 插座,False,,完成清单初筛；保留原类及自动标签,1561,11,1550,0
503,T0503,503_phosphors_phosphor_luminescence_eu3,500,S0503,503_phosphors_phosphor_luminescence_eu3,False,,已抽样复核；保留原类；名称仍为自动标签,7441,7436,5,0
504,T0504,504_iter_blanket_divertor_tbm,501,S0504,504_iter_blanket_divertor_tbm,False,,完成清单初筛；保留原类及自动标签,4386,4377,9,0
505,T0505,505_carbon cycle_carbon price_warming_carbon budget,502,S0505,505_carbon cycle_carbon price_warming_carbon budget,False,,完成清单初筛；保留原类及自动标签,4604,4604,0,0
506,T0506,506_二次 电池_二次_添加剂_电解液,503,S0506,506_二次 电池_二次_添加剂_电解液,False,,完成清单初筛；保留原类及自动标签,2191,106,2085,0
507,T0507,507_谐振_信号_频率_调制,504,S0507,507_谐振_信号_频率_调制,False,,完成清单初筛；保留原类及自动标签,1796,290,1506,0
508,T0508,508_hmf_fructose_收率_反应,505,S0508,508_hmf_fructose_收率_反应,False,,完成清单初筛；保留原类及自动标签,5778,5739,39,0
509,T0509,509_nanoflowers_flower_flower like_microflowers,506,S0509,509_nanoflowers_flower_flower like_microflowers,False,,完成清单初筛；保留原类及自动标签,3171,3171,0,0
510,T0510,510_nanowire_nanowires_electrodeposition_electrospinning,507,S0510,510_nanowire_nanowires_electrodeposition_electrospinning,False,,完成清单初筛；保留原类及自动标签,5182,5146,36,0
511,T0511,511_heat exchanger_exchanger_heat transfer_heat exchangers,508,S0511,511_heat exchanger_exchanger_heat transfer_heat exchangers,False,,完成清单初筛；保留原类及自动标签,9131,9122,9,0
512,T0512,512_antenna_mhz_ghz_radiated,509,S0512,512_antenna_mhz_ghz_radiated,False,,完成清单初筛；保留原类及自动标签,5798,5763,35,0
513,T0513,513_功率_储能_光伏 储能_发电 系统,510,S0513,513_功率_储能_光伏 储能_发电 系统,False,,完成清单初筛；保留原类及自动标签,1973,651,1322,0
514,T0514,514_余热 回收_余热_回收_回收 装置,511,S0514,514_余热 回收_余热_回收_回收 装置,False,,完成清单初筛；保留原类及自动标签,1545,375,1170,0
515,T0515,515_催化剂_催化剂 及其_载体_催化,512,S0515,515_催化剂_催化剂 及其_载体_催化,False,,完成清单初筛；保留原类及自动标签,1303,167,1136,0
516,T0516,516_lignin_pyrolysis_fast pyrolysis_pyrolysis products,513,S0516,516_lignin_pyrolysis_fast pyrolysis_pyrolysis products,False,,完成清单初筛；保留原类及自动标签,4352,4352,0,0
517,T0517,517_turbulence_zonal_turbulent_zonal flow,514,S0517,517_turbulence_zonal_turbulent_zonal flow,False,,完成清单初筛；保留原类及自动标签,6373,6373,0,0
518,T0518,518_evaporative_desiccant_condenser_evaporative cooling,515,S0518,518_evaporative_desiccant_condenser_evaporative cooling,False,,完成清单初筛；保留原类及自动标签,5634,5619,15,0
519,T0519,519_zns_zno films_zno_zns films,516,S0519,519_zns_zno films_zno_zns films,False,,完成清单初筛；保留原类及自动标签,6251,6251,0,0
520,T0520,520_隔膜_电化学 装置_多孔_聚合物,517,S0520,520_隔膜_电化学 装置_多孔_聚合物,False,,完成清单初筛；保留原类及自动标签,1329,240,1089,0
521,T0521,521_heavy metals_heavy metal_heavy_wastewater,518,S0521,521_heavy metals_heavy metal_heavy_wastewater,False,,完成清单初筛；保留原类及自动标签,6450,6430,20,0
522,T0522,522_beads_chitosan_resin_resins,519,S0522,522_beads_chitosan_resin_resins,False,,完成清单初筛；保留原类及自动标签,6693,6692,1,0
523,T0523,523_voltage stability_transient stability_stability assessment_reliability evaluation,520,S0523,523_voltage stability_transient stability_stability assessment_reliability evaluation,False,,完成清单初筛；保留原类及自动标签,7377,7331,46,0
524,T0524,524_空调_空调器_空调 系统_中央空调,521,S0524,524_空调_空调器_空调 系统_中央空调,False,,完成清单初筛；保留原类及自动标签,1697,817,880,0
525,T0525,525_microbial_bacteria_bacterial_microbial community,522,S0525,525_microbial_bacteria_bacterial_microbial community,False,,完成清单初筛；保留原类及自动标签,8247,8198,49,0
526,T0526,526_ev charging_evs_charging station_charging stations,523,S0526,526_ev charging_evs_charging station_charging stations,False,,已抽样复核；保留原类；名称仍为自动标签,4732,4679,53,0
527,T0527,527_vibration_winding_transformer winding_振动,524,S0527,527_vibration_winding_transformer winding_振动,False,,完成清单初筛；保留原类及自动标签,3064,2716,348,0
528,T0528,528_行政许可_许可_事项 变更_许可证,525,S0528,528_行政许可_许可_事项 变更_许可证,False,,完成清单初筛；保留原类及自动标签,405,291,0,114
529,T0529,529_amine_co2 absorption_mdea_mea,526,S0529,529_amine_co2 absorption_mdea_mea,False,,完成清单初筛；保留原类及自动标签,5730,5715,15,0
530,T0530,530_线圈_线束_线圈 部件_延伸,527,S0530,530_线圈_线束_线圈 部件_延伸,False,,完成清单初筛；保留原类及自动标签,1775,125,1650,0
531,T0531,531_carbon emission_carbon trading_low carbon_integrated energy,528,S0531,531_carbon emission_carbon trading_low carbon_integrated energy,False,,完成清单初筛；保留原类及自动标签,3756,3500,256,0
532,T0532,532_zhi_ji_xue_shi,529,S0532,532_zhi_ji_xue_shi,False,,完成清单初筛；保留原类及自动标签,2525,2525,0,0
533,T0533,533_储能 系统_储能_负荷_充放电,530,S0533,533_储能 系统_储能_负荷_充放电,False,,完成清单初筛；保留原类及自动标签,1238,137,1101,0
534,T0534,534_dye sensitized_sensitized solar_sensitized_counter electrode,531,S0534,534_dye sensitized_sensitized solar_sensitized_counter electrode,False,,已抽样复核；保留原类；名称仍为自动标签,10052,10042,10,0
535,T0535,535_hts_superconducting_temperature superconducting_superconductor,532,S0535,535_hts_superconducting_temperature superconducting_superconductor,False,,完成清单初筛；保留原类及自动标签,2592,2556,36,0
536,T0536,536_photodetectors_photodetector_responsivity_detectivity,533,S0536,536_photodetectors_photodetector_responsivity_detectivity,False,,已抽样复核；保留原类；名称仍为自动标签,8043,8038,5,0
537,T0537,537_端口_三相_直流_整流,534,S0537,537_端口_三相_直流_整流,False,,完成清单初筛；保留原类及自动标签,1322,299,1023,0
538,T0538,538_geothermal_geothermal energy_geothermal power_geothermal resources,535,S0538,538_geothermal_geothermal energy_geothermal power_geothermal resources,False,,已抽样复核；保留原类；名称仍为自动标签,4735,4733,2,0
539,T0539,539_carbon trading_carbon emission_carbon market_china,536,S0539,539_carbon trading_carbon emission_carbon market_china,False,,完成清单初筛；保留原类及自动标签,5116,5113,0,3
540,T0540,540_electric vehicle_electric vehicles_driving range_electric buses,537,S0540,540_electric vehicle_electric vehicles_driving range_electric buses,False,,完成清单初筛；保留原类及自动标签,6333,6285,48,0
541,T0541,541_weee_waste management_recycling_electronic waste,538,S0541,541_weee_waste management_recycling_electronic waste,False,,完成清单初筛；保留原类及自动标签,7646,7630,16,0
542,T0542,542_cdse_cds_cdte_cds nanoparticles,539,S0542,542_cdse_cds_cdte_cds nanoparticles,False,,完成清单初筛；保留原类及自动标签,7841,7837,4,0
543,T0543,543_machining_cutting_machine tool_manufacturing,540,S0543,543_machining_cutting_machine tool_manufacturing,False,,完成清单初筛；保留原类及自动标签,4224,4180,44,0
544,T0544,544_pyrolysis_bio oil_pyrolysis temperature_biochar,541,S0544,544_pyrolysis_bio oil_pyrolysis temperature_biochar,False,,完成清单初筛；保留原类及自动标签,6711,6711,0,0
545,T0545,545_再生能源_农村_风电_再生能源 发展,542,S0545,545_再生能源_农村_风电_再生能源 发展,False,,完成清单初筛；保留原类及自动标签,746,587,4,155
546,T0546,546_solar thermal_chimney_solar energy_solar chimney,543,S0546,546_solar thermal_chimney_solar energy_solar chimney,False,,完成清单初筛；保留原类及自动标签,7110,7106,3,1
547,T0547,547_films prepared_pulsed laser_laser deposition_films deposited,544,S0547,547_films prepared_pulsed laser_laser deposition_films deposited,False,,完成清单初筛；保留原类及自动标签,7599,7599,0,0
548,T0548,548_noise_noise reduction_sound_audible,545,S0548,548_noise_noise reduction_sound_audible,False,,完成清单初筛；保留原类及自动标签,4343,4260,83,0
549,T0549,549_transformers_transformator_transformer_power transformer,546,S0549,549_transformers_transformator_transformer_power transformer,False,,已抽样复核；保留原类；名称仍为自动标签,5024,5016,8,0
550,T0550,550_electrodeposition_doped diamond_solid electrolyte_doped ceria,547,S0550,550_electrodeposition_doped diamond_solid electrolyte_doped ceria,False,,完成清单初筛；保留原类及自动标签,8517,8510,7,0
551,T0551,551_电池 壳体_壳体_电池组_电池 外壳,548,S0551,551_电池 壳体_壳体_电池组_电池 外壳,False,,完成清单初筛；保留原类及自动标签,1579,49,1530,0
552,T0552,552_membrane distillation_fouling_distillation_membrane fouling,549,S0552,552_membrane distillation_fouling_distillation_membrane fouling,False,,完成清单初筛；保留原类及自动标签,8261,8228,33,0
553,T0553,553_change memory_gst_sb te_ge2sb2te5,550,S0553,553_change memory_gst_sb te_ge2sb2te5,False,,完成清单初筛；保留原类及自动标签,2121,2121,0,0
554,T0554,554_server_web_database_network management,551,S0554,554_server_web_database_network management,False,,完成清单初筛；保留原类及自动标签,7254,7049,205,0
555,T0555,555_china_carbon emissions_carbon emission_emission reduction,552,S0555,555_china_carbon emissions_carbon emission_emission reduction,False,,完成清单初筛；保留原类及自动标签,5030,5030,0,0
556,T0556,556_消耗_蓄电_plurality_控制 装置,553,S0556,556_消耗_蓄电_plurality_控制 装置,False,,完成清单初筛；保留原类及自动标签,730,206,523,1
557,T0557,557_electroreduction_electrochemical co2_co2 electroreduction_electrocatalytic co2,554,S0557,557_electroreduction_electrochemical co2_co2 electroreduction_electrocatalytic co2,False,,已抽样复核；保留原类；名称仍为自动标签,5389,5389,0,0
558,T0558,558_induction motor_phase induction_induction_induction motors,555,S0558,感应电机（异步电机）建模与驱动,True,SYN006,经抽样语义复核合并；含边界噪声,4764,4752,12,0
559,T0559,559_磁悬浮_永磁_转子_永磁 电机,556,S0559,559_磁悬浮_永磁_转子_永磁 电机,False,,完成清单初筛；保留原类及自动标签,1196,126,1070,0
560,T0560,560_charge transport_charge transfer_charge carrier_organic semiconductors,557,S0560,560_charge transport_charge transfer_charge carrier_organic semiconductors,False,,完成清单初筛；保留原类及自动标签,8765,8765,0,0
561,T0561,561_hydrogen evolution_evolution reaction_electrocatalytic hydrogen_electrocatalysts,558,S0561,561_hydrogen evolution_evolution reaction_electrocatalytic hydrogen_electrocatalysts,False,,已抽样复核；保留原类；名称仍为自动标签,7771,7766,5,0
562,T0562,562_ferroelectric_ga2o3_schottky_band alignment,559,S0562,562_ferroelectric_ga2o3_schottky_band alignment,False,,完成清单初筛；保留原类及自动标签,4906,4905,1,0
563,T0563,563_功率 预测_预测_光伏 功率_气象,560,S0563,563_功率 预测_预测_光伏 功率_气象,False,,已抽样复核；保留原类；名称仍为自动标签,1535,490,1045,0
564,T0564,564_waves_cyclotron_whistler_flare,561,S0564,564_waves_cyclotron_whistler_flare,False,,完成清单初筛；保留原类及自动标签,7018,7017,1,0
565,T0565,565_batterie_battery cell_plurality_battery module,562,S0565,565_batterie_battery cell_plurality_battery module,False,,完成清单初筛；保留原类及自动标签,1886,8,1878,0
566,T0566,566_removal_adsorbent_pfas_mg/g,563,S0566,566_removal_adsorbent_pfas_mg/g,False,,完成清单初筛；保留原类及自动标签,5897,5885,12,0
567,T0567,567_无线电_传输_无线_接收器,564,S0567,567_无线电_传输_无线_接收器,False,,完成清单初筛；保留原类及自动标签,1989,630,1359,0
568,T0568,568_b978_e8_12_c0,565,S0568,568_b978_e8_12_c0,False,,完成清单初筛；保留原类及自动标签,2798,2798,0,0
569,T0569,569_space group_crystal structure_bh4_complexes,566,S0569,569_space group_crystal structure_bh4_complexes,False,,完成清单初筛；保留原类及自动标签,8970,8935,35,0
570,T0570,570_催化剂_al2o3_催化_反应,567,S0570,570_催化剂_al2o3_催化_反应,False,,完成清单初筛；保留原类及自动标签,6043,6006,37,0
571,T0571,571_oil recovery_co2 injection_flooding_reservoirs,568,S0571,571_oil recovery_co2 injection_flooding_reservoirs,False,,完成清单初筛；保留原类及自动标签,6562,6556,6,0
572,T0572,572_bivo4_bivo_bi2wo6_bi,569,S0572,572_bivo4_bivo_bi2wo6_bi,False,,完成清单初筛；保留原类及自动标签,7682,7682,0,0
573,T0573,573_electricity consumption_residential electricity_households_electricity demand,570,S0573,573_electricity consumption_residential electricity_households_electricity demand,False,,完成清单初筛；保留原类及自动标签,7195,7193,2,0
574,T0574,574_pd_pt nanoparticles_pt_methanol oxidation,571,S0574,574_pd_pt nanoparticles_pt_methanol oxidation,False,,完成清单初筛；保留原类及自动标签,6565,6538,27,0
575,T0575,575_夹持_绕线_两个_定位,572,S0575,575_夹持_绕线_两个_定位,False,,完成清单初筛；保留原类及自动标签,1104,31,1073,0
576,T0576,576_informujące swoich_oraz poszerza_osiągnięciach naukowych_swoich czytelników,573,S0576,576_informujące swoich_oraz poszerza_osiągnięciach naukowych_swoich czytelników,False,,完成清单初筛；保留原类及自动标签,5989,5989,0,0
577,T0577,577_磁芯_永磁体_磁极_磁体,574,S0577,577_磁芯_永磁体_磁极_磁体,False,,已抽样复核；保留原类；名称仍为自动标签,1592,133,1459,0
578,T0578,578_罚款_行政处罚_以下 罚款_万元 以下,575,S0578,578_罚款_行政处罚_以下 罚款_万元 以下,False,,完成清单初筛；保留原类及自动标签,735,667,0,68
579,T0579,579_straw_rice_rice straw_wheat,576,S0579,579_straw_rice_rice straw_wheat,False,,完成清单初筛；保留原类及自动标签,4668,4667,1,0
580,T0580,580_正极 材料_材料 及其_三元 正极_三元,577,S0580,580_正极 材料_材料 及其_三元 正极_三元,False,,已抽样复核；保留原类；名称仍为自动标签,1392,502,890,0
581,T0581,581_potencia_uma_sistema_sistemas,578,S0581,581_potencia_uma_sistema_sistemas,False,,完成清单初筛；保留原类及自动标签,4322,4318,4,0
582,T0582,582_phosphorus_black phosphorus_phosphate_flotation,579,S0582,582_phosphorus_black phosphorus_phosphate_flotation,False,,完成清单初筛；保留原类及自动标签,4496,4470,26,0
583,T0583,583_桥架_电缆 桥架_电缆_桥架 本体,580,S0583,583_桥架_电缆 桥架_电缆_桥架 本体,False,,完成清单初筛；保留原类及自动标签,1483,389,1094,0
584,T0584,584_photocatalytic degradation_photodegradation_photo fenton_fenton,581,S0584,584_photocatalytic degradation_photodegradation_photo fenton_fenton,False,,完成清单初筛；保留原类及自动标签,10565,10564,1,0
585,T0585,585_user interface_数据_信息处理_数据处理,582,S0585,585_user interface_数据_信息处理_数据处理,False,,完成清单初筛；保留原类及自动标签,1948,544,1404,0
586,T0586,586_聚合物_聚合物 电解质_电解质_共聚物,583,S0586,586_聚合物_聚合物 电解质_电解质_共聚物,False,,完成清单初筛；保留原类及自动标签,2867,1808,1059,0
587,T0587,587_russia_russian_energy security_russian energy,584,S0587,587_russia_russian_energy security_russian energy,False,,完成清单初筛；保留原类及自动标签,8017,8017,0,0
588,T0588,588_mxene_mxenes_ti3c2tx_mxene nanosheets,585,S0588,588_mxene_mxenes_ti3c2tx_mxene nanosheets,False,,完成清单初筛；保留原类及自动标签,5922,5886,36,0
589,T0589,589_zvs_soft switching_zero voltage_buck,586,S0589,589_zvs_soft switching_zero voltage_buck,False,,完成清单初筛；保留原类及自动标签,9454,9438,16,0
590,T0590,590_coke_coals_coal_coking,587,S0590,590_coke_coals_coal_coking,False,,完成清单初筛；保留原类及自动标签,4709,4700,9,0
591,T0591,591_sodium ion_na ion_sodium_na,588,S0591,591_sodium ion_na ion_sodium_na,False,,已抽样复核；保留原类；名称仍为自动标签,6260,6258,2,0
592,T0592,592_局部 放电_信号_监测_局部,589,S0592,592_局部 放电_信号_监测_局部,False,,完成清单初筛；保留原类及自动标签,1979,1042,937,0
593,T0593,593_extractant_extraction_solvent extraction_cyanex,590,S0593,593_extractant_extraction_solvent extraction_cyanex,False,,已抽样复核；保留原类；名称仍为自动标签,9346,9338,8,0
594,T0594,594_climate change_adaptation_climate_change adaptation,591,S0594,594_climate change_adaptation_climate_change adaptation,False,,完成清单初筛；保留原类及自动标签,12099,12099,0,0
595,T0595,595_wear_matrix composites_stir_metal matrix,592,S0595,595_wear_matrix composites_stir_metal matrix,False,,完成清单初筛；保留原类及自动标签,6108,6084,24,0
596,T0596,596_mooring_floating_hydrodynamic_breakwater,593,S0596,596_mooring_floating_hydrodynamic_breakwater,False,,完成清单初筛；保留原类及自动标签,7873,7863,10,0
597,T0597,597_蒸汽_锅炉_余热_烟气,594,S0597,597_蒸汽_锅炉_余热_烟气,False,,完成清单初筛；保留原类及自动标签,1776,519,1257,0
598,T0598,598_oxygen reduction_orr_reduction reaction_ozonation,595,S0598,598_oxygen reduction_orr_reduction reaction_ozonation,False,,已抽样复核；保留原类；名称仍为自动标签,5109,5104,5,0
599,T0599,599_图像_缺陷_特征_视觉,596,S0599,599_图像_缺陷_特征_视觉,False,,完成清单初筛；保留原类及自动标签,2212,1034,1178,0
600,T0600,600_提名_中国_标准化_内容,597,S0600,600_提名_中国_标准化_内容,False,,完成清单初筛；保留原类及自动标签,444,289,0,155
601,T0601,601_sic_stacking faults_sige_dislocations,598,S0601,601_sic_stacking faults_sige_dislocations,False,,完成清单初筛；保留原类及自动标签,7138,7133,5,0
602,T0602,602_railway_locomotive_train_traction,599,S0602,602_railway_locomotive_train_traction,False,,完成清单初筛；保留原类及自动标签,5398,5341,57,0
603,T0603,603_supercapacitors_supercapacitor_performance supercapacitors_state supercapacitors,600,S0603,603_supercapacitors_supercapacitor_performance supercapacitors_state supercapacitors,False,,已抽样复核；保留原类；名称仍为自动标签,5050,5050,0,0
604,T0604,604_cable_cables_ac loss_conductor,601,S0604,604_cable_cables_ac loss_conductor,False,,已抽样复核；保留原类；名称仍为自动标签,6369,6361,8,0
605,T0605,605_quantum dots_qds_dots_qd,602,S0605,605_quantum dots_qds_dots_qd,False,,完成清单初筛；保留原类及自动标签,8643,8635,8,0
606,T0606,606_中国_研究院_标准化_石油,603,S0606,606_中国_研究院_标准化_石油,False,,完成清单初筛；保留原类及自动标签,265,185,1,79
607,T0607,607_zn anode_zn_aqueous zinc_zn metal,604,S0607,607_zn anode_zn_aqueous zinc_zn metal,False,,完成清单初筛；保留原类及自动标签,6911,6889,22,0
608,T0608,608_dye sensitized_sensitized solar_dyes_sensitized,605,S0608,608_dye sensitized_sensitized solar_dyes_sensitized,False,,已抽样复核；保留原类；名称仍为自动标签,6182,6167,15,0
609,T0609,609_light photocatalytic_visible light_enhanced visible_ag3po4,606,S0609,609_light photocatalytic_visible light_enhanced visible_ag3po4,False,,完成清单初筛；保留原类及自动标签,12869,12869,0,0
610,T0610,610_电动机_电机_转速_转矩,607,S0610,610_电动机_电机_转速_转矩,False,,已抽样复核；保留原类；名称仍为自动标签,1084,362,722,0
611,T0611,611_电线_转动_固定_滑动,608,S0611,611_电线_转动_固定_滑动,False,,完成清单初筛；保留原类及自动标签,2309,26,2283,0
612,T0612,612_电池组_汇流_端子_串联,609,S0612,612_电池组_汇流_端子_串联,False,,完成清单初筛；保留原类及自动标签,1299,149,1150,0
613,T0613,613_breaker_circuit breaker_overvoltage_inrush,610,S0613,613_breaker_circuit breaker_overvoltage_inrush,False,,完成清单初筛；保留原类及自动标签,5832,5825,7,0
614,T0614,614_消化_污泥_废水_废物,611,S0614,614_消化_污泥_废水_废物,False,,完成清单初筛；保留原类及自动标签,1197,685,511,1
615,T0615,615_散热_冷却_风道_风扇,612,S0615,615_散热_冷却_风道_风扇,False,,已抽样复核；保留原类；名称仍为自动标签,1499,39,1460,0
616,T0616,616_battery thermal_thermal management_btms_liquid cooling,613,S0616,电池热管理与温度控制,True,SYN007,经抽样语义复核合并；含边界噪声,4270,4242,28,0
617,T0617,617_高压_低压_调压_直流,614,S0617,617_高压_低压_调压_直流,False,,完成清单初筛；保留原类及自动标签,1507,197,1310,0
618,T0618,618_mk_煤矿_煤业_矿业,615,S0618,618_mk_煤矿_煤业_矿业,False,,完成清单初筛；保留原类及自动标签,164,22,0,142
619,T0619,619_千伏 千伏_千伏_电价_输配电,616,S0619,619_千伏 千伏_千伏_电价_输配电,False,,已抽样复核；保留原类；名称仍为自动标签,411,188,0,223
620,T0620,620_反应堆_核反应堆_堆芯_核燃料,617,S0620,620_反应堆_核反应堆_堆芯_核燃料,False,,完成清单初筛；保留原类及自动标签,1126,409,717,0
621,T0621,621_alloys_tial_alloy_heusler alloys,618,S0621,621_alloys_tial_alloy_heusler alloys,False,,完成清单初筛；保留原类及自动标签,7466,7464,2,0
622,T0622,622_energy poverty_poverty_rural_africa,619,S0622,622_energy poverty_poverty_rural_africa,False,,完成清单初筛；保留原类及自动标签,8822,8820,2,0
623,T0623,623_methane production_manure_methane_digestion,620,S0623,623_methane production_manure_methane_digestion,False,,已抽样复核；保留原类；名称仍为自动标签,5124,5112,12,0
624,T0624,624_peroxymonosulfate_peroxymonosulfate activation_persulfate_sulfamethoxazole,621,S0624,624_peroxymonosulfate_peroxymonosulfate activation_persulfate_sulfamethoxazole,False,,完成清单初筛；保留原类及自动标签,6590,6590,0,0
625,T0625,625_desiccant_dehumidification_liquid desiccant_evaporative,622,S0625,625_desiccant_dehumidification_liquid desiccant_evaporative,False,,完成清单初筛；保留原类及自动标签,5755,5703,52,0
626,T0626,626_plasmas_plasma_plasma flow_corona,623,S0626,626_plasmas_plasma_plasma flow_corona,False,,已抽样复核；保留原类；名称仍为自动标签,6472,6472,0,0
627,T0627,627_oxide fuel_solid oxide_temperature solid_intermediate temperature,624,S0627,627_oxide fuel_solid oxide_temperature solid_intermediate temperature,False,,已抽样复核；保留原类；名称仍为自动标签,7254,7247,7,0
628,T0628,628_gasoline_cars_fuel economy_fleet,625,S0628,628_gasoline_cars_fuel economy_fleet,False,,完成清单初筛；保留原类及自动标签,7691,7683,5,3
629,T0629,629_gps_satellite_cloud_cloud detection,626,S0629,629_gps_satellite_cloud_cloud detection,False,,完成清单初筛；保留原类及自动标签,5408,5337,71,0
630,T0630,630_clusters_interstitial_atoms_positron,627,S0630,630_clusters_interstitial_atoms_positron,False,,完成清单初筛；保留原类及自动标签,7432,7417,15,0
631,T0631,631_ion cells_fade_aging_capacity fade,628,S0631,631_ion cells_fade_aging_capacity fade,False,,完成清单初筛；保留原类及自动标签,3440,3431,9,0
632,T0632,632_li_li ion_li diffusion_li ions,629,S0632,632_li_li ion_li diffusion_li ions,False,,已抽样复核；保留原类；名称仍为自动标签,6007,6003,4,0
633,T0633,633_runner_francis_turbine_hydrokinetic,630,S0633,633_runner_francis_turbine_hydrokinetic,False,,完成清单初筛；保留原类及自动标签,8142,8129,13,0
634,T0634,634_磁性_磁芯_磁体_磁钢,631,S0634,634_磁性_磁芯_磁体_磁钢,False,,已抽样复核；保留原类；名称仍为自动标签,1441,602,839,0
635,T0635,635_thermal comfort_comfort_indoor_buildings,632,S0635,635_thermal comfort_comfort_indoor_buildings,False,,完成清单初筛；保留原类及自动标签,6098,6068,30,0
636,T0636,636_ionic liquids_solubility_liquids_methylimidazolium,633,S0636,636_ionic liquids_solubility_liquids_methylimidazolium,False,,完成清单初筛；保留原类及自动标签,6610,6562,48,0
637,T0637,637_油箱_油管_油泵_储油,634,S0637,637_油箱_油管_油泵_储油,False,,完成清单初筛；保留原类及自动标签,1443,95,1348,0
638,T0638,638_geothermal_geothermal energy_geothermal resources_geothermal power,635,S0638,638_geothermal_geothermal energy_geothermal resources_geothermal power,False,,已抽样复核；保留原类；名称仍为自动标签,2452,2450,2,0
639,T0639,639_云端_三维_cloud_边缘,636,S0639,639_云端_三维_cloud_边缘,False,,完成清单初筛；保留原类及自动标签,960,388,572,0
640,T0640,640_synchronous generator_synchronous_transient stability_synchronous machine,637,S0640,640_synchronous generator_synchronous_transient stability_synchronous machine,False,,完成清单初筛；保留原类及自动标签,4375,4286,89,0
641,T0641,641_geothermal_geothermal field_geothermal resources_geothermal systems,638,S0641,641_geothermal_geothermal field_geothermal resources_geothermal systems,False,,已抽样复核；保留原类；名称仍为自动标签,5185,5184,1,0
642,T0642,642_光伏 组件_光伏 电池_光伏 装置_光伏,639,S0642,642_光伏 组件_光伏 电池_光伏 装置_光伏,False,,完成清单初筛；保留原类及自动标签,973,22,951,0
643,T0643,643_无线 充电_无线_手机_无线 充电器,640,S0643,643_无线 充电_无线_手机_无线 充电器,False,,已抽样复核；保留原类；名称仍为自动标签,931,112,819,0
644,T0644,644_pv power_power forecasting_photovoltaic power_power prediction,641,S0644,644_pv power_power forecasting_photovoltaic power_power prediction,False,,已抽样复核；保留原类；名称仍为自动标签,8080,8049,31,0
645,T0645,645_sea_coastal_marine_offshore,642,S0645,645_sea_coastal_marine_offshore,False,,完成清单初筛；保留原类及自动标签,4776,4766,10,0
646,T0646,646_聚合物_隔膜_粘结剂_粘合剂,643,S0646,646_聚合物_隔膜_粘结剂_粘合剂,False,,完成清单初筛；保留原类及自动标签,2227,256,1971,0
647,T0647,647_heat pump_heat pipe_heat exchanger_exchanger,644,S0647,647_heat pump_heat pipe_heat exchanger_exchanger,False,,完成清单初筛；保留原类及自动标签,7801,7798,3,0
648,T0648,648_membranes_sulfonated_proton conductivity_composite membranes,645,S0648,648_membranes_sulfonated_proton conductivity_composite membranes,False,,完成清单初筛；保留原类及自动标签,9584,9551,33,0
649,T0649,649_electrolyte membrane_polymer electrolyte_electrolyte fuel_membrane fuel,646,S0649,649_electrolyte membrane_polymer electrolyte_electrolyte fuel_membrane fuel,False,,已抽样复核；保留原类；名称仍为自动标签,5637,5621,16,0
650,T0650,650_supercapacitor_supercapacitors_hydrogel_pani,647,S0650,650_supercapacitor_supercapacitors_hydrogel_pani,False,,已抽样复核；保留原类；名称仍为自动标签,3824,3820,4,0
651,T0651,651_电价_千伏_上网 电价_电度 电价,648,S0651,651_电价_千伏_上网 电价_电度 电价,False,,已抽样复核；保留原类；名称仍为自动标签,213,29,0,184
652,T0652,652_synchronization_time synchronization_clock_clock synchronization,649,S0652,652_synchronization_time synchronization_clock_clock synchronization,False,,完成清单初筛；保留原类及自动标签,5058,4970,88,0
653,T0653,653_ods_ferritic_fe cr_oxide dispersion,650,S0653,653_ods_ferritic_fe cr_oxide dispersion,False,,完成清单初筛；保留原类及自动标签,5116,5098,18,0
654,T0654,654_steam reforming_reforming_methane reforming_steam methane,651,S0654,654_steam reforming_reforming_methane reforming_steam methane,False,,完成清单初筛；保留原类及自动标签,5824,5810,14,0
655,T0655,655_cus_copper sulfide_cuins2_cuo,652,S0655,655_cus_copper sulfide_cuins2_cuo,False,,完成清单初筛；保留原类及自动标签,6078,6067,11,0
656,T0656,656_harmonic_harmonics_harmonic analysis_harmonic distortion,653,S0656,656_harmonic_harmonics_harmonic analysis_harmonic distortion,False,,完成清单初筛；保留原类及自动标签,5882,5880,2,0
