source_topic_index,source_topic_id,source_label,assigned_documents,category_index,category_id,category_name,mapping_status,quarantine_code
623,M239.agrivoltaics,农光互补与农光协同,557,623,C0624,农光互补与农光协同,active,
624,M239.economics,光伏技术经济与投资,434,624,C0625,光伏技术经济与投资,active,
625,M239.rooftop,屋顶与分布式光伏部署,579,625,C0626,屋顶与分布式光伏部署,active,
626,M251.permanent_magnet,永磁材料与磁性设计,397,626,C0627,永磁材料与磁性设计,active,
627,M251.soft_magnetic,软磁材料与磁损耗,57,627,C0628,软磁材料与磁损耗,active,
628,M252.brayton,超临界二氧化碳布雷顿循环,413,628,C0629,超临界二氧化碳布雷顿循环,active,
629,M252.orc,有机朗肯循环发电,2359,629,C0630,有机朗肯循环发电,active,
630,M253.location,电动汽车充电站选址规划,684,630,C0631,电动汽车充电站选址规划,active,
631,M253.routing,电动汽车路径与补能规划,442,631,C0632,电动汽车路径与补能规划,active,
632,M254.district,区域供热供冷系统,3336,632,C0633,区域供热供冷系统,active,
633,M255.co2_hydrogenation,二氧化碳催化加氢与甲烷化,2539,633,C0634,二氧化碳催化加氢与甲烷化,active,
634,M260.planning,综合能源系统规划配置,398,634,C0635,综合能源系统规划配置,active,
635,M260.scheduling,综合能源系统优化调度,1149,635,C0636,综合能源系统优化调度,active,
636,M262.current,电流检测与测量电路,426,636,C0637,电流检测与测量电路,active,
637,M262.voltage,电压检测与测量电路,393,637,C0638,电压检测与测量电路,active,
638,M263.leakage,漏电与剩余电流保护,166,638,C0639,漏电与剩余电流保护,active,
639,M263.surge,浪涌与过压保护电路,63,639,C0640,浪涌与过压保护电路,active,
640,M264.cover,电池盖板、端子与密封结构,1230,640,C0641,电池盖板、端子与密封结构,active,
641,M266.green_finance,绿色金融与能源投资,968,641,C0642,绿色金融与能源投资,active,
642,M267.deicing,电力设施覆冰与除冰,147,642,C0643,电力设施覆冰与除冰,active,
643,M274.biogas_upgrading,沼气提纯与生物甲烷升级,929,643,C0644,沼气提纯与生物甲烷升级,active,
644,M276.modulation,电机驱动PWM与谐波控制,851,644,C0645,电机驱动PWM与谐波控制,active,
645,M276.torque,电机转矩脉动抑制,448,645,C0646,电机转矩脉动抑制,active,
646,M277.cable_material,电缆绝缘护套与导体结构,2265,646,C0647,电缆绝缘护套与导体结构,active,
647,M279.graphite,锂电石墨负极,253,647,C0648,锂电石墨负极,active,
648,M287.standards,能源电力标准化政策,71,648,C0649,能源电力标准化政策,active,
649,M288.air_heat_pump,空气源热泵,653,649,C0650,空气源热泵,active,
650,M288.ground_heat_pump,地源热泵与地埋换热器,3555,650,C0651,地源热泵与地埋换热器,active,
651,M290.fission,核裂变反应堆工程,71,651,C0652,核裂变反应堆工程,active,
652,M290.fusion,核聚变装置工程,1050,652,C0653,核聚变装置工程,active,
653,M295.education,能源电力教学实验平台,184,653,C0654,能源电力教学实验平台,active,
654,M295.hil,电力系统硬件在环仿真,4,654,C0655,电力系统硬件在环仿真,active,
655,M296.second_life,动力电池梯次利用,385,655,C0656,动力电池梯次利用,active,
656,M297.balancing,电池单体均衡控制,921,656,C0657,电池单体均衡控制,active,
657,M301.direct_recycling,废旧电池材料直接再生,5,657,C0658,废旧电池材料直接再生,active,
658,M301.disassembly,废旧电池拆解与物理分离,31,658,C0659,废旧电池拆解与物理分离,active,
659,M301.hydrometallurgy,废旧电池湿法回收,106,659,C0660,废旧电池湿法回收,active,
660,M303.temperature_sensing,温度传感与测量装置,427,660,C0661,温度传感与测量装置,active,
661,M306.absorption,吸收式制冷循环,1098,661,C0662,吸收式制冷循环,active,
662,M306.adsorption,吸附式制冷循环,209,662,C0663,吸附式制冷循环,active,
663,M307.led_lighting,LED照明灯具与配光,335,663,C0664,LED照明灯具与配光,active,
664,M311.heat_exchanger,换热器结构与传热强化,1386,664,C0665,换热器结构与传热强化,active,
665,M315.power_semiconductor,功率半导体器件,570,665,C0666,功率半导体器件,active,
666,M317.frequency,电网频率控制,1975,666,C0667,电网频率控制,active,
667,M319.regional_carbon,中国区域低碳经济与碳效率,148,667,C0668,中国区域低碳经济与碳效率,active,
668,M323.mhd,磁约束等离子体MHD稳定性,91,668,C0669,磁约束等离子体MHD稳定性,active,
669,M324.absorption,二氧化碳溶剂吸收捕集,1509,669,C0670,二氧化碳溶剂吸收捕集,active,
670,M324.adsorption,二氧化碳固体吸附捕集,4655,670,C0671,二氧化碳固体吸附捕集,active,
671,M325.floating_wind,漂浮式海上风电平台,2496,671,C0672,漂浮式海上风电平台,active,
672,M327.sulfide_electrolyte,硫化物固态电解质,457,672,C0673,硫化物固态电解质,active,
673,M328.forest_management,森林资源经营与碳汇,1373,673,C0674,森林资源经营与碳汇,active,
674,M332.wind_power,风电出力预测,2803,674,C0675,风电出力预测,active,
675,M332.wind_speed,风速预测,2515,675,C0676,风速预测,active,
676,M333.collector,太阳能集热器传热设计,971,676,C0677,太阳能集热器传热设计,active,
677,M333.csp,聚光太阳能热发电,2426,677,C0678,聚光太阳能热发电,active,
678,M336.energy_label,能效标识与产品能效政策,0,-1,,,unused_candidate,
679,M337.fpga,FPGA实时控制与硬件实现,546,678,C0679,FPGA实时控制与硬件实现,active,
680,M347.gasification,生物质气化制合成气,5175,679,C0680,生物质气化制合成气,active,
681,M347.htc,生物质水热炭化,306,680,C0681,生物质水热炭化,active,
682,M347.htl,生物质水热液化,106,681,C0682,生物质水热液化,active,
683,M348.fire,电池火灾抑制与灭火,238,682,C0683,电池火灾抑制与灭火,active,
684,M348.runaway,电池热失控与传播,1850,683,C0684,电池热失控与传播,active,
685,M353.cyber,智能电网网络攻击与安全,497,684,C0685,智能电网网络攻击与安全,active,
686,M353.resilience,电网灾害韧性与恢复,1055,685,C0686,电网灾害韧性与恢复,active,
687,M360.counterelectrode,染料敏化电池对电极,2137,686,C0687,染料敏化电池对电极,active,
688,M360.photoanode,染料敏化电池光阳极,1665,687,C0688,染料敏化电池光阳极,active,
689,M360.sensitizer,染料敏化电池敏化剂,2887,688,C0689,染料敏化电池敏化剂,active,
690,M361.knowledge_graph,电力知识图谱,145,689,C0690,电力知识图谱,active,
691,M364.charging_policy,充电基础设施建设政策,60,690,C0691,充电基础设施建设政策,active,
692,M364.utility_connection,公用事业接入与收费政策,40,691,C0692,公用事业接入与收费政策,active,
693,M365.activated_carbon,活性炭制备与孔结构,1463,692,C0693,活性炭制备与孔结构,active,
694,M373.rare_earth,稀土元素提取分离,1335,693,C0694,稀土元素提取分离,active,
695,M373.uranium,铀钍提取与分离,1156,694,C0695,铀钍提取与分离,active,
696,M374.multivalent,镁铝钙多价离子电池,460,695,C0696,镁铝钙多价离子电池,active,
697,M374.potassium,钾离子电池,583,696,C0697,钾离子电池,active,
698,M376.measurement,太阳辐射测量与仪器,161,697,C0698,太阳辐射测量与仪器,active,
699,M379.module,电池模组与电池包装配结构,581,698,C0699,电池模组与电池包装配结构,active,
700,M380.pmsm_control,永磁同步电机控制,4373,699,C0700,永磁同步电机控制,active,
701,M381.air_cooling,电气设备风冷散热,42,700,C0701,电气设备风冷散热,active,
702,M381.liquid_cooling,电气设备液冷散热,18,701,C0702,电气设备液冷散热,active,
703,M385.boiler,电站锅炉运行与燃烧,84,702,C0703,电站锅炉运行与燃烧,active,
704,M385.steam_turbine,汽轮机运行与热力性能,318,703,C0704,汽轮机运行与热力性能,active,
705,M386.gas_network,天然气管网优化运行,121,704,C0705,天然气管网优化运行,active,
706,M389.rail,轨道交通能耗与牵引优化,14,705,C0706,轨道交通能耗与牵引优化,active,
707,M389.shipping,船舶燃料与能效,159,706,C0707,船舶燃料与能效,active,
708,M390.cable_support,电缆桥架与线束支撑,763,707,C0708,电缆桥架与线束支撑,active,
709,M391.irradiation,核结构材料辐照损伤,155,708,C0709,核结构材料辐照损伤,active,
710,M397.hydropower_dispatch,水电站运行调度,451,709,C0710,水电站运行调度,active,
711,M397.turbines,水轮机性能与设计,475,710,C0711,水轮机性能与设计,active,
712,M400.load,电力负荷预测,2962,711,C0712,电力负荷预测,active,
713,M400.price,电价预测,1040,712,C0713,电价预测,active,
714,M421.layered,层状及富镍锂电正极材料,3603,713,C0714,层状及富镍锂电正极材料,active,
715,M421.lfp,锂电磷酸盐正极材料,2235,714,C0715,锂电磷酸盐正极材料,active,
716,M430.diesel,柴油机燃烧与排放,593,715,C0716,柴油机燃烧与排放,active,
717,M430.dual_fuel,双燃料发动机,105,716,C0717,双燃料发动机,active,
718,M431.planning,配电网规划与容量配置,1751,717,C0718,配电网规划与容量配置,active,
719,M432.adaptation,气候变化适应与风险,1074,718,C0719,气候变化适应与风险,active,
720,M432.mitigation,气候变化减缓政策,1129,719,C0720,气候变化减缓政策,active,
721,M434.pv_cleaning,光伏清扫机器人,204,720,C0721,光伏清扫机器人,active,
722,M434.substation_robot,变电站巡检机器人,133,721,C0722,变电站巡检机器人,active,
723,M435.pvt,光伏光热联合系统,3173,722,C0723,光伏光热联合系统,active,
724,M439.ewaste,电子废物回收,545,723,C0724,电子废物回收,active,
725,M439.plastic,废塑料回收与转化,895,724,C0725,废塑料回收与转化,active,
726,M444.wind_condition,风机状态监测与预测性维护,559,725,C0726,风机状态监测与预测性维护,active,
727,M447.anode,钠离子电池负极材料,5474,726,C0727,钠离子电池负极材料,active,
728,M447.cathode,钠离子电池正极材料,4959,727,C0728,钠离子电池正极材料,active,
729,M455.hvac,建筑暖通空调能耗,282,728,C0729,建筑暖通空调能耗,active,
730,M455.retrofit,建筑节能改造,9,729,C0730,建筑节能改造,active,
731,M457.astrophysics,天体等离子体与磁重联,163,730,C0731,天体等离子体与磁重联,active,
732,M459.risk_warning,电力设备风险预警,6,731,C0732,电力设备风险预警,active,
733,M460.irrigation,灌溉水资源优化调度,58,732,C0733,灌溉水资源优化调度,active,
734,M462.hydraulic_pump,液压泵性能与控制,22,733,C0734,液压泵性能与控制,active,
735,M462.hydraulic_valve,液压阀设计与控制,17,734,C0735,液压阀设计与控制,active,
736,M463.transient,电力系统暂态稳定,1165,735,C0736,电力系统暂态稳定,active,
737,M463.voltage,电力系统电压稳定,930,736,C0737,电力系统电压稳定,active,
738,M467.wood_processing,木材加工与干燥,326,737,C0738,木材加工与干燥,active,
739,M468.adsorption,水污染物吸附去除,1391,738,C0739,水污染物吸附去除,active,
740,M468.electro_oxidation,水污染物电化学氧化,179,739,C0740,水污染物电化学氧化,active,
741,M470.state_estimation,电网状态估计与相量测量,697,740,C0741,电网状态估计与相量测量,active,
742,M474.n2_reduction,氮气电还原制氨,714,741,C0742,氮气电还原制氨,active,
743,M474.nitrate_reduction,硝酸盐电还原制氨,695,742,C0743,硝酸盐电还原制氨,active,
744,M477.latent,潜热储热系统,5237,743,C0744,潜热储热系统,active,
745,M477.thermochemical,热化学储热系统,695,744,C0745,热化学储热系统,active,
746,M478.pfc,功率因数校正电路与控制,3022,745,C0746,功率因数校正电路与控制,active,
747,M481.intrusion,网络入侵检测,1750,746,C0747,网络入侵检测,active,
748,M483.integration,储能系统集成与安全装置,107,747,C0748,储能系统集成与安全装置,active,
749,M492.winding,电机绕组与线圈制造,17,748,C0749,电机绕组与线圈制造,active,
750,M499.energy_poverty,能源贫困与能源可及性,1076,749,C0750,能源贫困与能源可及性,active,
751,Q.EDITORIAL,封面、索引、勘误等非研究正文,2786,-1,,,quality_quarantine,Q.EDITORIAL
752,Q.INSUFFICIENT,题名摘要不足，待补全,2709,-1,,,quality_quarantine,Q.INSUFFICIENT
753,Q.TEMPLATE,仍有模板干扰，待复核,37,-1,,,quality_quarantine,Q.TEMPLATE
754,Q.UNUSABLE,原始文本不可用,2391,-1,,,quality_quarantine,Q.UNUSABLE
