raw_topic_id,cluster,reviewed_name,merged_topic_id,merged_name,domain,status,merged_domain,merged_status,merge_reason
B356,356,输配电线路视觉巡检与无人机检测,M356,输配电线路视觉巡检与无人机检测,电网与电力系统,方向候选,电网与电力系统,方向候选,保留独立类群
B357,357,机械摩擦传动与力学测量,M357,机械摩擦传动与力学测量,制造与通用装置,宽泛待细分,制造与通用装置,宽泛待细分,保留独立类群
B358,358,能源发展规划与综合指导政策,M358,能源发展规划与综合指导政策,能源政策与治理,政策类群,能源政策与治理,政策类群,保留独立类群
B359,359,可再生能源发展与多技术评价,M359,可再生能源发展与多技术评价,能源政策与治理,宽泛待细分,能源政策与治理,宽泛待细分,保留独立类群
B360,360,染料敏化太阳能电池器件与制备,M360,染料敏化太阳能电池材料与器件,太阳能,方向候选,太阳能,方向候选,两簇共享DSSC器件、染料敏化、TiO2光阳极及效率改进；簇360的固态及塑料基底DSSC与簇384补查的混合染料DSSC正文都覆盖电极、染料及器件性能，现有样本不支持稳定的材料/器件分界。钙钛矿光伏及太阳能制氢边界混入明确保留，不据合并宣称全簇纯净。
B361,361,电力知识处理与智能决策系统,M361,电力知识处理与智能决策系统,数字技术与测量,宽泛待细分,数字技术与测量,宽泛待细分,保留独立类群
B362,362,水泥混凝土性能与碳化,M362,水泥混凝土性能与碳化,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B363,363,非贵金属氧还原电催化材料,M363,非贵金属氧还原电催化材料,能源材料与电化学基础,方向候选,能源材料与电化学基础,方向候选,保留独立类群
B364,364,充电基础设施与公用事业接入政策混合,M364,充电基础设施与公用事业接入政策混合,能源政策与治理,混杂待重分,能源政策与治理,混杂待重分,保留独立类群
B365,365,多孔碳材料及储能环境应用,M365,多孔碳材料及储能环境应用,能源材料与电化学基础,宽泛待细分,能源材料与电化学基础,宽泛待细分,保留独立类群
B366,366,机械装配传动与电气部件混合,M366,机械装配传动与电气部件混合,制造与通用装置,混杂待重分,制造与通用装置,混杂待重分,保留独立类群
B367,367,荧光粉与掺杂发光材料,M367,荧光粉组分调控与发光性质,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,簇367多个中心标题均为Eu等离子掺杂荧光粉结构及发光性质，与簇403含正文的固溶体荧光粉及随机Dy/Sm样本一致。簇367现存样本多无摘要，决定以多个中心标题和可读旁证为限，不声称完成充分正文验证；有机发光、二维GaS及光催化混入保留在基础研究风险中。
B368,368,镉基硫族半导体与量子点,M368,镉基硫族半导体与量子点,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B369,369,有机场效应晶体管,M369,有机场效应晶体管,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B370,370,电力通信与无线传输装置,M370,电力通信与无线传输装置,数字技术与测量,宽泛待细分,数字技术与测量,宽泛待细分,保留独立类群
B371,371,功能纤维复合材料与织物,M371,功能纤维复合材料与织物,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B372,372,铁化合物反应与材料应用,M372,铁化合物反应与材料应用,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B373,373,铀钍及稀土分离提取,M373,铀钍及稀土分离提取,能源材料与电化学基础,宽泛待细分,能源材料与电化学基础,宽泛待细分,保留独立类群
B374,374,多体系二次电池材料与电解液综述,M374,多体系二次电池材料与电解液综述,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B375,375,电池状态测量与诊断装置,M375,电池状态测量与诊断装置,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B376,376,太阳辐射测量估算与大气影响,M376,太阳辐射测量估算与大气影响,太阳能,宽泛待细分,太阳能,宽泛待细分,保留独立类群
B377,377,电力节能与新能源应用泛论,M377,电力节能与新能源应用泛论,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B378,378,电源变流电路与电压控制装置,M378,电源变流电路与电压控制装置,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B379,379,电池包与模组结构装置,M379,电池包与模组结构装置,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B380,380,永磁同步电机设计与控制,M380,永磁同步电机设计与控制,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B381,381,电气设备散热冷却结构,M381,电气设备散热冷却结构,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B382,382,换热器热泵与储热装置混合,M382,换热器热泵与储热装置混合,热工与能效,混杂待重分,热工与能效,混杂待重分,保留独立类群
B383,383,纳米流体传热性质与强化,M383,纳米流体传热性质与强化,热工与能效,方向候选,热工与能效,方向候选,保留独立类群
B384,384,染料敏化太阳能电池材料与性能,M360,染料敏化太阳能电池材料与器件,太阳能,方向候选,太阳能,方向候选,两簇共享DSSC器件、染料敏化、TiO2光阳极及效率改进；簇360的固态及塑料基底DSSC与簇384补查的混合染料DSSC正文都覆盖电极、染料及器件性能，现有样本不支持稳定的材料/器件分界。钙钛矿光伏及太阳能制氢边界混入明确保留，不据合并宣称全簇纯净。
B385,385,锅炉蒸汽系统与汽轮机运行,M385,锅炉蒸汽系统与汽轮机运行,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B386,386,天然气管网供给与市场治理,M386,天然气管网供给与市场治理,化石能源,宽泛待细分,化石能源,宽泛待细分,保留独立类群
B387,387,光伏发电功率预测方法与装置,M387,光伏发电功率预测方法与装置,太阳能,方向候选,太阳能,方向候选,保留独立类群
B388,388,碳纳米管与碳基纳米复合材料,M388,碳纳米管、纳米纤维与功能复合材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,两簇主题词及多个中心/随机样本共同涉及CNT/CNF合成、聚合物包覆和电化学功能化；簇452补查专利正文支持CNT导电剂与复合纤维，与簇388的碳基纳米结构及电极应用一致。合并保留基础材料层级；簇388的无碳薄膜光伏及石墨烯等越界记录仍未修复，不能按全部计为碳纳米管热点证据。
B389,389,交通运输车辆与燃料效率,M389,交通运输车辆与燃料效率,交通与充电,宽泛待细分,交通与充电,宽泛待细分,保留独立类群
B390,390,电缆桥架支撑与线束安装,M390,电缆桥架支撑与线束安装,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B391,391,辐照材料损伤与稳定性,M391,辐照材料损伤与稳定性,核能与等离子体,宽泛待细分,核能与等离子体,宽泛待细分,保留独立类群
B392,392,感应电机运行控制与性能,M392,感应电机运行控制与性能,电力电子与电机,方向候选,电力电子与电机,方向候选,保留独立类群
B393,393,有机发光二极管与发光材料,M393,有机发光二极管与发光材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B394,394,风电机组变桨偏航与运行控制,M394,风电机组变桨偏航与运行控制,风能与水能海洋能源,方向候选,风能与水能海洋能源,方向候选,保留独立类群
B395,395,计算流体力学与多相流,M395,计算流体力学与多相流,热工与能效,关联基础研究,热工与能效,关联基础研究,保留独立类群
B396,396,开关谐振及功率调节电路,M396,开关谐振及功率调节电路,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B397,397,水力发电与水轮机系统,M397,水力发电与水轮机系统,风能与水能海洋能源,宽泛待细分,风能与水能海洋能源,宽泛待细分,保留独立类群
B398,398,电网电压无功与多目标运行优化,M398,电网电压无功与多目标运行优化,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B399,399,配位化学与分子晶体结构,M399,配位化学与分子晶体结构,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B400,400,电力负荷需求与电价预测,M400,电力负荷需求与电价预测,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B401,401,纳米材料热传导与热管理,M401,纳米材料热传导与热管理,热工与能效,关联基础研究,热工与能效,关联基础研究,保留独立类群
B402,402,转写词与文本质量干扰的跨学科混杂,M402,转写词与文本质量干扰的跨学科混杂,其他基础与关联学科,混杂待重分,其他基础与关联学科,混杂待重分,保留独立类群
B403,403,荧光粉发光性能与组分调控,M367,荧光粉组分调控与发光性质,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,簇367多个中心标题均为Eu等离子掺杂荧光粉结构及发光性质，与簇403含正文的固溶体荧光粉及随机Dy/Sm样本一致。簇367现存样本多无摘要，决定以多个中心标题和可读旁证为限，不声称完成充分正文验证；有机发光、二维GaS及光催化混入保留在基础研究风险中。
B404,404,风机发电装置与机舱结构,M404,风机发电装置与机舱结构,风能与水能海洋能源,宽泛待细分,风能与水能海洋能源,宽泛待细分,保留独立类群
B405,405,锌锆系及其他无机纳米材料,M405,锌锆系及其他无机纳米材料,能源材料与电化学基础,混杂待重分,能源材料与电化学基础,混杂待重分,保留独立类群
B406,406,可见光催化材料与反应,M406,可见光催化材料与反应,能源材料与电化学基础,宽泛待细分,能源材料与电化学基础,宽泛待细分,保留独立类群
B407,407,分类算法与跨领域技术文本混合,M407,分类算法与跨领域技术文本混合,数字技术与测量,混杂待重分,数字技术与测量,混杂待重分,保留独立类群
B408,408,期刊会议索引与出版信息,M408,期刊会议索引与出版信息,其他基础与关联学科,外围或非研究文本,其他基础与关联学科,外围或非研究文本,保留独立类群
B409,409,晶格声子热输运与热膨胀,M409,晶格声子热输运与热膨胀,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B410,410,汽车技术产品与零部件资讯,M410,汽车技术产品与零部件资讯,交通与充电,外围或非研究文本,交通与充电,外围或非研究文本,保留独立类群
B411,411,空调系统与能效控制装置,M411,空调系统与能效控制装置,热工与能效,方向候选,热工与能效,方向候选,保留独立类群
B412,412,群智能与多目标优化算法,M412,群智能与多目标优化算法,数字技术与测量,关联基础研究,数字技术与测量,关联基础研究,保留独立类群
B413,413,结构基础抗震与工程力学,M413,结构基础抗震与工程力学,制造与通用装置,关联基础研究,制造与通用装置,关联基础研究,保留独立类群
B414,414,水系锌电池负极及界面稳定,M414,水系锌电池负极及界面稳定,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B415,415,配电网重构与优化运行,M415,配电网重构与优化运行,电网与电力系统,方向候选,电网与电力系统,方向候选,保留独立类群
B416,416,氢氦在材料中的扩散与相互作用,M416,氢氦在材料中的扩散与相互作用,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B417,417,沸石硅基及多孔材料合成,M417,沸石硅基及多孔材料合成,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B418,418,清洗清扫与净化装置混合,M418,清洗清扫与净化装置混合,制造与通用装置,混杂待重分,制造与通用装置,混杂待重分,保留独立类群
B419,419,质子交换膜燃料电池运行与建模,M419,质子交换膜燃料电池运行与建模,氢能与燃料电池,方向候选,氢能与燃料电池,方向候选,保留独立类群
B420,420,电力故障检测定位及诊断,M101,电力设备与线路故障检测、定位和诊断,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,三簇共同研究电力设备及线路的信号特征、故障识别、定位与诊断；配电网电弧接地检测、光伏接入配网诊断和架空线路故障分类在对象及任务上重合。文献/专利表达差异不足以形成独立方向。合并仅消除这一层的重复，保留多设备宽泛状态；汽车传动、软开关控制及钢丝绳缺陷等越界样本未被重分。
B421,421,二次电池正极活性材料,M421,二次电池正极活性材料,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B422,422,多孔介质两相流与界面润湿,M422,多孔介质两相流与界面润湿,热工与能效,关联基础研究,热工与能效,关联基础研究,保留独立类群
B423,423,林木育种栽培与植物生产,M423,林木育种栽培与植物生产,生物质与资源循环,关联基础研究,生物质与资源循环,关联基础研究,保留独立类群
B424,424,二氧化钛晶相制备与复合材料,M308,二氧化钛纳米结构制备与基础应用,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,两簇均跨越TiO2形貌、晶相、表面制备及复合材料，随机/边界正文互相覆盖负载催化、碳复合电极和水热生长，没有稳定的纳米结构/晶相分界。合并保留关联基础研究属性；与光催化应用类群112/438仍有内容交叠，不能据此宣称目录已互斥或均为能源研究。
B425,425,晶体生长结构与性质,M425,晶体生长结构与性质,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B426,426,固体氧化物电解池与可逆电化学单元,M426,固体氧化物电解池与可逆电化学单元,氢能与燃料电池,方向候选,氢能与燃料电池,方向候选,保留独立类群
B427,427,通用信息管理与软件系统,M427,通用信息管理与软件系统,数字技术与测量,外围或非研究文本,数字技术与测量,外围或非研究文本,保留独立类群
B428,428,聚合物气凝胶与复合材料,M428,聚合物气凝胶与复合材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B429,429,碳化硅功率半导体器件,M429,碳化硅功率半导体器件,电力电子与电机,方向候选,电力电子与电机,方向候选,保留独立类群
B430,430,柴油机及多燃料内燃机性能,M430,柴油机及多燃料内燃机性能,化石能源,宽泛待细分,化石能源,宽泛待细分,保留独立类群
B431,431,配电网规划运行与配置方法,M431,配电网规划运行与配置方法,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B432,432,气候变化适应与社会经济政策,M432,气候变化适应与社会经济政策,碳与环境,宽泛待细分,碳与环境,宽泛待细分,保留独立类群
B433,433,硅系半导体加工与材料性质,M433,硅系半导体加工与材料性质,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B434,434,巡检机器人与自主移动装置,M434,巡检机器人与自主移动装置,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B435,435,太阳能光热及光伏光热系统,M435,太阳能光热及光伏光热系统,太阳能,宽泛待细分,太阳能,宽泛待细分,保留独立类群
B436,436,通用电气工程应用与技术资料,M436,通用电气工程应用与技术资料,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B437,437,废旧锂电池材料回收与修复工艺,M301,废旧锂电池回收、分离与材料再生,电化学储能,方向候选,电化学储能,方向候选,簇301文献与簇437专利均以废旧锂电池中锂及过渡金属回收、正负极分离和直接修复为目标；文献的回收综述、拆解过程与专利的浸出和再生工艺属于同一生命周期阶段。来源不同不另列方向；不并入一般有价金属浸出簇057或原生电极材料制备簇174。
B438,438,二氧化钛光催化与污染物降解,M112,二氧化钛光催化材料与反应,碳与环境,方向候选,能源材料与电化学基础,宽泛待细分,两簇均以TiO2基复合或改性光催化剂及活性提升为中心，标题样本的水净化和补查正文的加替沙星降解与簇438的有机污染物降解直接重合。没有稳定证据将材料改性与催化性能作为互斥类群。两簇仍含光电探测、制氢及其他边界记录，合并名称不限定为纯污染物降解，状态保留宽泛。
B439,439,固废电子废物回收与处置,M439,固废电子废物回收与处置,生物质与资源循环,宽泛待细分,生物质与资源循环,宽泛待细分,保留独立类群
B440,440,磁性材料与铁氧体磁学,M440,磁性材料与铁氧体磁学,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B441,441,电力系统电磁暂态与实时仿真,M441,电力系统电磁暂态与实时仿真,电网与电力系统,方向候选,电网与电力系统,方向候选,保留独立类群
B442,442,电池负极储能材料与储氢材料混合,M442,电池负极储能材料与储氢材料混合,能源材料与电化学基础,混杂待重分,能源材料与电化学基础,混杂待重分,保留独立类群
B443,443,电机驱动控制方法与装置,M443,电机驱动控制方法与装置,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B444,444,风电功率预测与状态监测混合,M444,风电功率预测与状态监测混合,风能与水能海洋能源,混杂待重分,风能与水能海洋能源,混杂待重分,保留独立类群
B445,445,风电光伏项目建设与扶持政策,M445,风电光伏项目建设与扶持政策,能源政策与治理,政策类群,能源政策与治理,政策类群,保留独立类群
B446,446,智能电表物联网与用能监测,M446,智能电表物联网与用能监测,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B447,447,钠离子电池电极材料,M447,钠离子电池电极材料,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B448,448,矿物岩石与黏土性质,M448,矿物岩石与黏土性质,其他基础与关联学科,关联基础研究,其他基础与关联学科,关联基础研究,保留独立类群
B449,449,电力设备数据诊断与异常检测,M449,电力设备数据诊断与异常检测,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B450,450,电气化铁路牵引与供电,M450,电气化铁路牵引与供电,交通与充电,方向候选,交通与充电,方向候选,保留独立类群
B451,451,铜基硫族薄膜与光伏吸收材料,M451,铜基硫族薄膜与光伏吸收材料,太阳能,方向候选,太阳能,方向候选,保留独立类群
B452,452,碳纳米管纳米纤维及功能化,M388,碳纳米管、纳米纤维与功能复合材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,两簇主题词及多个中心/随机样本共同涉及CNT/CNF合成、聚合物包覆和电化学功能化；簇452补查专利正文支持CNT导电剂与复合纤维，与簇388的碳基纳米结构及电极应用一致。合并保留基础材料层级；簇388的无碳薄膜光伏及石墨烯等越界记录仍未修复，不能按全部计为碳纳米管热点证据。
B453,453,二次电池电解液添加剂与配方,M453,二次电池电解液添加剂与配方,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B454,454,能源专项监管与企业整改公告,M454,能源专项监管与企业整改公告,能源政策与治理,政策类群,能源政策与治理,政策类群,保留独立类群
B455,455,建筑能效与居民供热用能,M455,建筑能效与居民供热用能,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B456,456,通用计算硬件接口与电子系统,M456,通用计算硬件接口与电子系统,数字技术与测量,关联基础研究,数字技术与测量,关联基础研究,保留独立类群
B457,457,雷电电磁场与天体物理混合,M457,雷电电磁场与天体物理混合,其他基础与关联学科,混杂待重分,其他基础与关联学科,混杂待重分,保留独立类群
B458,458,电力扰动孤岛及异常识别算法,M458,电力扰动孤岛及异常识别算法,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B459,459,电力安全风险与故障预警系统,M459,电力安全风险与故障预警系统,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B460,460,水资源调度灌溉与水能利用,M460,水资源调度灌溉与水能利用,风能与水能海洋能源,宽泛待细分,风能与水能海洋能源,宽泛待细分,保留独立类群
B461,461,电池单体壳体与组件结构,M461,电池单体壳体与组件结构,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B462,462,液压泵阀与流体传动,M462,液压泵阀与流体传动,制造与通用装置,宽泛待细分,制造与通用装置,宽泛待细分,保留独立类群
B463,463,电力系统暂态电压与稳定性分析,M463,电力系统暂态电压与稳定性分析,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B464,464,风光储及混合能源系统配置,M464,风光储及混合能源系统配置,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B465,465,电机制造与通用装配装置混合,M465,电机制造与通用装配装置混合,制造与通用装置,混杂待重分,制造与通用装置,混杂待重分,保留独立类群
B466,466,聚合物电解质与电池隔膜制备,M048,电池隔膜、聚合物电解质与粘结剂,电化学储能,宽泛待细分,电化学储能,宽泛待细分,两簇均反复出现锂电池复合隔膜、原位聚合或凝胶电解质及聚合物粘结剂；例如芳纶涂覆隔膜与LATP涂层隔膜、立构复合电解质与静电纺丝凝胶电解质。无法据此建立稳定的隔膜/电解质分界，合并为已有宽泛材料类群；不并入专门的固态电解质簇049。通用胶带等边界混入仍保留风险标记。
B467,467,木材加工与木质资源利用,M467,木材加工与木质资源利用,生物质与资源循环,宽泛待细分,生物质与资源循环,宽泛待细分,保留独立类群
B468,468,污染物吸附氧化与分离,M468,污染物吸附氧化与分离,碳与环境,宽泛待细分,碳与环境,宽泛待细分,保留独立类群
B469,469,电极组件与活性材料加工,M469,电极组件与活性材料加工,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B470,470,电网状态估计相量测量与系统分析,M470,电网状态估计相量测量与系统分析,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B471,471,气固流动分离与杂项工艺混合,M471,气固流动分离与杂项工艺混合,热工与能效,混杂待重分,热工与能效,混杂待重分,保留独立类群
B472,472,钛合金陶瓷与MAX相材料,M472,钛合金陶瓷与MAX相材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B473,473,电场空间电荷与界面建模,M473,电场空间电荷与界面建模,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B474,474,电催化制氨与氮循环反应,M474,电催化制氨与氮循环反应,氢能与燃料电池,宽泛待细分,氢能与燃料电池,宽泛待细分,保留独立类群
B475,475,超导电力装置与故障限流,M475,超导电力装置与故障限流,电网与电力系统,方向候选,电网与电力系统,方向候选,保留独立类群
B476,476,区域供热预测与热系统建模,M476,区域供热预测与热系统建模,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B477,477,潜热及热化学储热系统,M477,潜热及热化学储热系统,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B478,478,功率因数校正与变流器电流控制,M478,功率因数校正与变流器电流控制,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B479,479,新能源汽车产业与推广政策,M479,新能源汽车产业与推广政策,能源政策与治理,政策类群,能源政策与治理,政策类群,保留独立类群
B480,480,燃料电池电堆与系统装置,M480,燃料电池电堆与系统装置,氢能与燃料电池,宽泛待细分,氢能与燃料电池,宽泛待细分,保留独立类群
B481,481,网络攻击检测与信息安全,M481,网络攻击检测与信息安全,数字技术与测量,宽泛待细分,数字技术与测量,宽泛待细分,保留独立类群
B482,482,燃料电池技术与固体氧化物电池,M482,燃料电池技术与固体氧化物电池,氢能与燃料电池,宽泛待细分,氢能与燃料电池,宽泛待细分,保留独立类群
B483,483,电力储能系统集成与运行装置,M483,电力储能系统集成与运行装置,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B484,484,风力机叶片塔架与气动结构,M484,风力机叶片塔架与气动结构,风能与水能海洋能源,方向候选,风能与水能海洋能源,方向候选,保留独立类群
B485,485,多电平逆变器拓扑与调制,M485,多电平逆变器拓扑与调制,电力电子与电机,方向候选,电力电子与电机,方向候选,保留独立类群
B486,486,二氧化碳地质封存与驱油,M486,二氧化碳地质封存与驱油,碳与环境,方向候选,碳与环境,方向候选,保留独立类群
B487,487,焦炭钙基反应与无机工艺材料混合,M487,焦炭钙基反应与无机工艺材料混合,能源材料与电化学基础,混杂待重分,能源材料与电化学基础,混杂待重分,保留独立类群
B488,488,钢铁合金腐蚀与耐蚀性能,M488,钢铁合金腐蚀与耐蚀性能,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B489,489,工业废水处理与电化学净化,M489,工业废水处理与电化学净化,碳与环境,方向候选,碳与环境,方向候选,保留独立类群
B490,490,节能审查与碳排放评价政策,M490,节能审查与碳排放评价政策,能源政策与治理,政策类群,能源政策与治理,政策类群,保留独立类群
B491,491,抗菌生物医用纳米材料,M491,抗菌生物医用纳米材料,其他基础与关联学科,外围或非研究文本,其他基础与关联学科,外围或非研究文本,保留独立类群
B492,492,电机绕组线圈与电磁部件,M492,电机绕组线圈与电磁部件,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B493,493,燃气轮机与航空发动机装置,M493,燃气轮机与航空发动机装置,化石能源,宽泛待细分,化石能源,宽泛待细分,保留独立类群
B494,494,微生物燃料电池与生物产电,M494,微生物燃料电池与生物产电,生物质与资源循环,方向候选,生物质与资源循环,方向候选,保留独立类群
B495,495,半导体光电探测器,M495,半导体光电探测器,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B496,496,电催化氧化还原与催化材料综述,M496,电催化氧化还原与催化材料综述,能源材料与电化学基础,宽泛待细分,能源材料与电化学基础,宽泛待细分,保留独立类群
B497,497,配电系统供电设备与可靠性,M497,配电系统供电设备与可靠性,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B498,498,锂钠储能负极纳米材料,M498,锂钠储能负极纳米材料,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B499,499,能源发展可及性与能源贫困,M499,能源发展可及性与能源贫困,能源政策与治理,宽泛待细分,能源政策与治理,宽泛待细分,保留独立类群
