merged_topic_id,name,domain,status,raw_clusters,raw_cluster_count,documents,papers,patents_2026,policies,review_note,merge_reason
M236,软开关谐振与交流变换器,电力电子与电机,宽泛待细分,B236,1,16314,16271,43,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M237,热电发电器件与热设计,热工与能效,方向候选,B237,1,15510,15460,50,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M238,氢能供给加氢与系统集成,氢能与燃料电池,宽泛待细分,B238,1,9506,9352,154,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M239,分布式光伏部署与技术经济,太阳能,宽泛待细分,B239,1,25476,25455,8,13,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M240,农业农村经济与资源发展,其他基础与关联学科,关联基础研究,B240,1,9622,9622,0,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M241,高温及绝缘陶瓷制备,能源材料与电化学基础,宽泛待细分,B241,1,10654,10581,73,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M242,薄膜晶体管与有机电子器件,电力电子与电机,关联基础研究,B242,1,8328,8327,1,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M243,有机半导体供受体与分子器件材料,能源材料与电化学基础,关联基础研究,B243,1,13905,13889,16,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。正文涵盖晶体管及跨器件分子材料；调整到关联基础研究领域。,保留独立类群
M244,文摘索引与教学资料记录,其他基础与关联学科,外围或非研究文本,B244,1,5706,5705,1,0,初审查看全簇主题词及中心/随机样本题名；外围学科、资讯、书目或模板记录占据显著主题特征；本轮保留追溯，不直接用于热点计数。,保留独立类群
M245,生物油热解与燃料升级,生物质与资源循环,方向候选,B245,1,14285,14236,49,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M246,电驱控制器与机电集成装置,电力电子与电机,宽泛待细分,B246,1,2147,144,2003,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M247,碳基超级电容器电极,电化学储能,方向候选,B247,1,12765,12756,9,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M248,虚拟电厂资源聚合与调度,电网与电力系统,方向候选,B248,1,2410,1715,676,19,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M249,镍锰及多种无机功能材料,能源材料与电化学基础,混杂待重分,B249,1,12777,12701,76,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M250,电力安全生产与应急政策,能源政策与治理,政策类群,B250,1,1010,662,6,342,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M251,磁性材料磁路与磁场基础,能源材料与电化学基础,宽泛待细分,B251,1,13183,13053,130,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M252,热力循环余热与联供系统,热工与能效,宽泛待细分,B252,1,10693,10659,29,5,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M253,充电站选址与充电调度,交通与充电,方向候选,B253,1,11931,11871,60,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M254,热泵与区域供热供冷,热工与能效,宽泛待细分,B254,1,14325,14275,47,3,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M255,二氧化碳加氢与多类催化反应,碳与环境,宽泛待细分,B255,1,13097,13094,3,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M256,电催化析氢与界面调控,氢能与燃料电池,方向候选,B256,1,16820,16798,22,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M257,锂离子电池电极材料,电化学储能,宽泛待细分,B257,1,16377,16366,11,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M258,磁电耦合与自旋极化基础,能源材料与电化学基础,关联基础研究,B258,1,11740,11738,2,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M259,固体氧化物燃料电池,氢能与燃料电池,方向候选,B259,1,13625,13564,61,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M260,综合能源系统协同管理与优化调度,电网与电力系统,宽泛待细分,"B260,B300",2,21587,20343,1234,10,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。主任务为综合能源调度，仍包含太阳能烹饪、交通充放电等边界。；初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,两簇的文献及专利中心共同涉及综合能源系统、多能源互补、需求响应、能量枢纽与多目标调度；簇260两篇文献和簇300中心正文研究任务直接重合。合并为同层的宽泛综合能源系统方向，不再扩并微电网协调、储能控制等其他类群；太阳能烹饪、公交充放电等边界混入仍未逐条修复。
M261,锂硫电池正极与多硫化物调控,电化学储能,方向候选,B261,1,9045,9031,14,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M262,电压电流检测与校验电路,数字技术与测量,宽泛待细分,B262,1,3438,751,2687,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M263,保护电路与开关控制,电力电子与电机,宽泛待细分,B263,1,3423,578,2845,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M264,电池外壳盖板与封装,电化学储能,方向候选,B264,1,4084,24,4060,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M265,碳基氧还原及单原子催化,能源材料与电化学基础,宽泛待细分,B265,1,15435,15433,2,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M266,绿色发展可持续性与绿色金融,能源政策与治理,宽泛待细分,B266,1,17075,17068,5,2,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M267,覆冰冻结与除冰传热,热工与能效,宽泛待细分,B267,1,4320,4185,135,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M268,燃料电池质子交换膜,氢能与燃料电池,方向候选,B268,1,12065,12038,27,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M269,通用数学方程与数值方法,其他基础与关联学科,关联基础研究,B269,1,15513,15497,16,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M271,液冷流体通道与杂项机电装置,热工与能效,混杂待重分,B271,1,2266,112,2154,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M272,有机发光与分子光物理材料,能源材料与电化学基础,关联基础研究,B272,1,14392,14381,11,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M273,翼型螺旋桨与航空气动,其他基础与关联学科,关联基础研究,B273,1,15760,15724,36,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M274,沼气及多路线生物燃料,生物质与资源循环,宽泛待细分,B274,1,16297,16231,66,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M275,高分子绝缘与复合材料混合,能源材料与电化学基础,混杂待重分,B275,1,9354,9320,34,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M276,电机调制谐波与转矩控制,电力电子与电机,宽泛待细分,B276,1,3745,1119,2626,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M277,电缆结构材料与敷设,电网与电力系统,宽泛待细分,B277,1,3836,486,3350,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M278,风电发电机与并网控制,风能与水能海洋能源,方向候选,B278,1,16233,16009,224,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M279,锂离子电池负极材料,电化学储能,方向候选,B279,1,26999,26996,3,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M280,分子生物学与医学机制,其他基础与关联学科,外围或非研究文本,B280,1,10207,10200,7,0,初审查看全簇主题词及中心/随机样本题名；外围学科、资讯、书目或模板记录占据显著主题特征；本轮保留追溯，不直接用于热点计数。,保留独立类群
M281,整体电催化水分解,氢能与燃料电池,方向候选,B281,1,14452,14446,6,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M282,光伏支架与组件机械固定,太阳能,方向候选,B282,1,2911,27,2884,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M283,航空器无人机设计与飞控,其他基础与关联学科,关联基础研究,B283,1,13177,13083,94,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M284,电机磁路转子与铁芯设计,电力电子与电机,宽泛待细分,B284,1,3590,286,3304,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M285,金融投资与风险经济,其他基础与关联学科,关联基础研究,B285,1,12682,12682,0,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M286,油路液压与油浸电气装置,制造与通用装置,混杂待重分,B286,1,1346,176,1170,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M287,能源标准化许可与专项监管,能源政策与治理,宽泛待细分,B287,1,1392,851,0,541,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M288,热泵换热器与热管理设计,热工与能效,宽泛待细分,B288,1,14081,14072,9,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M289,燃料电池铂基催化剂,氢能与燃料电池,方向候选,B289,1,14780,14704,76,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M290,核裂变聚变与核电工程,核能与等离子体,宽泛待细分,B290,1,10015,9522,489,4,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M291,多体系电池配方与器件,电化学储能,混杂待重分,B291,1,4664,1914,2750,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M292,锌基硫族及氧化物薄膜,能源材料与电化学基础,关联基础研究,B292,1,13475,13474,1,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M293,铁氧化物磁性纳米材料,能源材料与电化学基础,关联基础研究,B293,1,16529,16510,19,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M294,瓶装液化石油气价格政策,能源政策与治理,政策类群,B294,1,219,39,0,180,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M295,仿真软件硬件在环与教学平台,数字技术与测量,宽泛待细分,B295,1,10745,10578,167,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M296,电池系统管理与全寿命利用,电化学储能,宽泛待细分,B296,1,11095,11028,65,2,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M297,电池管理与均衡控制,电化学储能,方向候选,B297,1,4459,1695,2764,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M298,光学薄膜与发光表征,能源材料与电化学基础,关联基础研究,B298,1,11125,11114,11,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M299,供水管网水力状态与节能调度,热工与能效,方向候选,B299,1,6928,6223,705,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M301,废旧锂电池回收、分离与材料再生,电化学储能,方向候选,"B301,B437",2,9705,8342,1363,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,簇301文献与簇437专利均以废旧锂电池中锂及过渡金属回收、正负极分离和直接修复为目标；文献的回收综述、拆解过程与专利的浸出和再生工艺属于同一生命周期阶段。来源不同不另列方向；不并入一般有价金属浸出簇057或原生电极材料制备簇174。
M302,场效应晶体管结构与建模,电力电子与电机,宽泛待细分,B302,1,13401,13374,27,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M303,温度测量监测与温控装置,数字技术与测量,宽泛待细分,B303,1,3275,1789,1486,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M304,出版商模板干扰的多能源文本,其他基础与关联学科,混杂待重分,B304,1,11546,11545,1,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。主题词受波兰语出版商介绍模板主导，实际题名横跨能源方向。,保留独立类群
M305,半导体离子注入与辐照缺陷,能源材料与电化学基础,关联基础研究,B305,1,9382,9373,9,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M306,制冷循环与余热驱动制冷,热工与能效,宽泛待细分,B306,1,9250,9249,1,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M307,照明灯具与光学部件,电力电子与电机,宽泛待细分,B307,1,6209,5124,1084,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M308,二氧化钛纳米结构制备与基础应用,能源材料与电化学基础,关联基础研究,"B308,B424",2,35871,35810,61,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,两簇均跨越TiO2形貌、晶相、表面制备及复合材料，随机/边界正文互相覆盖负载催化、碳复合电极和水热生长，没有稳定的纳米结构/晶相分界。合并保留关联基础研究属性；与光催化应用类群112/438仍有内容交叠，不能据此宣称目录已互斥或均为能源研究。
M309,电气设备防护监测及杂项装置,电网与电力系统,混杂待重分,B309,1,3201,255,2946,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M310,电能质量谐波检测与信号分析,电网与电力系统,方向候选,B310,1,16819,16765,54,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M311,对流換热与换热器热工分析,热工与能效,宽泛待细分,B311,1,16047,16033,14,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M312,变电站自动化与电网监控,电网与电力系统,宽泛待细分,B312,1,12795,12338,457,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M313,电动车辆及充电系统装置,交通与充电,宽泛待细分,B313,1,2972,1154,1817,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M314,复合氧化物合成与电化学性质,能源材料与电化学基础,混杂待重分,B314,1,11324,11148,176,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M315,变换器与电机变压器保护混合,电力电子与电机,混杂待重分,B315,1,14658,14596,62,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。补查随机正文含起动发电机、避雷器与熔断保护；标为混杂。,保留独立类群
M316,书目碎片封面与其他非研究文本,其他基础与关联学科,外围或非研究文本,B316,1,6537,6532,4,1,初审查看全簇主题词及中心/随机样本题名；外围学科、资讯、书目或模板记录占据显著主题特征；本轮保留追溯，不直接用于热点计数。,保留独立类群
M317,电力系统频率控制及通用控制方法,电网与电力系统,混杂待重分,B317,1,10931,10930,1,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M318,多体系电催化剂与电池材料制备,能源材料与电化学基础,混杂待重分,B318,1,3340,453,2887,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M319,中国能源转型与区域低碳经济,能源政策与治理,宽泛待细分,B319,1,15780,15775,0,5,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M320,多种燃料燃烧与排放评估,化石能源,宽泛待细分,B320,1,11440,11440,0,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M321,溶剂萃取与化学分离,能源材料与电化学基础,关联基础研究,B321,1,12305,12302,3,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M322,时钟同步与时延建模,数字技术与测量,关联基础研究,B322,1,9119,8930,189,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M323,等离子体动力学与磁约束,核能与等离子体,宽泛待细分,B323,1,12568,12567,1,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M324,二氧化碳捕集材料与工艺,碳与环境,宽泛待细分,B324,1,12392,11837,555,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M325,海上风电平台与波浪能装置,风能与水能海洋能源,混杂待重分,B325,1,4346,3311,1034,1,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M327,硫化物固态电解质与锂硫材料混合,电化学储能,混杂待重分,B327,1,1935,730,1205,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M328,林业经营与森林资源利用,生物质与资源循环,宽泛待细分,B328,1,14598,14587,10,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M329,多体系纳米结构与复合材料,能源材料与电化学基础,关联基础研究,B329,1,12936,12835,101,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M330,锅炉气化与工业余热回收装置,热工与能效,混杂待重分,B330,1,2931,612,2319,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M331,心血管及其他临床医学研究,其他基础与关联学科,外围或非研究文本,B331,1,8163,8159,4,0,初审查看全簇主题词及中心/随机样本题名；外围学科、资讯、书目或模板记录占据显著主题特征；本轮保留追溯，不直接用于热点计数。,保留独立类群
M332,风速与风电出力预测,风能与水能海洋能源,方向候选,B332,1,11190,11151,39,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M333,太阳能集热器与光热利用,太阳能,宽泛待细分,B333,1,17057,17041,14,2,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M334,电机驱动与机械传动装置,电力电子与电机,宽泛待细分,B334,1,2664,982,1682,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M335,太阳能界面蒸发与海水淡化,太阳能,方向候选,B335,1,11568,11498,70,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M336,能效标识与多类财税结算政策混合,能源政策与治理,混杂待重分,B336,1,387,125,0,262,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。能效标识主题词与结算/税费政策样本不一致，需检查正文清洗和细分。,保留独立类群
M337,可编程芯片与实时硬件实现,数字技术与测量,宽泛待细分,B337,1,9114,8990,124,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M338,网格数值计算与跨领域仿真混合,其他基础与关联学科,混杂待重分,B338,1,9497,9497,0,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M339,钴基氧化物电催化与储能材料,能源材料与电化学基础,宽泛待细分,B339,1,10777,10687,90,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M340,供电连接与电源电路装置,电力电子与电机,宽泛待细分,B340,1,2363,355,2008,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M341,硅碳负极材料与制备,电化学储能,方向候选,B341,1,1658,205,1453,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M342,光伏跟踪与太阳能装置控制,太阳能,宽泛待细分,B342,1,5530,3983,1547,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M343,相变储热材料与传热增强,热工与能效,方向候选,B343,1,13098,12650,448,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M344,关键矿产供给与采矿资源,其他基础与关联学科,关联基础研究,B344,1,10313,10308,4,1,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M345,甲醇电氧化与贵金属催化剂,氢能与燃料电池,方向候选,B345,1,14461,14381,80,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M346,层状二维材料电子及声子性质,能源材料与电化学基础,关联基础研究,B346,1,15793,15792,1,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M347,生物质热解气化与水热转化,生物质与资源循环,宽泛待细分,B347,1,13776,13764,12,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M348,锂电池热行为与安全机制,电化学储能,宽泛待细分,B348,1,16111,16104,7,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M349,电池热管理排气与壳体安全装置,电化学储能,宽泛待细分,B349,1,2112,13,2099,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M350,共轭高分子与光电复合材料,能源材料与电化学基础,关联基础研究,B350,1,10840,10825,15,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M351,离子交换膜传输及电化学应用,能源材料与电化学基础,宽泛待细分,B351,1,9503,9378,125,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M352,欧洲能源转型与一般区域政治混合,能源政策与治理,混杂待重分,B352,1,9828,9827,0,1,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。补查包含欧土塞浦路斯一般政治及会议日程，不能直接计为能源政策。,保留独立类群
M353,智能电网信息安全与韧性,电网与电力系统,宽泛待细分,B353,1,8874,8797,77,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M354,二硫化钼等二维材料与器件,能源材料与电化学基础,关联基础研究,B354,1,11574,11551,23,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
