category_id,topic_id,top_keywords,top_keyword_ids,top_keyword_weights,active,paper_documents,train_documents,validation_documents,replay_documents,name,domain,status,analysis_scope,uniform_assigned_papers
N0282,281,Nanoporous | Nanopore | Tafel equation | Specific surface area | Catalysis | Composite material | Physisorption | Lithography | Nanoscopic scale | Nanometre | Oxidizing agent | Microelectrode | Electron energy loss spectroscopy | Etching (microfabrication) | Electrochemical energy storage,https://openalex.org/keywords/nanoporous | https://openalex.org/keywords/nanopore | https://openalex.org/keywords/tafel-equation | https://openalex.org/keywords/specific-surface-area | https://openalex.org/keywords/catalysis | https://openalex.org/keywords/composite-material | https://openalex.org/keywords/physisorption | https://openalex.org/keywords/lithography | https://openalex.org/keywords/nanoscopic-scale | https://openalex.org/keywords/nanometre | https://openalex.org/keywords/oxidizing-agent | https://openalex.org/keywords/microelectrode | https://openalex.org/keywords/electron-energy-loss-spectroscopy | https://openalex.org/keywords/etching | https://openalex.org/keywords/electrochemical-energy-storage,10.0798 | 0.761297 | 0.157565 | 0.150788 | 0.115653 | 0.0996301 | 0.0944089 | 0.0846587 | 0.0832872 | 0.0828003 | 0.0767019 | 0.0739156 | 0.0668816 | 0.066809 | 0.0665757,True,271,245,10,16,Nanoporous / Nanopore / Tafel equation,待主题范围审阅,NMF关键词主题,待主题范围审阅,269
N0283,282,Solvent | Organic chemistry | Solvation | Amine gas treating | Toluene | Solvent extraction | Morphology (biology) | Acetonitrile | Acetone | Dimethylformamide | Solvent effects | Organic solvent | Propylene carbonate | Dichloromethane | Dimethyl sulfoxide,https://openalex.org/keywords/solvent | https://openalex.org/keywords/organic-chemistry | https://openalex.org/keywords/solvation | https://openalex.org/keywords/amine-gas-treating | https://openalex.org/keywords/toluene | https://openalex.org/keywords/solvent-extraction | https://openalex.org/keywords/morphology | https://openalex.org/keywords/acetonitrile | https://openalex.org/keywords/acetone | https://openalex.org/keywords/dimethylformamide | https://openalex.org/keywords/solvent-effects | https://openalex.org/keywords/organic-solvent | https://openalex.org/keywords/propylene-carbonate | https://openalex.org/keywords/dichloromethane | https://openalex.org/keywords/dimethyl-sulfoxide,10.1028 | 0.986208 | 0.835893 | 0.812545 | 0.778299 | 0.567919 | 0.495462 | 0.391438 | 0.288449 | 0.263743 | 0.2634 | 0.250652 | 0.25054 | 0.246981 | 0.241927,True,250,201,22,27,Solvent / Organic chemistry / Solvation,待主题范围审阅,NMF关键词主题,待主题范围审阅,251
N0284,283,Crystallization | Phase-change memory | Isothermal process | Polycrystalline silicon | Grain size | Energy conversion efficiency | Germanium | Crystal growth | Supersaturation | Thermodynamics | Phase diagram | Glass transition | Glass-ceramic | Sol-gel | Solid solution,https://openalex.org/keywords/crystallization | https://openalex.org/keywords/phase-change-memory | https://openalex.org/keywords/isothermal-process | https://openalex.org/keywords/polycrystalline-silicon | https://openalex.org/keywords/grain-size | https://openalex.org/keywords/energy-conversion-efficiency | https://openalex.org/keywords/germanium | https://openalex.org/keywords/crystal-growth | https://openalex.org/keywords/supersaturation | https://openalex.org/keywords/thermodynamics | https://openalex.org/keywords/phase-diagram | https://openalex.org/keywords/glass-transition | https://openalex.org/keywords/glass-ceramic | https://openalex.org/keywords/sol-gel | https://openalex.org/keywords/solid-solution,10.9392 | 0.45661 | 0.303404 | 0.261194 | 0.257701 | 0.193065 | 0.184762 | 0.177882 | 0.168683 | 0.167167 | 0.162974 | 0.139727 | 0.139617 | 0.130274 | 0.127178,True,225,176,20,29,Crystallization / Phase-change memory / Isothermal process,待主题范围审阅,NMF关键词主题,待主题范围审阅,224
N0285,284,Impurity | Metallurgy | Refining (metallurgy) | Ingot | Atomic physics | Chemistry | Getter | Alcator C-Mod | Jet (fluid) | Slag (welding) | Ionization | Crystallographic defect | Electron paramagnetic resonance | Hall effect | Mössbauer spectroscopy,https://openalex.org/keywords/impurity | https://openalex.org/keywords/metallurgy | https://openalex.org/keywords/refining | https://openalex.org/keywords/ingot | https://openalex.org/keywords/atomic-physics | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/getter | https://openalex.org/keywords/alcator-c-mod | https://openalex.org/keywords/jet | https://openalex.org/keywords/slag | https://openalex.org/keywords/ionization | https://openalex.org/keywords/crystallographic-defect | https://openalex.org/keywords/electron-paramagnetic-resonance | https://openalex.org/keywords/hall-effect | https://openalex.org/keywords/mössbauer-spectroscopy,9.40787 | 0.298259 | 0.257647 | 0.249259 | 0.239501 | 0.205213 | 0.166875 | 0.16661 | 0.153898 | 0.137437 | 0.128864 | 0.12803 | 0.123834 | 0.122452 | 0.1222,True,284,246,10,28,Impurity / Metallurgy / Refining (metallurgy),待主题范围审阅,NMF关键词主题,待主题范围审阅,284
N0286,285,Tungsten | Metallurgy | Tungsten carbide | Deuterium | Helium | Divertor | Carbide | Tungsten trioxide | Tungsten disulfide | Tungsten oxide | Fusion power | Fluence | Heat flux | Tungstate | Beryllium,https://openalex.org/keywords/tungsten | https://openalex.org/keywords/metallurgy | https://openalex.org/keywords/tungsten-carbide | https://openalex.org/keywords/deuterium | https://openalex.org/keywords/helium | https://openalex.org/keywords/divertor | https://openalex.org/keywords/carbide | https://openalex.org/keywords/tungsten-trioxide | https://openalex.org/keywords/tungsten-disulfide | https://openalex.org/keywords/tungsten-oxide | https://openalex.org/keywords/fusion-power | https://openalex.org/keywords/fluence | https://openalex.org/keywords/heat-flux | https://openalex.org/keywords/tungstate | https://openalex.org/keywords/beryllium,8.64493 | 0.918628 | 0.763243 | 0.625086 | 0.620239 | 0.538954 | 0.523353 | 0.506022 | 0.414037 | 0.377371 | 0.361012 | 0.356709 | 0.22431 | 0.189311 | 0.177758,True,292,252,9,31,Tungsten / Metallurgy / Tungsten carbide,待主题范围审阅,NMF关键词主题,待主题范围审阅,292
N0287,286,Leaching (pedology) | Sulfuric acid | Chemistry | Roasting | Inorganic chemistry | Bioleaching | Hydrometallurgy | Lixiviant | Hydrochloric acid | Reagent | Sulfate | Selective leaching | Pyrite | Rare earth | Hydrogen peroxide,https://openalex.org/keywords/leaching | https://openalex.org/keywords/sulfuric-acid | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/roasting | https://openalex.org/keywords/inorganic-chemistry | https://openalex.org/keywords/bioleaching | https://openalex.org/keywords/hydrometallurgy | https://openalex.org/keywords/lixiviant | https://openalex.org/keywords/hydrochloric-acid | https://openalex.org/keywords/reagent | https://openalex.org/keywords/sulfate | https://openalex.org/keywords/selective-leaching | https://openalex.org/keywords/pyrite | https://openalex.org/keywords/rare-earth | https://openalex.org/keywords/hydrogen-peroxide,10.2043 | 2.5008 | 1.78488 | 1.26871 | 1.26701 | 1.21007 | 1.06416 | 0.812021 | 0.637066 | 0.540502 | 0.491221 | 0.465973 | 0.424029 | 0.406465 | 0.396001,True,430,332,37,61,Leaching (pedology) / Sulfuric acid / Chemistry,待主题范围审阅,NMF关键词主题,待主题范围审阅,431
N0288,287,Investment (military) | Finance | Profitability index | Industrial organization | Investment decisions | Payback period | Net present value | Return on investment | Foreign direct investment | Cash flow | Capital (architecture) | Competition (biology) | Private sector | Climate Finance | Natural resource economics,https://openalex.org/keywords/investment | https://openalex.org/keywords/finance | https://openalex.org/keywords/profitability-index | https://openalex.org/keywords/industrial-organization | https://openalex.org/keywords/investment-decisions | https://openalex.org/keywords/payback-period | https://openalex.org/keywords/net-present-value | https://openalex.org/keywords/return-on-investment | https://openalex.org/keywords/foreign-direct-investment | https://openalex.org/keywords/cash-flow | https://openalex.org/keywords/capital | https://openalex.org/keywords/competition | https://openalex.org/keywords/private-sector | https://openalex.org/keywords/climate-finance | https://openalex.org/keywords/natural-resource-economics,10.7603 | 1.24002 | 0.857306 | 0.689289 | 0.628641 | 0.49427 | 0.491596 | 0.422422 | 0.379156 | 0.303667 | 0.288111 | 0.252591 | 0.215352 | 0.214888 | 0.214327,True,313,241,18,54,Investment (military) / Finance / Profitability index,待主题范围审阅,NMF关键词主题,待主题范围审阅,308
N0289,288,Desorption | Thermal desorption | Thermal desorption spectroscopy | Chemistry | Inorganic chemistry | Deuterium | Carbon monoxide | Chromatography | Amine gas treating | Physical chemistry | Hydrotalcite | Chemisorption | Montmorillonite | Magnesium hydride | Disproportionation,https://openalex.org/keywords/desorption | https://openalex.org/keywords/thermal-desorption | https://openalex.org/keywords/thermal-desorption-spectroscopy | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/inorganic-chemistry | https://openalex.org/keywords/deuterium | https://openalex.org/keywords/carbon-monoxide | https://openalex.org/keywords/chromatography | https://openalex.org/keywords/amine-gas-treating | https://openalex.org/keywords/physical-chemistry | https://openalex.org/keywords/hydrotalcite | https://openalex.org/keywords/chemisorption | https://openalex.org/keywords/montmorillonite | https://openalex.org/keywords/magnesium-hydride | https://openalex.org/keywords/disproportionation,10.5689 | 0.72492 | 0.618093 | 0.61733 | 0.523551 | 0.507595 | 0.275617 | 0.208931 | 0.207949 | 0.15491 | 0.112469 | 0.109574 | 0.1016 | 0.0948277 | 0.0833256,True,189,172,5,12,Desorption / Thermal desorption / Thermal desorption spectroscopy,待主题范围审阅,NMF关键词主题,待主题范围审阅,188
N0290,289,Computer network | Real-time computing | Wireless sensor network | Network packet | Distributed computing | Channel (broadcasting) | Telecommunications | Node (physics) | Wireless network | The Internet | Quality of service | Routing (electronic design automation) | Throughput | Ethernet | Protocol (science),https://openalex.org/keywords/computer-network | https://openalex.org/keywords/real-time-computing | https://openalex.org/keywords/wireless-sensor-network | https://openalex.org/keywords/network-packet | https://openalex.org/keywords/distributed-computing | https://openalex.org/keywords/channel | https://openalex.org/keywords/telecommunications | https://openalex.org/keywords/node | https://openalex.org/keywords/wireless-network | https://openalex.org/keywords/the-internet | https://openalex.org/keywords/quality-of-service | https://openalex.org/keywords/routing | https://openalex.org/keywords/throughput | https://openalex.org/keywords/ethernet | https://openalex.org/keywords/protocol,8.08267 | 1.70328 | 1.62641 | 1.58878 | 1.50214 | 1.32604 | 1.26411 | 1.24143 | 1.14362 | 1.1183 | 0.842979 | 0.818312 | 0.783316 | 0.691669 | 0.5854,True,410,353,25,32,Computer network / Real-time computing / Wireless sensor network,待主题范围审阅,NMF关键词主题,待主题范围审阅,411
N0291,290,Surface modification | Combinatorial chemistry | Biocompatibility | Grafting | Silane | Amine gas treating | Epoxy | Nanopore | Contact angle | Triethoxysilane | Surface (topology) | Magnetic nanoparticles | Surface energy | Iron oxide nanoparticles | Dispersity,https://openalex.org/keywords/surface-modification | https://openalex.org/keywords/combinatorial-chemistry | https://openalex.org/keywords/biocompatibility | https://openalex.org/keywords/grafting | https://openalex.org/keywords/silane | https://openalex.org/keywords/amine-gas-treating | https://openalex.org/keywords/epoxy | https://openalex.org/keywords/nanopore | https://openalex.org/keywords/contact-angle | https://openalex.org/keywords/triethoxysilane | https://openalex.org/keywords/surface | https://openalex.org/keywords/magnetic-nanoparticles | https://openalex.org/keywords/surface-energy | https://openalex.org/keywords/iron-oxide-nanoparticles | https://openalex.org/keywords/dispersity,9.91181 | 0.385119 | 0.377635 | 0.32322 | 0.291193 | 0.236965 | 0.178336 | 0.157145 | 0.155735 | 0.149116 | 0.14461 | 0.140106 | 0.138317 | 0.130169 | 0.123787,True,250,209,17,24,Surface modification / Combinatorial chemistry / Biocompatibility,待主题范围审阅,NMF关键词主题,待主题范围审阅,251
N0292,291,Mechanism (biology) | Mechanical engineering | Reaction mechanism | Epistemology | Kinematics | Philosophy | Engineering | Mechanism design | Robot | Surface (topology) | Industrial organization | Hydraulic machinery | Biophysics | Thermal conduction | Combinatorial chemistry,https://openalex.org/keywords/mechanism | https://openalex.org/keywords/mechanical-engineering | https://openalex.org/keywords/reaction-mechanism | https://openalex.org/keywords/epistemology | https://openalex.org/keywords/kinematics | https://openalex.org/keywords/philosophy | https://openalex.org/keywords/engineering | https://openalex.org/keywords/mechanism-design | https://openalex.org/keywords/robot | https://openalex.org/keywords/surface | https://openalex.org/keywords/industrial-organization | https://openalex.org/keywords/hydraulic-machinery | https://openalex.org/keywords/biophysics | https://openalex.org/keywords/thermal-conduction | https://openalex.org/keywords/combinatorial-chemistry,9.70385 | 0.404731 | 0.347981 | 0.224492 | 0.222019 | 0.191262 | 0.187975 | 0.176838 | 0.173682 | 0.168491 | 0.156472 | 0.143899 | 0.120734 | 0.119002 | 0.11365,True,410,211,92,107,Mechanism (biology) / Mechanical engineering / Reaction mechanism,待主题范围审阅,NMF关键词主题,待主题范围审阅,409
N0293,292,Transmission (telecommunications) | Transmission system | Power transmission | Telecommunications | Clutch | Transmission network | Continuously variable transmission | Data transmission | High-voltage direct current | Automatic transmission | Manual transmission | Direct current | Optical fiber | Voltage source | Wireless transmission,https://openalex.org/keywords/transmission | https://openalex.org/keywords/transmission-system | https://openalex.org/keywords/power-transmission | https://openalex.org/keywords/telecommunications | https://openalex.org/keywords/clutch | https://openalex.org/keywords/transmission-network | https://openalex.org/keywords/continuously-variable-transmission | https://openalex.org/keywords/data-transmission | https://openalex.org/keywords/high-voltage-direct-current | https://openalex.org/keywords/automatic-transmission | https://openalex.org/keywords/manual-transmission | https://openalex.org/keywords/direct-current | https://openalex.org/keywords/optical-fiber | https://openalex.org/keywords/voltage-source | https://openalex.org/keywords/wireless-transmission,7.51755 | 2.45275 | 1.45586 | 1.09253 | 0.464809 | 0.452408 | 0.362679 | 0.332251 | 0.305898 | 0.304785 | 0.228463 | 0.184894 | 0.182925 | 0.175528 | 0.129688,True,464,383,23,58,Transmission (telecommunications) / Transmission system / Power transmission,待主题范围审阅,NMF关键词主题,待主题范围审阅,467
N0294,293,Tafel equation | Exchange current density | Linear sweep voltammetry | Charge transfer coefficient | Phosphide | Auxiliary electrode | Chemical engineering | Nickel sulfide | Rotating disk electrode | Hydrogen production | Specific surface area | Order of reaction | Nanomaterial-based catalyst | Electrochemical kinetics | Electrode,https://openalex.org/keywords/tafel-equation | https://openalex.org/keywords/exchange-current-density | https://openalex.org/keywords/linear-sweep-voltammetry | https://openalex.org/keywords/charge-transfer-coefficient | https://openalex.org/keywords/phosphide | https://openalex.org/keywords/auxiliary-electrode | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/nickel-sulfide | https://openalex.org/keywords/rotating-disk-electrode | https://openalex.org/keywords/hydrogen-production | https://openalex.org/keywords/specific-surface-area | https://openalex.org/keywords/order-of-reaction | https://openalex.org/keywords/nanomaterial-based-catalyst | https://openalex.org/keywords/electrochemical-kinetics | https://openalex.org/keywords/electrode,10.8626 | 0.824883 | 0.284638 | 0.127001 | 0.126256 | 0.126003 | 0.104705 | 0.0963991 | 0.0948922 | 0.0817831 | 0.0815189 | 0.0801275 | 0.0618508 | 0.0532884 | 0.0532772,True,316,271,14,31,Tafel equation / Exchange current density / Linear sweep voltammetry,待主题范围审阅,NMF关键词主题,待主题范围审阅,326
N0295,294,Polypyrrole | Polymerization | Conductive polymer | Polymer | In situ polymerization | Composite material | Polythiophene | Monomer | Electrosynthesis | Chemical engineering | Self-healing hydrogels | Horizontal scan rate | Capacitive sensing | Electrode | Montmorillonite,https://openalex.org/keywords/polypyrrole | https://openalex.org/keywords/polymerization | https://openalex.org/keywords/conductive-polymer | https://openalex.org/keywords/polymer | https://openalex.org/keywords/in-situ-polymerization | https://openalex.org/keywords/composite-material | https://openalex.org/keywords/polythiophene | https://openalex.org/keywords/monomer | https://openalex.org/keywords/electrosynthesis | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/self-healing-hydrogels | https://openalex.org/keywords/horizontal-scan-rate | https://openalex.org/keywords/capacitive-sensing | https://openalex.org/keywords/electrode | https://openalex.org/keywords/montmorillonite,8.83927 | 3.02552 | 1.39713 | 0.907868 | 0.451064 | 0.378719 | 0.338437 | 0.326882 | 0.239982 | 0.233975 | 0.166636 | 0.119006 | 0.109389 | 0.108837 | 0.107411,True,241,212,13,16,Polypyrrole / Polymerization / Conductive polymer,待主题范围审阅,NMF关键词主题,待主题范围审阅,240
N0296,295,Polarization (electrochemistry) | Concentration polarization | Ferroelectricity | Spin polarization | Exchange current density | Condensed matter physics | Piezoelectricity | Limiting current | Spectroscopy | Radical | Cathodic protection | Physical chemistry | Polar | High-temperature electrolysis | Spin (aerodynamics),https://openalex.org/keywords/polarization | https://openalex.org/keywords/concentration-polarization | https://openalex.org/keywords/ferroelectricity | https://openalex.org/keywords/spin-polarization | https://openalex.org/keywords/exchange-current-density | https://openalex.org/keywords/condensed-matter-physics | https://openalex.org/keywords/piezoelectricity | https://openalex.org/keywords/limiting-current | https://openalex.org/keywords/spectroscopy | https://openalex.org/keywords/radical | https://openalex.org/keywords/cathodic-protection | https://openalex.org/keywords/physical-chemistry | https://openalex.org/keywords/polar | https://openalex.org/keywords/high-temperature-electrolysis | https://openalex.org/keywords/spin,10.2801 | 0.471406 | 0.256812 | 0.221832 | 0.183047 | 0.166906 | 0.15958 | 0.158528 | 0.150251 | 0.119625 | 0.116032 | 0.0921841 | 0.0907659 | 0.0884581 | 0.0801799,True,237,185,14,38,Polarization (electrochemistry) / Concentration polarization / Ferroelectricity,待主题范围审阅,NMF关键词主题,待主题范围审阅,236
N0297,296,Tin | Tin oxide | Metallurgy | Sulfide | Tin dioxide | Titanium nitride | Printed circuit board | Antimony | Electrode | Composite material | Indium tin oxide | Tailings | Inorganic chemistry | Phosphide | Diffusion barrier,https://openalex.org/keywords/tin | https://openalex.org/keywords/tin-oxide | https://openalex.org/keywords/metallurgy | https://openalex.org/keywords/sulfide | https://openalex.org/keywords/tin-dioxide | https://openalex.org/keywords/titanium-nitride | https://openalex.org/keywords/printed-circuit-board | https://openalex.org/keywords/antimony | https://openalex.org/keywords/electrode | https://openalex.org/keywords/composite-material | https://openalex.org/keywords/indium-tin-oxide | https://openalex.org/keywords/tailings | https://openalex.org/keywords/inorganic-chemistry | https://openalex.org/keywords/phosphide | https://openalex.org/keywords/diffusion-barrier,9.65516 | 1.90163 | 0.977864 | 0.840338 | 0.629019 | 0.550185 | 0.297536 | 0.189112 | 0.161847 | 0.147052 | 0.122771 | 0.11848 | 0.11734 | 0.0939444 | 0.0900663,True,278,233,24,21,Tin / Tin oxide / Metallurgy,待主题范围审阅,NMF关键词主题,待主题范围审阅,274
N0298,297,Spectroscopy | Absorption spectroscopy | Diffuse reflectance infrared fourier transform | XANES | Infrared spectroscopy | X-ray absorption spectroscopy | Ultrafast laser spectroscopy | Extended X-ray absorption fine structure | Spectral line | Mössbauer spectroscopy | Infrared | Electron energy loss spectroscopy | Surface photovoltage | Nuclear magnetic resonance spectroscopy | Energy-dispersive X-ray spectroscopy,https://openalex.org/keywords/spectroscopy | https://openalex.org/keywords/absorption-spectroscopy | https://openalex.org/keywords/diffuse-reflectance-infrared-fourier-transform | https://openalex.org/keywords/xanes | https://openalex.org/keywords/infrared-spectroscopy | https://openalex.org/keywords/x-ray-absorption-spectroscopy | https://openalex.org/keywords/ultrafast-laser-spectroscopy | https://openalex.org/keywords/extended-x-ray-absorption-fine-structure | https://openalex.org/keywords/spectral-line | https://openalex.org/keywords/mössbauer-spectroscopy | https://openalex.org/keywords/infrared | https://openalex.org/keywords/electron-energy-loss-spectroscopy | https://openalex.org/keywords/surface-photovoltage | https://openalex.org/keywords/nuclear-magnetic-resonance-spectroscopy | https://openalex.org/keywords/energy-dispersive-x-ray-spectroscopy,10.0546 | 2.15641 | 1.36357 | 1.21103 | 0.88425 | 0.849551 | 0.749998 | 0.646671 | 0.516873 | 0.478205 | 0.406562 | 0.361103 | 0.360266 | 0.322709 | 0.317344,True,166,149,7,10,Spectroscopy / Absorption spectroscopy / Diffuse reflectance infrared fourier transform,待主题范围审阅,NMF关键词主题,待主题范围审阅,166
N0299,298,Ferroelectricity | Phase transition | Non-volatile memory | Poling | Pyroelectricity | Inductor | Inductance | Tin | Multiferroics | Curie temperature | Scaling | Piezoelectricity | Polarization (electrochemistry) | Dipole | Hafnium,https://openalex.org/keywords/ferroelectricity | https://openalex.org/keywords/phase-transition | https://openalex.org/keywords/non-volatile-memory | https://openalex.org/keywords/poling | https://openalex.org/keywords/pyroelectricity | https://openalex.org/keywords/inductor | https://openalex.org/keywords/inductance | https://openalex.org/keywords/tin | https://openalex.org/keywords/multiferroics | https://openalex.org/keywords/curie-temperature | https://openalex.org/keywords/scaling | https://openalex.org/keywords/piezoelectricity | https://openalex.org/keywords/polarization | https://openalex.org/keywords/dipole | https://openalex.org/keywords/hafnium,9.29131 | 0.744093 | 0.553242 | 0.439893 | 0.3131 | 0.306886 | 0.289496 | 0.273443 | 0.262753 | 0.211381 | 0.197649 | 0.189998 | 0.1533 | 0.146399 | 0.143327,True,195,145,19,31,Ferroelectricity / Phase transition / Non-volatile memory,待主题范围审阅,NMF关键词主题,待主题范围审阅,195
N0300,299,Fuzzy logic | Fuzzy control system | Adaptive neuro fuzzy inference system | Artificial intelligence | Neuro-fuzzy | Fuzzy set | Data mining | Control theory (sociology) | Nonlinear system | Analytic hierarchy process | Cluster analysis | Inference system | Power quality | Fuzzy clustering | Interval (graph theory),https://openalex.org/keywords/fuzzy-logic | https://openalex.org/keywords/fuzzy-control-system | https://openalex.org/keywords/adaptive-neuro-fuzzy-inference-system | https://openalex.org/keywords/artificial-intelligence | https://openalex.org/keywords/neuro-fuzzy | https://openalex.org/keywords/fuzzy-set | https://openalex.org/keywords/data-mining | https://openalex.org/keywords/control-theory | https://openalex.org/keywords/nonlinear-system | https://openalex.org/keywords/analytic-hierarchy-process | https://openalex.org/keywords/cluster-analysis | https://openalex.org/keywords/inference-system | https://openalex.org/keywords/power-quality | https://openalex.org/keywords/fuzzy-clustering | https://openalex.org/keywords/interval,7.49161 | 2.24718 | 1.46281 | 0.694414 | 0.471085 | 0.45032 | 0.327882 | 0.295931 | 0.255147 | 0.22837 | 0.215762 | 0.20211 | 0.174192 | 0.172027 | 0.165498,True,464,372,34,58,Fuzzy logic / Fuzzy control system / Adaptive neuro fuzzy inference system,待主题范围审阅,NMF关键词主题,待主题范围审阅,464
N0301,300,Acoustics | Vibration | Partial discharge | Amplitude | Ultrasonic sensor | Structural engineering | Transducer | Resonance (particle physics) | Piezoelectricity | Waveform | Antenna (radio) | Harmonic | Coupling (piping) | Electrical engineering | Electromagnetic field,https://openalex.org/keywords/acoustics | https://openalex.org/keywords/vibration | https://openalex.org/keywords/partial-discharge | https://openalex.org/keywords/amplitude | https://openalex.org/keywords/ultrasonic-sensor | https://openalex.org/keywords/structural-engineering | https://openalex.org/keywords/transducer | https://openalex.org/keywords/resonance | https://openalex.org/keywords/piezoelectricity | https://openalex.org/keywords/waveform | https://openalex.org/keywords/antenna | https://openalex.org/keywords/harmonic | https://openalex.org/keywords/coupling | https://openalex.org/keywords/electrical-engineering | https://openalex.org/keywords/electromagnetic-field,7.30653 | 3.88046 | 1.36247 | 1.28907 | 1.20198 | 0.940416 | 0.759369 | 0.618466 | 0.516581 | 0.47024 | 0.424307 | 0.39943 | 0.375852 | 0.364161 | 0.341093,True,348,300,21,27,Acoustics / Vibration / Partial discharge,待主题范围审阅,NMF关键词主题,待主题范围审阅,346
N0302,301,Molecule | HOMO/LUMO | Hydrogen bond | Intermolecular force | Perylene | Molecular orbital | Computational chemistry | Organic chemistry | Small molecule | Organic molecules | Diimide | Moiety | Intramolecular force | Stereochemistry | Molecular dynamics,https://openalex.org/keywords/molecule | https://openalex.org/keywords/homo/lumo | https://openalex.org/keywords/hydrogen-bond | https://openalex.org/keywords/intermolecular-force | https://openalex.org/keywords/perylene | https://openalex.org/keywords/molecular-orbital | https://openalex.org/keywords/computational-chemistry | https://openalex.org/keywords/organic-chemistry | https://openalex.org/keywords/small-molecule | https://openalex.org/keywords/organic-molecules | https://openalex.org/keywords/diimide | https://openalex.org/keywords/moiety | https://openalex.org/keywords/intramolecular-force | https://openalex.org/keywords/stereochemistry | https://openalex.org/keywords/molecular-dynamics,10.2853 | 2.58182 | 1.56322 | 1.12456 | 0.938018 | 0.915355 | 0.909683 | 0.785681 | 0.73852 | 0.593372 | 0.585407 | 0.545381 | 0.537583 | 0.509221 | 0.417381,True,125,101,3,21,Molecule / HOMO/LUMO / Hydrogen bond,待主题范围审阅,NMF关键词主题,待主题范围审阅,125
N0303,302,Irradiance | Remote sensing | Solar irradiance | Satellite | Sky | Cloud computing | Calibration | Optics | Pyranometer | Radiative transfer | Cloud cover | Geostationary orbit | Astronomy | Solar Resource | Aerosol,https://openalex.org/keywords/irradiance | https://openalex.org/keywords/remote-sensing | https://openalex.org/keywords/solar-irradiance | https://openalex.org/keywords/satellite | https://openalex.org/keywords/sky | https://openalex.org/keywords/cloud-computing | https://openalex.org/keywords/calibration | https://openalex.org/keywords/optics | https://openalex.org/keywords/pyranometer | https://openalex.org/keywords/radiative-transfer | https://openalex.org/keywords/cloud-cover | https://openalex.org/keywords/geostationary-orbit | https://openalex.org/keywords/astronomy | https://openalex.org/keywords/solar-resource | https://openalex.org/keywords/aerosol,4.92329 | 4.87831 | 3.98474 | 1.49081 | 1.21406 | 0.94494 | 0.558102 | 0.461945 | 0.405065 | 0.387558 | 0.360118 | 0.352069 | 0.343049 | 0.263647 | 0.260951,True,417,345,26,46,Irradiance / Remote sensing / Solar irradiance,待主题范围审阅,NMF关键词主题,待主题范围审阅,417
N0304,303,Inductance | Leakage inductance | Nanotechnology | Equivalent series inductance | Capacitance | Parasitic element | Nanopore | Biochemical engineering | Leakage (economics) | Combinatorial chemistry | Surface modification | RLC circuit | Oscillation (cell signaling) | Position (finance) | Electrical engineering,https://openalex.org/keywords/inductance | https://openalex.org/keywords/leakage-inductance | https://openalex.org/keywords/nanotechnology | https://openalex.org/keywords/equivalent-series-inductance | https://openalex.org/keywords/capacitance | https://openalex.org/keywords/parasitic-element | https://openalex.org/keywords/nanopore | https://openalex.org/keywords/biochemical-engineering | https://openalex.org/keywords/leakage | https://openalex.org/keywords/combinatorial-chemistry | https://openalex.org/keywords/surface-modification | https://openalex.org/keywords/rlc-circuit | https://openalex.org/keywords/oscillation | https://openalex.org/keywords/position | https://openalex.org/keywords/electrical-engineering,8.51783 | 1.68227 | 1.11515 | 1.02573 | 0.517658 | 0.42379 | 0.327101 | 0.325726 | 0.258373 | 0.250179 | 0.200965 | 0.191188 | 0.184428 | 0.172584 | 0.170387,True,193,168,6,19,Inductance / Leakage inductance / Nanotechnology,待主题范围审阅,NMF关键词主题,待主题范围审阅,193
N0305,304,Hydroxide | Layered double hydroxides | Inorganic chemistry | Ion exchange | Cobalt hydroxide | Oxygen evolution | Hydrotalcite | Metal hydroxide | Sodium hydroxide | Potassium hydroxide | Lithium hydroxide | Ammonium hydroxide | Carbonate | Zinc hydroxide | Nonlinear system,https://openalex.org/keywords/hydroxide | https://openalex.org/keywords/layered-double-hydroxides | https://openalex.org/keywords/inorganic-chemistry | https://openalex.org/keywords/ion-exchange | https://openalex.org/keywords/cobalt-hydroxide | https://openalex.org/keywords/oxygen-evolution | https://openalex.org/keywords/hydrotalcite | https://openalex.org/keywords/metal-hydroxide | https://openalex.org/keywords/sodium-hydroxide | https://openalex.org/keywords/potassium-hydroxide | https://openalex.org/keywords/lithium-hydroxide | https://openalex.org/keywords/ammonium-hydroxide | https://openalex.org/keywords/carbonate | https://openalex.org/keywords/zinc-hydroxide | https://openalex.org/keywords/nonlinear-system,7.93684 | 2.7312 | 1.27314 | 0.686344 | 0.555319 | 0.417387 | 0.314591 | 0.310035 | 0.253095 | 0.223541 | 0.218837 | 0.182673 | 0.179961 | 0.168742 | 0.15972,True,370,300,26,44,Hydroxide / Layered double hydroxides / Inorganic chemistry,待主题范围审阅,NMF关键词主题,待主题范围审阅,374
